,Rank,Name,G,Sacks,Sack Yards,Sacks/G
53,49,Miami (Ohio),12,29.0,170,2.42
54,49,UCF,13,29.0,169,2.23
55,49,South Florida,13,29.0,158,2.23
56,57,Texas Tech,12,28.0,214,2.33
57,57,New Mexico State,12,28.0,200,2.33
58,57,Florida State,12,28.0,199,2.33
59,57,Central Michigan,12,28.0,189,2.33
60,57,Liberty,12,28.0,187,2.33
61,57,West Virginia,12,28.0,181,2.33
62,57,Michigan State,13,28.0,181,2.15
63,57,Appalachian State,13,28.0,174,2.15
64,57,Western Kentucky,12,28.0,164,2.33
65,66,Missouri,13,27.0,173,2.08
66,66,BYU,13,27.0,160,2.08
67,66,Eastern Michigan,13,27.0,155,2.08
68,69,Army,13,26.0,174,2.00
69,69,Virginia,13,26.0,173,2.00
70,69,Arkansas,12,26.0,163,2.17
71,69,South Carolina,13,26.0,156,2.00
72,69,New Mexico,12,26.0,152,2.17
73,69,Louisiana-Lafayette,14,26.0,150,1.86
74,69,Georgia Southern,13,26.0,139,2.00
75,76,Baylor,13,25.0,189,1.92
76,76,Nebraska,12,25.0,172,2.08
77,76,Tennessee,12,25.0,168,2.08
78,76,SMU,12,25.0,164,2.08
79,76,Purdue,13,25.0,155,1.92
80,76,Ohio,13,25.0,152,1.92
81,76,Wake Forest,13,25.0,144,1.92
82,76,San Diego State,13,25.0,137,1.92
83,84,Washington,14,24.0,187,1.71
84,84,Kent State,12,24.0,157,2.00
85,84,Georgia,14,24.0,152,1.71
86,84,Virginia Tech,13,24.0,151,1.85
87,84,Northwestern,14,24.0,145,1.71
88,84,Duke,13,24.0,142,1.85
89,84,Fresno State,14,24.0,123,1.71
90,91,Houston,13,23.0,148,1.77
91,91,Florida Atlantic,12,23.0,145,1.92
92,91,UTSA,12,23.0,140,1.92
93,91,Southern Mississippi,11,23.0,135,2.09
94,91,Minnesota,13,23.0,134,1.77
95,91,Arizona,12,23.0,132,1.92
96,97,Akron,12,22.0,152,1.83
97,97,Old Dominion,12,22.0,146,1.83
98,97,Indiana,12,22.0,140,1.83
99,97,Mississippi,12,22.0,132,1.83
100,97,Vanderbilt,13,22.0,127,1.69
101,97,Florida International,13,22.0,120,1.69
102,103,Kansas,12,21.0,160,1.75
103,103,Illinois,12,21.0,126,1.75
104,103,UNLV,12,21.0,121,1.75
105,106,Air Force,12,20.0,146,1.67
106,106,Ball State,12,20.0,128,1.67
107,106,South Alabama,12,20.0,127,1.67
108,106,UTEP,12,20.0,125,1.67
109,110,Coastal Carolina,12,19.0,147,1.58
110,110,Wisconsin,13,19.0,144,1.46
111,110,Charlotte,12,19.0,135,1.58
112,110,Wyoming,12,19.0,129,1.58
113,114,Maryland,12,18.0,122,1.50
114,114,Kansas State,12,18.0,122,1.50
115,116,Rice,13,17.0,125,1.31
116,116,Georgia Tech,13,17.0,110,1.31
117,118,Rutgers,12,16.0,113,1.33
118,119,Colorado State,12,15.0,98,1.25
119,119,UCLA,12,15.0,92,1.25
120,119,Oregon State,12,15.0,90,1.25
121,119,Texas State,12,15.0,86,1.25
122,119,Bowling Green,12,15.0,78,1.25
123,124,Tulsa,12,14.0,109,1.17
124,125,Georgia State,12,13.0,67,1.08
125,126,San Jose State,12,11.0,75,0.92
126,126,Louisville,12,11.0,72,0.92
127,126,Connecticut,12,11.0,64,0.92
128,129,Navy,13,10.0,86,0.77
129,129,Massachusetts,12,10.0,71,0.83
