,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
37,38,Kansas State,12,55,2345,42.64,4.6,195.4
38,39,Virginia Tech,13,69,2940,42.61,5.3,226.2
39,39,Purdue,13,62,2642,42.61,4.8,203.2
40,41,Appalachian State,13,53,2256,42.57,4.1,173.5
41,42,Georgia,14,43,1830,42.56,3.1,130.7
42,43,Baylor,13,52,2211,42.52,4.0,170.1
43,44,Nevada,13,68,2883,42.40,5.2,221.8
44,45,Kansas,12,72,3051,42.38,6.0,254.3
45,46,Fresno State,14,65,2745,42.23,4.6,196.1
46,47,Illinois,12,65,2733,42.05,5.4,227.8
47,48,Nebraska,12,57,2394,42.00,4.8,199.5
48,49,Arizona,12,51,2141,41.98,4.3,178.4
49,50,UTSA,12,77,3224,41.87,6.4,268.7
50,51,San Diego State,13,68,2844,41.82,5.2,218.8
51,52,Temple,13,58,2420,41.72,4.5,186.2
52,52,Memphis,14,60,2503,41.72,4.3,178.8
53,54,South Alabama,12,67,2792,41.67,5.6,232.7
54,55,North Carolina State,13,50,2076,41.52,3.8,159.7
55,56,California,13,72,2985,41.46,5.5,229.6
56,57,Pittsburgh,14,74,3067,41.45,5.3,219.1
57,58,Wake Forest,13,78,3229,41.40,6.0,248.4
58,59,Houston,13,61,2523,41.36,4.7,194.1
59,60,Georgia Tech,13,35,1447,41.34,2.7,111.3
60,61,Texas Tech,12,53,2187,41.26,4.4,182.3
61,62,Minnesota,13,51,2103,41.24,3.9,161.8
62,63,Tulane,13,74,3051,41.23,5.7,234.7
63,64,North Texas,13,58,2387,41.16,4.5,183.6
64,65,Miami (Ohio),12,67,2752,41.07,5.6,229.3
65,66,Tennessee,12,66,2707,41.02,5.5,225.6
66,67,Virginia,13,52,2130,40.96,4.0,163.8
67,68,Maryland,12,67,2742,40.93,5.6,228.5
68,69,Middle Tennessee,14,64,2616,40.88,4.6,186.9
69,70,Navy,13,54,2207,40.87,4.2,169.8
70,70,Oklahoma,14,31,1267,40.87,2.2,90.5
71,72,Louisiana-Monroe,12,54,2202,40.78,4.5,183.5
72,73,Arkansas State,13,64,2599,40.61,4.9,199.9
73,74,Washington,14,54,2188,40.52,3.9,156.3
74,75,Northwestern,14,79,3199,40.49,5.6,228.5
75,76,West Virginia,12,43,1740,40.47,3.6,145.0
76,77,Mississippi,12,49,1980,40.41,4.1,165.0
77,78,Northern Illinois,14,86,3473,40.38,6.1,248.1
78,79,Duke,13,71,2865,40.35,5.5,220.4
79,80,Toledo,13,62,2497,40.27,4.8,192.1
80,81,Oregon State,12,63,2533,40.21,5.3,211.1
81,82,Buffalo,14,55,2208,40.15,3.9,157.7
82,83,Louisiana Tech,13,67,2688,40.12,5.2,206.8
83,84,BYU,13,63,2527,40.11,4.8,194.4
84,85,Hawai'i,14,59,2363,40.05,4.2,168.8
85,85,UAB,14,58,2323,40.05,4.1,165.9
86,87,Charlotte,12,60,2400,40.00,5.0,200.0
87,88,Louisville,12,70,2798,39.97,5.8,233.2
88,89,North Carolina,11,50,1993,39.86,4.5,181.2
89,89,Clemson,15,66,2631,39.86,4.4,175.4
90,91,SMU,12,70,2788,39.83,5.8,232.3
91,92,New Mexico State,12,76,3014,39.66,6.3,251.2
92,93,East Carolina,12,84,3321,39.54,7.0,276.8
93,93,Oregon,13,68,2689,39.54,5.2,206.8
94,95,Ball State,12,59,2331,39.51,4.9,194.3
95,96,Old Dominion,12,56,2209,39.45,4.7,184.1
96,97,Akron,12,76,2995,39.41,6.3,249.6
97,98,Wyoming,12,74,2914,39.38,6.2,242.8
98,98,Iowa State,13,56,2205,39.38,4.3,169.6
99,100,Marshall,13,69,2715,39.35,5.3,208.8
100,101,Louisiana-Lafayette,14,54,2124,39.33,3.9,151.7
101,102,UTEP,12,74,2909,39.31,6.2,242.4
102,103,Texas,14,65,2554,39.29,4.6,182.4
103,104,Colorado,12,64,2512,39.25,5.3,209.3
104,105,Indiana,12,52,2040,39.23,4.3,170.0
105,106,Michigan State,13,86,3371,39.20,6.6,259.3
106,107,Central Michigan,12,92,3598,39.11,7.7,299.8
107,107,Air Force,12,44,1721,39.11,3.7,143.4
108,109,Utah State,13,55,2145,39.00,4.2,165.0
109,110,Mississippi State,13,56,2176,38.86,4.3,167.4
110,111,Massachusetts,12,54,2096,38.81,4.5,174.7
111,112,USC,12,66,2556,38.73,5.5,213.0
112,113,Florida Atlantic,12,46,1774,38.57,3.8,147.8
113,114,Boston College,12,72,2774,38.53,6.0,231.2
114,115,Miami (Florida),13,64,2448,38.25,4.9,188.3
115,116,Wisconsin,13,54,2058,38.11,4.2,158.3
116,117,Georgia Southern,13,62,2356,38.00,4.8,181.2
117,118,Iowa,13,56,2124,37.93,4.3,163.4
118,119,Bowling Green,12,71,2691,37.90,5.9,224.3
119,120,Southern Mississippi,11,50,1893,37.86,4.5,172.1
120,121,Kent State,12,81,3050,37.65,6.8,254.2
121,122,Arkansas,12,68,2549,37.49,5.7,212.4
122,123,TCU,13,72,2695,37.43,5.5,207.3
123,124,Army,13,33,1230,37.27,2.5,94.6
124,125,Boise State,13,49,1824,37.22,3.8,140.3
125,126,Western Kentucky,12,68,2512,36.94,5.7,209.3
126,127,Texas State,12,71,2610,36.76,5.9,217.5
127,128,Alabama,15,42,1502,35.76,2.8,100.1
128,129,Western Michigan,13,59,2104,35.66,4.5,161.8
129,130,Liberty,12,72,2559,35.54,6.0,213.3
