,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
58,59,Arkansas,12,57,47,82.46,35,61.40,12,21.05
59,59,San Jose State,12,57,47,82.46,35,61.40,12,21.05
60,61,Mississippi,12,63,52,82.54,37,58.73,16,25.40
61,62,South Florida,13,52,43,82.69,33,63.46,10,19.23
62,63,Florida State,12,58,48,82.76,33,56.90,15,25.86
63,64,Auburn,13,35,29,82.86,12,34.29,17,48.57
64,64,UAB,14,35,29,82.86,16,45.71,14,40.00
65,66,Duke,13,41,34,82.93,29,70.73,5,12.20
66,67,Marshall,13,47,39,82.98,24,51.06,15,31.91
67,67,Florida Atlantic,12,47,39,82.98,35,74.47,4,8.51
68,69,Air Force,12,30,25,83.33,19,63.33,6,20.00
69,69,Old Dominion,12,42,35,83.33,30,71.43,5,11.90
70,69,Georgia State,12,48,40,83.33,27,56.25,13,27.08
71,69,North Carolina,11,48,40,83.33,30,62.50,10,20.83
72,69,Memphis,14,54,45,83.33,40,74.07,5,9.26
73,74,Oregon,13,49,41,83.67,20,40.82,21,42.86
74,74,Northern Illinois,14,49,41,83.67,24,48.98,17,34.69
75,76,Colorado,12,43,36,83.72,22,51.16,15,34.88
76,77,Wisconsin,13,44,37,84.09,23,52.27,14,31.82
77,77,BYU,13,44,37,84.09,31,70.45,6,13.64
78,79,Boise State,13,38,32,84.21,22,57.89,10,26.32
79,80,UTEP,12,51,43,84.31,31,60.78,13,25.49
80,81,Texas State,12,45,38,84.44,27,60.00,11,24.44
81,82,Coastal Carolina,12,46,39,84.78,32,69.57,7,15.22
82,83,Virginia,13,33,28,84.85,18,54.55,10,30.30
83,84,LSU,13,40,34,85.00,23,57.50,11,27.50
84,84,Louisiana-Lafayette,14,60,51,85.00,42,70.00,9,15.00
85,86,Colorado State,12,47,40,85.11,27,57.45,13,27.66
86,86,SMU,12,47,40,85.11,31,65.96,9,19.15
87,86,Georgia Tech,13,47,40,85.11,31,65.96,9,19.15
88,89,Utah State,13,41,35,85.37,22,53.66,13,31.71
89,90,Hawai'i,14,62,53,85.48,42,67.74,11,17.74
90,91,Illinois,12,50,43,86.00,35,70.00,8,16.00
91,92,Wyoming,12,36,31,86.11,24,66.67,7,19.44
92,93,Bowling Green,12,52,45,86.54,42,80.77,3,5.77
93,94,Arizona State,13,45,39,86.67,26,57.78,13,28.89
94,94,West Virginia,12,45,39,86.67,28,62.22,11,24.44
95,96,Toledo,13,39,34,87.18,29,74.36,5,12.82
96,97,Ball State,12,55,48,87.27,40,72.73,8,14.55
97,98,Minnesota,13,32,28,87.50,19,59.38,9,28.13
98,98,Washington State,13,40,35,87.50,27,67.50,8,20.00
99,98,Georgia Southern,13,40,35,87.50,28,70.00,7,17.50
100,101,UNLV,12,57,50,87.72,33,57.89,17,29.82
101,102,Kansas State,12,41,36,87.80,23,56.10,13,31.71
102,103,Louisville,12,59,52,88.14,44,74.58,8,13.56
103,104,Oregon State,12,52,46,88.46,40,76.92,6,11.54
104,105,Missouri,13,45,40,88.89,25,55.56,15,33.33
105,105,Rice,13,54,48,88.89,41,75.93,7,12.96
106,107,Georgia,14,37,33,89.19,21,56.76,12,32.43
107,108,San Diego State,13,38,34,89.47,25,65.79,9,23.68
108,108,New Mexico,12,57,51,89.47,38,66.67,13,22.81
109,108,UCLA,12,57,51,89.47,39,68.42,12,21.05
110,111,Indiana,12,49,44,89.80,29,59.18,15,30.61
111,112,Massachusetts,12,60,54,90.00,45,75.00,9,15.00
112,113,Louisiana-Monroe,12,41,37,90.24,28,68.29,9,21.95
113,114,Ohio State,14,42,38,90.48,29,69.05,9,21.43
114,115,New Mexico State,12,53,48,90.57,37,69.81,11,20.75
115,116,Florida,13,32,29,90.63,18,56.25,11,34.38
116,117,Maryland,12,43,39,90.70,25,58.14,14,32.56
117,118,California,13,33,30,90.91,19,57.58,11,33.33
118,118,Western Michigan,13,55,50,90.91,43,78.18,7,12.73
119,120,Tennessee,12,45,41,91.11,30,66.67,11,24.44
120,121,Louisiana Tech,13,34,31,91.18,24,70.59,7,20.59
121,122,UTSA,12,46,42,91.30,31,67.39,11,23.91
122,123,Baylor,13,36,33,91.67,21,58.33,12,33.33
123,124,Houston,13,63,58,92.06,47,74.60,11,17.46
124,125,Wake Forest,13,40,37,92.50,32,80.00,5,12.50
125,126,Connecticut,12,67,62,92.54,50,74.63,12,17.91
126,127,Oklahoma,14,54,50,92.59,45,83.33,5,9.26
127,128,South Alabama,12,55,51,92.73,40,72.73,11,20.00
128,129,Michigan,13,30,28,93.33,20,66.67,8,26.67
129,130,East Carolina,12,43,41,95.35,33,76.74,8,18.60
