,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
87,84,Kansas State,12,5,1,0,0,0,0,0
88,84,Marshall,13,5,1,0,0,0,0,0
89,84,Minnesota,13,5,1,0,0,0,0,0
90,84,New Mexico State,12,5,2,1,1,1,1,1
91,84,Northwestern,14,5,1,0,0,0,0,0
92,84,Pittsburgh,14,5,1,0,0,0,0,0
93,84,SMU,12,5,4,3,3,2,2,2
94,84,South Florida,13,5,1,0,0,0,0,0
95,84,Tulsa,12,5,2,0,0,0,0,0
96,84,UCLA,12,5,2,2,2,2,1,0
97,84,USC,12,5,1,1,0,0,0,0
98,84,Virginia,13,5,2,2,2,1,0,0
99,84,Western Michigan,13,5,1,1,1,1,1,1
100,101,Boston College,12,6,3,2,1,1,0,0
101,101,Fresno State,14,6,0,0,0,0,0,0
102,101,Indiana,12,6,5,3,2,1,1,1
103,101,Temple,13,6,1,0,0,0,0,0
104,105,Connecticut,12,7,2,2,2,1,1,1
105,105,Louisiana-Lafayette,14,7,5,2,2,2,2,1
106,105,Missouri,13,7,2,1,0,0,0,0
107,105,Oregon,13,7,3,3,1,1,1,1
108,105,Purdue,13,7,3,1,1,0,0,0
109,105,Washington,14,7,4,2,0,0,0,0
110,105,Washington State,13,7,3,2,0,0,0,0
111,105,West Virginia,12,7,4,1,0,0,0,0
112,105,Western Kentucky,12,7,1,0,0,0,0,0
113,114,Army,13,8,1,0,0,0,0,0
114,114,Georgia Southern,13,8,0,0,0,0,0,0
115,114,Hawai'i,14,8,4,3,3,1,0,0
116,114,Louisiana Tech,13,8,3,0,0,0,0,0
117,114,Maryland,12,8,3,0,0,0,0,0
118,114,Middle Tennessee,14,8,1,0,0,0,0,0
119,114,Mississippi State,13,8,1,1,1,1,0,0
120,114,North Carolina State,13,8,3,0,0,0,0,0
121,114,Texas,14,8,0,0,0,0,0,0
122,114,UCF,13,8,2,1,1,1,0,0
123,124,Appalachian State,13,9,6,4,1,0,0,0
124,124,Liberty,12,9,4,2,2,2,2,1
125,126,Coastal Carolina,12,11,2,2,1,1,1,1
126,126,Georgia Tech,13,11,4,3,2,2,2,2
127,126,Houston,13,11,2,0,0,0,0,0
128,126,Mississippi,12,11,4,2,2,2,1,1
129,126,Wake Forest,13,11,4,2,1,1,1,1
