,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
71,72,Stanford,13,60,2461,41.02,4.6,189.3
72,73,Miami (Florida),13,83,3406,41.04,6.4,262.0
73,74,Mississippi,12,44,1807,41.07,3.7,150.6
74,75,Boise State,13,64,2631,41.11,4.9,202.4
75,76,Louisiana-Lafayette,14,48,1976,41.17,3.4,141.1
76,77,Colorado State,12,53,2183,41.19,4.4,181.9
77,77,San Diego State,13,74,3048,41.19,5.7,234.5
78,79,South Alabama,12,44,1813,41.20,3.7,151.1
79,79,Penn State,13,89,3667,41.20,6.8,282.1
80,81,Texas,14,62,2557,41.24,4.4,182.6
81,81,North Carolina State,13,63,2598,41.24,4.8,199.8
82,81,BYU,13,71,2928,41.24,5.5,225.2
83,84,Old Dominion,12,55,2269,41.25,4.6,189.1
84,85,Minnesota,13,64,2649,41.39,4.9,203.8
85,85,Notre Dame,13,69,2856,41.39,5.3,219.7
86,87,Buffalo,14,73,3041,41.66,5.2,217.2
87,88,Louisiana-Monroe,12,53,2210,41.70,4.4,184.2
88,89,Southern Mississippi,11,71,2964,41.75,6.5,269.5
89,90,Utah,14,83,3467,41.77,5.9,247.6
90,91,Pittsburgh,14,66,2758,41.79,4.7,197.0
91,91,Houston,13,68,2842,41.79,5.2,218.6
92,93,Baylor,13,55,2299,41.80,4.2,176.8
93,94,UCLA,12,49,2050,41.84,4.1,170.8
94,95,Virginia,13,61,2555,41.89,4.7,196.5
95,95,Alabama,15,93,3896,41.89,6.2,259.7
96,97,Florida Atlantic,12,61,2559,41.95,5.1,213.3
97,98,Michigan State,13,87,3656,42.02,6.7,281.2
98,99,Georgia State,12,39,1642,42.10,3.3,136.8
99,100,Temple,13,67,2823,42.13,5.2,217.2
100,101,California,13,74,3125,42.23,5.7,240.4
101,102,Oregon,13,67,2833,42.28,5.2,217.9
102,103,Fresno State,14,86,3654,42.49,6.1,261.0
103,104,Nebraska,12,58,2467,42.53,4.8,205.6
104,105,South Florida,13,71,3022,42.56,5.5,232.5
105,106,Nevada,13,78,3321,42.58,6.0,255.5
106,107,LSU,13,78,3323,42.60,6.0,255.6
107,108,Georgia,14,74,3153,42.61,5.3,225.2
108,109,East Carolina,12,80,3413,42.66,6.7,284.4
109,110,Vanderbilt,13,48,2049,42.69,3.7,157.6
110,110,Northwestern,14,75,3202,42.69,5.4,228.7
111,112,Florida,13,73,3125,42.81,5.6,240.4
112,113,Arizona State,13,62,2662,42.94,4.8,204.8
113,114,Air Force,12,54,2320,42.96,4.5,193.3
114,115,New Mexico,12,58,2500,43.10,4.8,208.3
115,115,Tennessee,12,60,2586,43.10,5.0,215.5
116,117,Arizona,12,61,2633,43.16,5.1,219.4
117,118,UTEP,12,62,2679,43.21,5.2,223.3
118,119,Western Michigan,13,62,2698,43.52,4.8,207.5
119,120,Wyoming,12,68,2967,43.63,5.7,247.3
120,121,Memphis,14,77,3364,43.69,5.5,240.3
121,122,Arkansas,12,52,2278,43.81,4.3,189.8
122,123,South Carolina,13,51,2244,44.00,3.9,172.6
123,124,Clemson,15,114,5020,44.04,7.6,334.7
124,125,Arkansas State,13,79,3480,44.05,6.1,267.7
125,126,Kentucky,13,70,3084,44.06,5.4,237.2
126,127,Texas A&M,13,84,3708,44.14,6.5,285.2
127,128,SMU,12,53,2358,44.49,4.4,196.5
128,129,UCF,13,60,2676,44.60,4.6,205.8
129,130,Colorado,12,66,3014,45.67,5.5,251.2
