,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
49,49,Old Dominion,12,47,14,40,2,1,370,30.8
50,51,Troy,13,49,18,45,2,1,399,30.7
51,52,Purdue,13,49,19,44,1,0,397,30.5
52,52,Georgia Southern,13,48,19,45,2,1,396,30.5
53,54,SMU,12,47,11,40,3,2,365,30.4
54,55,Arkansas State,13,50,14,42,3,2,394,30.3
55,55,Air Force,12,47,10,41,3,2,363,30.3
56,57,South Carolina,13,50,13,46,3,0,391,30.1
57,58,Nebraska,12,45,14,40,3,1,360,30.0
58,59,UAB,14,53,15,51,0,2,418,29.9
59,59,Arizona State,13,48,18,45,1,0,389,29.9
60,61,Virginia Tech,13,50,12,48,2,0,388,29.8
61,62,Wisconsin,13,51,10,48,1,0,386,29.7
62,63,Baylor,13,49,15,43,1,0,384,29.5
63,64,Duke,13,51,9,49,0,0,382,29.4
64,65,Minnesota,13,46,17,43,2,1,376,28.9
65,66,Miami (Florida),13,50,9,47,0,0,374,28.8
66,66,UNLV,12,47,6,41,1,1,345,28.8
67,68,Mississippi State,13,48,12,47,0,0,371,28.5
68,68,Vanderbilt,13,47,13,47,0,1,370,28.5
69,68,South Florida,13,46,17,39,1,1,370,28.5
70,68,Virginia,13,46,15,45,2,0,370,28.5
71,68,Maryland,12,44,12,40,1,0,342,28.5
72,73,Stanford,13,46,15,42,2,1,369,28.4
73,74,Marshall,13,46,15,44,0,1,367,28.2
74,75,Utah,14,45,26,45,0,0,393,28.1
75,75,Miami (Ohio),12,44,10,41,0,1,337,28.1
76,77,Middle Tennessee,14,49,18,40,2,0,392,28.0
77,78,North Carolina,11,35,18,33,2,0,301,27.4
78,79,BYU,13,46,11,43,1,0,354,27.2
79,80,Colorado,12,42,11,40,0,0,325,27.1
80,81,Eastern Michigan,13,45,12,41,2,0,351,27.0
81,82,Tulane,13,45,10,41,2,2,349,26.8
82,82,Iowa State,13,42,16,36,3,3,348,26.8
83,84,Coastal Carolina,12,41,13,35,0,0,320,26.7
84,85,Kentucky,13,46,9,43,0,0,346,26.6
85,85,New Mexico,12,43,7,34,2,1,319,26.6
86,85,Louisiana-Monroe,12,42,9,38,1,0,319,26.6
87,88,Washington,14,46,16,43,1,0,369,26.4
88,88,Indiana,12,39,15,32,3,0,317,26.4
89,90,Southern Mississippi,11,34,18,30,0,0,288,26.2
90,91,Oregon State,12,40,12,35,1,0,313,26.1
91,91,USC,12,39,13,38,1,0,313,26.1
92,93,Illinois,12,36,20,36,0,0,312,26.0
93,94,Pittsburgh,14,46,13,40,1,1,359,25.6
94,95,New Mexico State,12,38,12,37,1,0,303,25.3
95,96,Navy,13,42,11,34,3,0,325,25.0
96,97,Louisiana Tech,13,39,15,38,0,2,321,24.7
97,98,UCLA,12,36,14,35,0,1,295,24.6
98,99,Bowling Green,12,39,6,34,3,0,292,24.3
99,100,Northwestern,14,44,10,39,3,0,339,24.2
100,100,South Alabama,12,38,9,31,2,0,290,24.2
101,100,Ball State,12,37,11,35,0,0,290,24.2
102,103,Tulsa,12,36,12,35,1,0,289,24.1
103,104,Georgia State,12,38,9,28,2,0,287,23.9
104,104,Kent State,12,35,14,33,0,1,287,23.9
105,106,Kansas,12,35,12,30,4,1,286,23.8
106,107,TCU,13,38,13,37,0,1,306,23.5
107,108,Colorado State,12,35,11,29,1,0,274,22.8
108,108,Tennessee,12,35,10,31,1,0,273,22.8
109,108,East Carolina,12,31,19,28,1,0,273,22.8
110,111,Kansas State,12,32,15,29,1,1,270,22.5
111,112,Connecticut,12,36,6,32,0,0,266,22.2
112,113,Florida State,12,33,11,30,1,0,263,21.9
113,114,Charlotte,12,30,17,27,1,0,260,21.7
114,114,Arkansas,12,29,19,29,0,0,260,21.7
115,116,California,13,35,12,32,0,1,280,21.5
116,117,San Jose State,12,31,14,25,0,1,255,21.3
117,118,Western Kentucky,12,32,10,27,1,1,253,21.1
118,119,Wyoming,12,28,16,28,0,2,248,20.7
119,120,San Diego State,13,31,17,27,2,0,268,20.6
120,121,Northern Illinois,14,35,13,29,2,0,282,20.1
121,122,Texas State,12,32,6,27,0,0,237,19.8
122,122,Louisville,12,30,10,27,0,0,237,19.8
123,124,Rice,13,28,15,23,3,2,246,18.9
124,124,Akron,12,26,16,23,0,0,227,18.9
125,126,Michigan State,13,27,18,25,1,0,243,18.7
126,127,UTEP,12,27,7,21,4,0,212,17.7
127,128,Central Michigan,12,21,12,18,0,0,180,15.0
128,129,UTSA,12,18,14,18,0,1,170,14.2
129,130,Rutgers,12,19,9,19,0,1,162,13.5
