,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
39,40,Pittsburgh,14,73,4571,62.62,44,60.27,2,0
40,41,Illinois,12,66,4129,62.56,43,65.15,1,0
41,42,Oklahoma State,13,94,5864,62.38,53,56.38,7,1
42,43,Charlotte,12,55,3428,62.33,31,56.36,1,2
43,44,Mississippi State,13,72,4478,62.19,29,40.28,2,0
44,45,Air Force,12,68,4225,62.13,29,42.65,3,1
45,46,Missouri,13,95,5898,62.08,57,60.00,4,0
46,47,Appalachian State,13,86,5337,62.06,50,58.14,0,2
47,48,Notre Dame,13,82,5087,62.04,33,40.24,4,0
48,49,Kentucky,13,66,4090,61.97,36,54.55,0,0
49,50,New Mexico State,12,61,3778,61.93,33,54.10,0,2
50,51,Iowa,13,79,4891,61.91,39,49.37,2,0
51,52,South Carolina,13,73,4518,61.89,48,65.75,1,2
52,53,Troy,13,76,4699,61.83,36,47.37,1,2
53,54,Tulsa,12,60,3700,61.67,28,46.67,3,0
54,55,Purdue,13,77,4748,61.66,40,51.95,1,0
55,56,Alabama,15,121,7452,61.59,44,36.36,4,0
56,57,Miami (Florida),13,71,4371,61.56,42,59.15,4,0
57,57,Marshall,13,71,4371,61.56,30,42.25,1,2
58,59,Penn State,13,84,5170,61.55,37,44.05,6,1
59,59,Oregon,13,80,4924,61.55,23,28.75,0,0
60,61,Louisiana-Monroe,12,63,3875,61.51,27,42.86,2,0
61,62,Memphis,14,107,6579,61.49,57,53.27,2,2
62,63,Michigan,13,89,5469,61.45,43,48.31,1,0
63,64,North Carolina State,13,84,5161,61.44,23,27.38,0,1
64,65,Northern Illinois,14,60,3686,61.43,23,38.33,3,0
65,66,Oregon State,12,57,3500,61.40,30,52.63,2,3
66,67,Texas Tech,12,87,5339,61.37,48,55.17,6,1
67,68,Nebraska,12,72,4413,61.29,34,47.22,2,0
68,69,Minnesota,13,74,4534,61.27,32,43.24,2,2
69,70,Boston College,12,68,4166,61.26,14,20.59,5,2
70,71,Washington State,13,88,5390,61.25,40,45.45,4,0
71,71,Tulane,13,65,3981,61.25,35,53.85,3,2
72,73,Wake Forest,13,83,5080,61.20,33,39.76,1,0
73,74,Mississippi,12,82,5005,61.04,32,39.02,1,2
74,75,Rutgers,12,39,2380,61.03,14,35.90,1,1
75,76,Texas State,12,52,3173,61.02,17,32.69,1,1
76,77,Western Kentucky,12,53,3228,60.91,13,24.53,0,2
77,78,Wyoming,12,56,3404,60.79,30,53.57,1,0
78,79,BYU,13,67,4064,60.66,21,31.34,3,1
79,80,Cincinnati,13,79,4789,60.62,30,37.97,0,0
80,81,Kansas State,12,60,3636,60.60,8,13.33,1,0
81,82,West Virginia,12,88,5332,60.59,25,28.41,3,1
82,83,UCF,13,97,5871,60.53,29,29.90,4,1
83,83,Louisville,12,51,3087,60.53,11,21.57,1,0
84,85,Ohio State,14,103,6232,60.50,33,32.04,2,1
85,86,Duke,13,72,4355,60.49,18,25.00,2,1
86,86,Michigan State,13,59,3569,60.49,24,40.68,3,0
87,88,Ball State,12,57,3438,60.32,10,17.54,4,2
88,89,Georgia Tech,13,79,4762,60.28,20,25.32,2,0
89,90,UNLV,12,60,3616,60.27,28,46.67,4,5
90,91,Houston,13,99,5956,60.16,29,29.29,2,2
91,92,Arkansas,12,59,3549,60.15,17,28.81,1,0
92,93,Buffalo,14,89,5352,60.13,49,55.06,3,0
93,94,Fresno State,14,88,5290,60.11,21,23.86,4,0
94,94,Washington,14,74,4448,60.11,24,32.43,0,1
95,96,Kansas,12,53,3182,60.04,21,39.62,1,5
96,97,Eastern Michigan,13,63,3764,59.75,21,33.33,4,2
97,98,Army,13,76,4520,59.47,15,19.74,1,0
98,99,Massachusetts,12,69,4094,59.33,12,17.39,5,1
99,100,Ohio,13,93,5509,59.24,20,21.51,3,3
100,101,North Texas,13,88,5210,59.20,35,39.77,1,0
101,102,Iowa State,13,69,4084,59.19,16,23.19,3,1
102,103,Central Michigan,12,41,2421,59.05,14,34.15,0,4
103,104,Old Dominion,12,69,4069,58.97,26,37.68,3,2
104,105,Liberty,12,72,4242,58.92,26,36.11,2,0
105,106,Colorado State,12,52,3058,58.81,21,40.38,2,4
106,107,San Jose State,12,54,3170,58.70,18,33.33,2,2
107,108,Connecticut,12,53,3101,58.51,17,32.08,3,1
108,109,Hawai'i,14,75,4374,58.32,14,18.67,2,5
109,110,TCU,13,65,3780,58.15,20,30.77,3,0
110,111,Louisiana-Lafayette,14,84,4882,58.12,18,21.43,4,2
111,112,Arkansas State,13,73,4233,57.99,12,16.44,0,1
112,113,Navy,13,61,3537,57.98,9,14.75,2,4
113,114,Louisiana Tech,13,65,3764,57.91,10,15.38,2,0
114,115,Coastal Carolina,12,65,3758,57.82,12,18.46,1,1
115,116,Western Michigan,13,77,4449,57.78,6,7.79,2,1
116,117,UTSA,12,40,2307,57.68,7,17.50,2,2
117,118,Southern Mississippi,11,61,3510,57.54,29,47.54,1,1
118,119,Florida Atlantic,12,72,4115,57.15,5,6.94,1,1
119,120,Indiana,12,65,3700,56.92,23,35.38,1,1
120,121,Temple,13,80,4551,56.89,10,12.50,1,2
121,122,Northwestern,14,66,3749,56.80,8,12.12,3,2
122,123,Georgia State,12,56,3160,56.43,22,39.29,2,3
123,124,Maryland,12,66,3710,56.21,9,13.64,4,2
124,125,Bowling Green,12,54,3032,56.15,11,20.37,2,3
125,126,South Florida,13,75,4185,55.80,12,16.00,7,1
126,127,South Alabama,12,55,3064,55.71,9,16.36,3,3
127,128,Middle Tennessee,14,78,4316,55.33,13,16.67,3,0
128,129,Kent State,12,57,3144,55.16,15,26.32,2,1
129,130,SMU,12,68,3609,53.07,12,17.65,6,0
