,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
44,44,Iowa,14,99,145,26,270,19.3
45,46,LSU,12,89,127,17,233,19.4
46,46,South Florida,13,102,130,20,252,19.4
47,48,Utah,13,82,148,23,253,19.5
48,48,Navy,13,107,135,11,253,19.5
49,50,Kent State,12,93,113,29,235,19.6
50,50,Arkansas State,13,92,132,31,255,19.6
51,52,Colorado State,13,128,102,26,256,19.7
52,53,West Virginia,13,99,129,29,257,19.8
53,53,Western Michigan,13,109,132,17,258,19.8
54,53,Southern Mississippi,14,103,146,28,277,19.8
55,56,Middle Tennessee,13,112,130,18,260,20.0
56,57,Arkansas,13,90,158,13,261,20.1
57,58,Louisiana Tech,13,98,148,16,262,20.2
58,58,Duke,13,118,125,19,262,20.2
59,60,Rice,12,101,119,23,243,20.3
60,60,Cincinnati,13,110,125,29,264,20.3
61,62,Buffalo,12,108,116,21,245,20.4
62,62,Oklahoma,13,118,119,28,265,20.4
63,64,Toledo,12,92,129,25,246,20.5
64,64,Virginia,12,99,126,21,246,20.5
65,66,South Alabama,12,118,113,16,247,20.6
66,66,Colorado,13,112,134,22,268,20.6
67,66,Western Kentucky,14,126,139,24,289,20.6
68,69,Miami (Ohio),12,99,132,17,248,20.7
69,70,Kentucky,12,119,112,19,250,20.8
70,70,Marshall,13,128,111,31,270,20.8
71,70,Arizona State,13,93,164,14,271,20.8
72,73,Rutgers,12,93,145,13,251,20.9
73,74,Mississippi State,13,124,132,17,273,21.0
74,74,TCU,13,125,113,35,273,21.0
75,74,Louisiana-Monroe,13,147,107,19,273,21.0
76,77,Troy,12,132,102,19,253,21.1
77,77,Baylor,13,119,126,29,274,21.1
78,79,Charlotte,12,115,114,25,254,21.2
79,79,Washington State,13,132,134,10,276,21.2
80,81,Tulane,12,114,127,15,256,21.3
81,82,Florida Atlantic,12,119,115,23,257,21.4
82,82,Mississippi,13,99,157,22,278,21.4
83,84,Louisiana-Lafayette,12,115,115,28,258,21.5
84,84,Syracuse,12,117,130,11,258,21.5
85,86,Nevada,13,128,133,20,281,21.6
86,87,East Carolina,12,117,117,26,260,21.7
87,88,Wyoming,12,137,103,21,261,21.8
88,88,Maryland,12,102,134,26,262,21.8
89,88,Memphis,13,113,136,35,284,21.8
90,91,South Carolina,12,133,119,11,263,21.9
91,92,USC,14,119,161,29,309,22.1
92,93,New Mexico,13,126,133,29,288,22.2
93,93,Oklahoma State,13,128,138,22,288,22.2
94,93,California,13,140,133,15,288,22.2
95,96,Iowa State,12,120,136,11,267,22.3
96,96,UCF,12,124,122,21,267,22.3
97,96,Fresno State,12,139,117,11,267,22.3
98,99,Kansas State,13,118,167,8,293,22.5
99,100,Northern Illinois,14,141,155,21,317,22.6
100,101,Florida International,12,142,114,16,272,22.7
101,101,Auburn,13,131,142,22,295,22.7
102,103,Miami (Florida),13,134,127,35,296,22.8
103,104,Georgia State,13,134,134,31,299,23.0
104,105,SMU,12,153,107,17,277,23.1
105,105,Arizona,13,134,145,21,300,23.1
106,107,UNLV,12,121,136,21,278,23.2
107,108,Old Dominion,12,128,136,16,280,23.3
108,109,Bowling Green,14,140,160,27,327,23.4
109,110,UTSA,12,108,152,23,283,23.6
110,110,UCLA,13,150,128,29,307,23.6
111,112,Idaho,12,150,119,15,284,23.7
112,113,Texas State,12,139,129,18,286,23.8
113,114,Ball State,12,124,152,12,288,24.0
114,115,Massachusetts,12,118,152,21,291,24.3
115,115,Purdue,12,122,141,28,291,24.3
116,117,North Carolina,14,184,134,26,344,24.6
117,118,New Mexico State,12,135,143,20,298,24.8
118,119,Oregon State,12,146,137,18,301,25.1
119,119,Indiana,13,113,187,26,326,25.1
120,121,Oregon,13,127,176,24,327,25.2
121,121,Hawai'i,13,171,126,31,328,25.2
122,123,Texas,12,147,137,22,306,25.5
123,124,North Texas,12,155,128,27,310,25.8
124,125,Texas Tech,13,167,148,22,337,25.9
125,126,Eastern Michigan,12,186,104,26,316,26.3
126,127,Tulsa,13,147,175,23,345,26.5
127,128,Kansas,12,161,155,26,342,28.5
