,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
68,58,Miami (Florida),13,2,1,1,1,1,1,0,0
69,58,Miami (Ohio),12,2,1,0,0,0,0,0,0
70,58,Nebraska,13,2,1,1,0,0,0,0,0
71,58,Nevada,13,2,1,1,0,0,0,0,0
72,58,New Mexico State,12,2,0,0,0,0,0,0,0
73,58,Northern Illinois,14,2,1,1,0,0,0,0,0
74,58,Northwestern,13,2,1,1,1,0,0,0,0
75,58,Oregon State,12,2,1,1,1,1,1,0,0
76,58,Penn State,13,2,1,1,1,0,0,0,0
77,58,Rice,12,2,0,0,0,0,0,0,0
78,58,UTSA,12,2,0,0,0,0,0,0,0
79,58,Western Kentucky,14,2,2,0,0,0,0,0,0
80,58,Western Michigan,13,2,2,0,0,0,0,0,0
81,82,Air Force,14,1,1,1,1,1,1,0,0
82,82,Akron,13,1,0,0,0,0,0,0,0
83,82,Arizona State,13,1,1,1,0,0,0,0,0
84,82,Ball State,12,1,0,0,0,0,0,0,0
85,82,Baylor,13,1,1,0,0,0,0,0,0
86,82,Buffalo,12,1,1,1,1,1,1,1,0
87,82,Clemson,15,1,0,0,0,0,0,0,0
88,82,Florida Atlantic,12,1,1,0,0,0,0,0,0
89,82,Florida State,13,1,0,0,0,0,0,0,0
90,82,Kansas,12,1,0,0,0,0,0,0,0
91,82,Massachusetts,12,1,0,0,0,0,0,0,0
92,82,Middle Tennessee,13,1,0,0,0,0,0,0,0
93,82,Minnesota,13,1,0,0,0,0,0,0,0
94,82,Mississippi,13,1,1,1,1,0,0,0,0
95,82,New Mexico,13,1,0,0,0,0,0,0,0
96,82,Oklahoma,13,1,0,0,0,0,0,0,0
97,82,Oklahoma State,13,1,1,1,1,1,0,0,0
98,82,Oregon,13,1,1,1,1,1,1,1,0
99,82,Purdue,12,1,1,1,1,0,0,0,0
100,82,San Jose State,13,1,1,1,1,1,1,1,0
101,82,South Alabama,12,1,0,0,0,0,0,0,0
102,82,South Carolina,12,1,0,0,0,0,0,0,0
103,82,Temple,14,1,1,1,1,1,0,0,0
104,82,Texas State,12,1,1,1,1,1,1,1,1
105,82,UCF,12,1,0,0,0,0,0,0,0
106,82,UTEP,12,1,1,1,1,1,0,0,0
107,82,Vanderbilt,12,1,1,0,0,0,0,0,0
108,82,Wake Forest,12,1,0,0,0,0,0,0,0
109,82,West Virginia,13,1,0,0,0,0,0,0,0
110,82,Wyoming,12,1,0,0,0,0,0,0,0
111,112,California,13,0,0,0,0,0,0,0,0
112,112,Central Michigan,13,0,0,0,0,0,0,0,0
113,112,Connecticut,13,0,0,0,0,0,0,0,0
114,112,Eastern Michigan,12,0,0,0,0,0,0,0,0
115,112,Georgia State,13,0,0,0,0,0,0,0,0
116,112,Idaho,12,0,0,0,0,0,0,0,0
117,112,Kent State,12,0,0,0,0,0,0,0,0
118,112,Kentucky,12,0,0,0,0,0,0,0,0
119,112,Louisiana-Monroe,13,0,0,0,0,0,0,0,0
120,112,Michigan State,14,0,0,0,0,0,0,0,0
121,112,Navy,13,0,0,0,0,0,0,0,0
122,112,Ohio,13,0,0,0,0,0,0,0,0
123,112,Old Dominion,12,0,0,0,0,0,0,0,0
124,112,SMU,12,0,0,0,0,0,0,0,0
125,112,Texas Tech,13,0,0,0,0,0,0,0,0
126,112,Tulane,12,0,0,0,0,0,0,0,0
127,112,UNLV,12,0,0,0,0,0,0,0,0
