,Rank,Name,G,Fum. Gain,Int. Gain,Total Gain,Fum. Lost,Int. Lost,Total Lost,Margin,Margin/G
39,39,California,13,12,15,27,9,14,23,4,0.31
40,39,Virginia Tech,13,15,10,25,7,14,21,4,0.31
41,39,New Mexico,13,11,14,25,7,14,21,4,0.31
42,39,Tulsa,13,14,10,24,12,8,20,4,0.31
43,39,Penn State,13,12,10,22,12,6,18,4,0.31
44,39,Georgia,13,10,12,22,10,8,18,4,0.31
45,46,Boston College,12,10,13,23,11,9,20,3,0.25
46,46,Florida International,12,9,9,18,7,8,15,3,0.25
47,48,Wisconsin,13,9,12,21,5,13,18,3,0.23
48,48,Ohio State,13,9,12,21,9,9,18,3,0.23
49,50,Temple,14,6,16,22,11,8,19,3,0.21
50,51,Texas Tech,13,10,15,25,8,15,23,2,0.15
51,51,Appalachian State,13,6,18,24,13,9,22,2,0.15
52,51,BYU,13,7,15,22,8,12,20,2,0.15
53,51,Arizona State,13,6,15,21,10,9,19,2,0.15
54,51,Auburn,13,5,14,19,5,12,17,2,0.15
55,51,Central Michigan,13,11,7,18,5,11,16,2,0.15
56,57,Northern Illinois,14,7,22,29,17,10,27,2,0.14
57,58,New Mexico State,12,10,12,22,7,14,21,1,0.08
58,58,Louisiana Tech,13,9,13,22,10,11,21,1,0.08
59,58,Colorado,13,8,14,22,9,12,21,1,0.08
60,58,Northwestern,13,9,12,21,7,13,20,1,0.08
61,58,Western Michigan,13,8,10,18,8,9,17,1,0.08
62,58,Ball State,12,9,7,16,6,9,15,1,0.08
63,58,Tulane,12,8,8,16,5,10,15,1,0.08
64,65,Stanford,14,6,8,14,5,8,13,1,0.07
65,66,Baylor,13,12,14,26,13,13,26,0,0.00
66,66,Mississippi,13,8,15,23,9,14,23,0,0.00
67,66,Buffalo,12,7,13,20,4,16,20,0,0.00
68,66,Troy,12,13,6,19,8,11,19,0,0.00
69,66,TCU,13,12,7,19,4,15,19,0,0.00
70,66,UCLA,13,7,12,19,6,13,19,0,0.00
71,66,Pittsburgh,13,6,10,16,7,9,16,0,0.00
72,66,Florida State,13,7,8,15,6,9,15,0,0.00
73,74,Southern Mississippi,14,11,13,24,13,12,25,-1,-0.07
74,75,Louisville,13,9,17,26,12,15,27,-1,-0.08
75,75,Washington State,13,11,13,24,13,12,25,-1,-0.08
76,75,UTSA,12,8,14,22,12,11,23,-1,-0.08
77,75,Georgia State,13,7,15,22,11,12,23,-1,-0.08
78,75,Duke,13,9,11,20,11,10,21,-1,-0.08
79,75,Old Dominion,12,10,8,18,10,9,19,-1,-0.08
80,75,Massachusetts,12,5,13,18,6,13,19,-1,-0.08
81,75,Missouri,12,7,9,16,5,12,17,-1,-0.08
82,83,Clemson,15,9,16,25,12,15,27,-2,-0.13
83,84,Florida Atlantic,12,9,14,23,13,12,25,-2,-0.17
84,84,Fresno State,12,11,9,20,6,16,22,-2,-0.17
85,84,Kentucky,12,9,11,20,6,16,22,-2,-0.17
86,84,Rutgers,12,3,13,16,6,12,18,-2,-0.17
87,88,Utah State,13,11,10,21,14,10,24,-3,-0.23
88,88,Kansas State,13,11,5,16,6,13,19,-3,-0.23
89,90,Kent State,12,6,12,18,11,10,21,-3,-0.25
90,90,East Carolina,12,8,8,16,7,12,19,-3,-0.25
91,92,Middle Tennessee,13,8,17,25,19,10,29,-4,-0.31
92,92,Minnesota,13,8,10,18,11,11,22,-4,-0.31
93,92,Arizona,13,5,11,16,10,10,20,-4,-0.31
94,92,Mississippi State,13,1,13,14,13,5,18,-4,-0.31
95,92,Michigan,13,2,10,12,6,10,16,-4,-0.31
96,97,Oregon State,12,4,8,12,5,11,16,-4,-0.33
97,98,Air Force,14,7,11,18,11,12,23,-5,-0.36
98,99,San Jose State,13,3,9,12,5,12,17,-5,-0.38
99,100,Purdue,12,9,12,21,10,16,26,-5,-0.42
100,100,South Alabama,12,10,10,20,9,16,25,-5,-0.42
101,102,Texas A&M,13,7,11,18,9,15,24,-6,-0.46
102,102,Notre Dame,13,5,9,14,10,10,20,-6,-0.46
103,104,Idaho,12,11,6,17,8,15,23,-6,-0.50
104,105,North Texas,12,14,4,18,14,11,25,-7,-0.58
105,105,Kansas,12,9,9,18,11,14,25,-7,-0.58
106,105,Georgia Tech,12,8,9,17,14,10,24,-7,-0.58
107,105,Texas State,12,11,3,14,9,12,21,-7,-0.58
108,109,Vanderbilt,12,11,6,17,9,16,25,-8,-0.67
109,110,Virginia,12,11,4,15,6,18,24,-9,-0.75
110,110,Louisiana-Lafayette,12,6,5,11,8,12,20,-9,-0.75
111,112,SMU,12,5,10,15,17,8,25,-10,-0.83
112,113,Iowa State,12,8,5,13,12,12,24,-11,-0.92
113,113,UTEP,12,7,5,12,13,10,23,-11,-0.92
114,113,Army,12,5,6,11,13,9,22,-11,-0.92
115,113,Wyoming,12,5,5,10,10,11,21,-11,-0.92
116,113,Colorado State,13,7,8,15,12,15,27,-12,-0.92
117,113,Nebraska,13,5,10,15,6,21,27,-12,-0.92
118,119,Rice,12,8,2,10,13,9,22,-12,-1.00
119,120,Charlotte,12,12,10,22,12,23,35,-13,-1.08
120,120,Eastern Michigan,12,8,4,12,11,14,25,-13,-1.08
121,120,Wake Forest,12,5,6,11,6,18,24,-13,-1.08
122,123,Miami (Ohio),12,7,10,17,12,19,31,-14,-1.17
123,124,Louisiana-Monroe,13,9,5,14,11,19,30,-16,-1.23
124,125,Cincinnati,13,5,9,14,11,22,33,-19,-1.46
125,126,Maryland,12,9,9,18,7,29,36,-18,-1.50
126,127,UCF,12,9,4,13,10,23,33,-20,-1.67
127,128,Hawai'i,13,8,3,11,13,21,34,-23,-1.77
