,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
67,68,Air Force,14,55,46,83.64,39,70.91,7,12.73
68,68,Middle Tennessee,13,55,46,83.64,37,67.27,9,16.36
69,70,Boise State,13,67,56,83.58,39,58.21,17,25.37
70,71,Tennessee,13,66,55,83.33,39,59.09,16,24.24
71,71,Pittsburgh,13,48,40,83.33,30,62.50,10,20.83
72,71,Eastern Michigan,12,36,30,83.33,27,75.00,3,8.33
73,74,Bowling Green,14,71,59,83.10,52,73.24,7,9.86
74,75,Arizona,13,65,54,83.08,41,63.08,13,20.00
75,76,Arkansas,13,59,49,83.05,41,69.49,8,13.56
76,77,Washington,13,53,44,83.02,31,58.49,13,24.53
77,78,Louisville,13,58,48,82.76,34,58.62,14,24.14
78,78,West Virginia,13,58,48,82.76,33,56.90,15,25.86
79,80,Northwestern,13,40,33,82.50,16,40.00,17,42.50
80,81,Ohio State,13,57,47,82.46,37,64.91,10,17.54
81,82,Alabama,15,62,51,82.26,35,56.45,16,25.81
82,83,Miami (Ohio),12,33,27,81.82,19,57.58,8,24.24
83,84,Miami (Florida),13,60,49,81.67,30,50.00,19,31.67
84,85,Louisiana-Lafayette,12,38,31,81.58,24,63.16,7,18.42
85,86,Cincinnati,13,65,53,81.54,39,60.00,14,21.54
86,87,Maryland,12,32,26,81.25,17,53.13,9,28.13
87,88,Notre Dame,13,53,43,81.13,31,58.49,12,22.64
88,89,Arkansas State,13,58,47,81.03,35,60.34,12,20.69
89,90,Southern Mississippi,14,73,59,80.82,48,65.75,11,15.07
90,91,Marshall,13,62,50,80.65,34,54.84,16,25.81
91,92,TCU,13,66,53,80.30,43,65.15,10,15.15
92,93,Georgia State,13,45,36,80.00,29,64.44,7,15.56
93,93,Ball State,12,45,36,80.00,21,46.67,15,33.33
94,93,New Mexico State,12,40,32,80.00,25,62.50,7,17.50
95,96,Rice,12,44,35,79.55,27,61.36,8,18.18
96,97,Western Michigan,13,58,46,79.31,35,60.34,11,18.97
97,98,Connecticut,13,33,26,78.79,16,48.48,10,30.30
98,99,Georgia,13,42,33,78.57,18,42.86,15,35.71
99,100,UNLV,12,46,36,78.26,27,58.70,9,19.57
100,101,Wake Forest,12,32,25,78.13,15,46.88,10,31.25
101,102,Texas A&M,13,54,42,77.78,30,55.56,12,22.22
102,102,Boston College,12,27,21,77.78,17,62.96,4,14.81
103,104,Iowa State,12,40,31,77.50,23,57.50,8,20.00
104,105,Army,12,31,24,77.42,20,64.52,4,12.90
105,105,Hawai'i,13,31,24,77.42,20,64.52,4,12.90
106,105,Missouri,12,31,24,77.42,10,32.26,14,45.16
107,108,New Mexico,13,43,33,76.74,26,60.47,7,16.28
108,109,Louisiana-Monroe,13,30,23,76.67,15,50.00,8,26.67
109,110,Akron,13,47,36,76.60,24,51.06,12,25.53
110,111,Ohio,13,51,39,76.47,27,52.94,12,23.53
111,112,Texas State,12,46,35,76.09,28,60.87,7,15.22
112,113,UTSA,12,41,31,75.61,23,56.10,8,19.51
113,114,UCF,12,28,21,75.00,12,42.86,9,32.14
114,114,Kent State,12,20,15,75.00,11,55.00,4,20.00
115,116,Florida Atlantic,12,51,37,72.55,22,43.14,15,29.41
116,117,Illinois,12,40,29,72.50,20,50.00,9,22.50
117,118,Utah State,13,43,31,72.09,24,55.81,7,16.28
118,119,North Texas,12,28,20,71.43,13,46.43,7,25.00
119,120,Colorado,13,54,38,70.37,26,48.15,12,22.22
120,121,Fresno State,12,33,23,69.70,18,54.55,5,15.15
121,122,Massachusetts,12,42,29,69.05,22,52.38,7,16.67
122,123,Charlotte,12,37,25,67.57,14,37.84,11,29.73
123,124,Old Dominion,12,43,29,67.44,21,48.84,8,18.60
124,125,Florida,14,51,34,66.67,29,56.86,5,9.80
125,125,Kansas,12,30,20,66.67,16,53.33,4,13.33
126,127,Vanderbilt,12,33,21,63.64,15,45.45,6,18.18
127,128,Wyoming,12,39,24,61.54,22,56.41,2,5.13
