,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
80,81,South Florida,13,75,3126,41.68,5.8,240.5
81,82,Mississippi,13,75,3133,41.77,5.8,241.0
82,83,Wake Forest,12,75,3136,41.81,6.3,261.3
83,84,Syracuse,12,57,2385,41.84,4.8,198.8
84,85,Arkansas,13,52,2176,41.85,4.0,167.4
85,86,Kent State,12,77,3223,41.86,6.4,268.6
86,87,Arkansas State,13,86,3602,41.88,6.6,277.1
87,88,Notre Dame,13,73,3059,41.90,5.6,235.3
88,88,Houston,14,86,3603,41.90,6.1,257.4
89,90,Georgia Southern,13,58,2432,41.93,4.5,187.1
90,91,Utah,13,63,2643,41.95,4.8,203.3
91,92,San Diego State,14,89,3734,41.96,6.4,266.7
92,93,West Virginia,13,80,3358,41.98,6.2,258.3
93,94,Purdue,12,50,2100,42.00,4.2,175.0
94,95,Southern Mississippi,14,78,3277,42.01,5.6,234.1
95,96,USC,14,70,2945,42.07,5.0,210.4
96,97,Arizona,13,68,2862,42.09,5.2,220.2
97,98,Cincinnati,13,72,3031,42.10,5.5,233.2
98,99,Georgia State,13,60,2529,42.15,4.6,194.5
99,100,Minnesota,13,75,3162,42.16,5.8,243.2
100,101,Florida State,13,85,3586,42.19,6.5,275.8
101,102,Arizona State,13,85,3587,42.20,6.5,275.9
102,103,Maryland,12,64,2708,42.31,5.3,225.7
103,104,Stanford,14,66,2797,42.38,4.7,199.8
104,105,New Mexico,13,54,2292,42.44,4.2,176.3
105,106,North Carolina State,13,80,3403,42.54,6.2,261.8
106,106,Appalachian State,13,80,3403,42.54,6.2,261.8
107,108,Florida International,12,53,2258,42.60,4.4,188.2
108,109,Nevada,13,59,2517,42.66,4.5,193.6
109,110,New Mexico State,12,54,2306,42.70,4.5,192.2
110,111,UCLA,13,71,3034,42.73,5.5,233.4
111,112,Texas Tech,13,56,2394,42.75,4.3,184.2
112,113,Tennessee,13,90,3853,42.81,6.9,296.4
113,114,Oklahoma,13,91,3898,42.84,7.0,299.8
114,115,BYU,13,74,3177,42.93,5.7,244.4
115,116,Northwestern,13,91,3909,42.96,7.0,300.7
116,117,San Jose State,13,63,2711,43.03,4.8,208.5
117,118,East Carolina,12,67,2884,43.04,5.6,240.3
118,119,Tulsa,13,56,2419,43.20,4.3,186.1
119,120,Florida Atlantic,12,59,2562,43.42,4.9,213.5
120,121,LSU,12,64,2826,44.16,5.3,235.5
121,122,Virginia,12,46,2033,44.20,3.8,169.4
122,123,Western Michigan,13,62,2741,44.21,4.8,210.8
123,124,Oregon State,12,45,1991,44.24,3.8,165.9
124,125,Florida,14,89,3940,44.27,6.4,281.4
125,126,Air Force,14,79,3526,44.63,5.6,251.9
126,127,Wyoming,12,48,2146,44.71,4.0,178.8
127,128,UTEP,12,56,2570,45.89,4.7,214.2
