,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
40,41,Northern Illinois,14,643,2662,4.14,31,45.93,190.14
41,42,Northwestern,13,600,2451,4.09,16,46.15,188.54
42,43,Texas State,12,470,2248,4.78,24,39.17,187.33
43,44,Pittsburgh,13,509,2429,4.77,19,39.15,186.85
44,45,Mississippi,13,463,2380,5.14,29,35.62,183.08
45,46,Utah,13,571,2379,4.17,24,43.92,183.00
46,47,San Jose State,13,531,2378,4.48,24,40.85,182.92
47,48,Iowa State,12,498,2184,4.39,18,41.50,182.00
48,49,Iowa,14,568,2544,4.48,35,40.57,181.71
49,50,Ohio,13,547,2351,4.30,22,42.08,180.85
50,51,New Mexico State,12,443,2166,4.89,16,36.92,180.50
51,52,Nebraska,13,496,2340,4.72,24,38.15,180.00
52,52,Bowling Green,14,542,2520,4.65,34,38.71,180.00
53,54,Southern Mississippi,14,502,2517,5.01,31,35.86,179.79
54,55,Memphis,13,563,2331,4.14,29,43.31,179.31
55,56,Arizona State,13,537,2325,4.33,19,41.31,178.85
56,57,Cincinnati,13,512,2313,4.52,25,39.38,177.92
57,58,UCLA,13,459,2309,5.03,26,35.31,177.62
58,59,Rice,12,533,2131,4.00,21,44.42,177.58
59,60,Oregon State,12,446,2128,4.77,15,37.17,177.33
60,61,Tulsa,13,591,2264,3.83,33,45.46,174.15
61,62,Wyoming,12,478,2081,4.35,12,39.83,173.42
62,63,Louisiana-Lafayette,12,450,2063,4.58,25,37.50,171.92
63,64,Louisville,13,491,2223,4.53,23,37.77,171.00
64,65,Rutgers,12,469,2039,4.35,17,39.08,169.92
65,66,Texas A&M,13,505,2198,4.35,13,38.85,169.08
66,67,Marshall,13,496,2196,4.43,19,38.15,168.92
67,68,UTSA,12,510,2026,3.97,16,42.50,168.83
68,69,Florida State,13,425,2187,5.15,27,32.69,168.23
69,70,USC,14,527,2355,4.47,26,37.64,168.21
70,71,Utah State,13,481,2146,4.46,22,37.00,165.08
71,72,Florida Atlantic,12,497,1977,3.98,15,41.42,164.75
72,73,Boston College,12,503,1976,3.93,17,41.92,164.67
73,74,SMU,12,503,1974,3.92,23,41.92,164.50
74,75,Akron,13,535,2134,3.99,20,41.15,164.15
75,76,Washington,13,477,2130,4.47,27,36.69,163.85
76,77,Syracuse,12,445,1958,4.40,15,37.08,163.17
77,78,Charlotte,12,562,1957,3.48,9,46.83,163.08
78,79,Kentucky,12,419,1952,4.66,22,34.92,162.67
79,80,South Alabama,12,481,1928,4.01,18,40.08,160.67
80,81,Louisiana Tech,13,431,2075,4.81,27,33.15,159.62
81,82,Virginia Tech,13,545,2070,3.80,19,41.92,159.23
82,83,North Texas,12,436,1904,4.37,7,36.33,158.67
83,84,Michigan,13,491,2057,4.19,27,37.77,158.23
84,85,Eastern Michigan,12,421,1894,4.50,20,35.08,157.83
85,86,Kansas State,13,531,2050,3.86,29,40.85,157.69
86,87,Colorado,13,542,2031,3.75,23,41.69,156.23
87,88,South Carolina,12,423,1856,4.39,11,35.25,154.67
88,88,Vanderbilt,12,495,1856,3.75,9,41.25,154.67
89,90,Western Kentucky,14,465,2158,4.64,30,33.21,154.14
90,91,Ball State,12,437,1840,4.21,15,36.42,153.33
91,92,California,13,439,1987,4.53,16,33.77,152.85
92,93,Old Dominion,12,401,1821,4.54,16,33.42,151.75
93,94,Michigan State,14,552,2118,3.84,24,39.43,151.29
94,95,Wisconsin,13,512,1954,3.82,27,39.38,150.31
95,96,Temple,14,517,2096,4.05,25,36.93,149.71
96,97,UTEP,12,447,1768,3.96,8,37.25,147.33
97,98,Idaho,12,458,1766,3.86,23,38.17,147.17
98,99,Middle Tennessee,13,503,1894,3.77,23,38.69,145.69
99,100,Virginia,12,424,1737,4.10,13,35.33,144.75
100,101,Mississippi State,13,427,1873,4.39,21,32.85,144.08
101,101,Minnesota,13,446,1873,4.20,17,34.31,144.08
102,103,Massachusetts,12,392,1707,4.35,15,32.67,142.25
103,104,Buffalo,12,425,1643,3.87,17,35.42,136.92
104,105,Fresno State,12,423,1642,3.88,14,35.25,136.83
105,106,Penn State,13,425,1744,4.10,15,32.69,134.15
106,107,East Carolina,12,404,1600,3.96,19,33.67,133.33
107,108,Kent State,12,447,1593,3.56,6,37.25,132.75
108,109,Purdue,12,417,1576,3.78,22,34.75,131.33
109,110,Miami (Ohio),12,428,1556,3.64,7,35.67,129.67
110,111,Illinois,12,388,1551,4.00,13,32.33,129.25
111,112,BYU,13,413,1668,4.04,28,31.77,128.31
112,113,Florida,14,510,1777,3.48,19,36.43,126.93
113,114,Oklahoma State,13,460,1649,3.58,25,35.38,126.85
114,115,Connecticut,13,477,1622,3.40,14,36.69,124.77
115,116,Hawai'i,13,425,1611,3.79,15,32.69,123.92
116,117,Miami (Florida),13,424,1559,3.68,20,32.62,119.92
117,118,Troy,12,381,1429,3.75,14,31.75,119.08
118,119,Tulane,12,397,1389,3.50,11,33.08,115.75
119,120,Missouri,12,397,1385,3.49,5,33.08,115.42
120,121,Kansas,12,445,1355,3.04,10,37.08,112.92
121,122,Florida International,12,385,1319,3.43,15,32.08,109.92
122,123,Wake Forest,12,417,1262,3.03,12,34.75,105.17
123,124,Louisiana-Monroe,13,425,1338,3.15,7,32.69,102.92
124,125,Central Michigan,13,420,1317,3.14,16,32.31,101.31
125,126,Georgia State,13,407,1260,3.10,15,31.31,96.92
126,127,UCF,12,356,975,2.74,4,29.67,81.25
127,128,Washington State,13,294,1046,3.56,8,22.62,80.46
