,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
77,78,Duke,13,40,34,85.00,26,65.00,8,20.00
78,79,UTEP,12,41,35,85.37,23,56.10,12,29.27
79,79,Michigan State,14,41,35,85.37,26,63.41,9,21.95
80,81,San Jose State,13,42,36,85.71,28,66.67,8,19.05
81,81,Arkansas State,13,42,36,85.71,29,69.05,7,16.67
82,81,Cincinnati,13,56,48,85.71,34,60.71,14,25.00
83,84,Oregon State,12,64,55,85.94,44,68.75,11,17.19
84,84,Texas Tech,13,64,55,85.94,50,78.13,5,7.81
85,86,Iowa State,12,43,37,86.05,29,67.44,8,18.60
86,87,LSU,12,36,31,86.11,25,69.44,6,16.67
87,88,Tulsa,13,66,57,86.36,42,63.64,15,22.73
88,89,South Florida,13,37,32,86.49,18,48.65,14,37.84
89,90,North Carolina State,13,30,26,86.67,17,56.67,9,30.00
90,91,Arkansas,13,53,46,86.79,33,62.26,13,24.53
91,91,Texas State,12,53,46,86.79,37,69.81,9,16.98
92,93,Colorado,13,46,40,86.96,26,56.52,14,30.43
93,94,Hawai'i,13,62,54,87.10,41,66.13,13,20.97
94,95,Illinois,12,39,34,87.18,23,58.97,11,28.21
95,96,Stanford,14,47,41,87.23,21,44.68,20,42.55
96,97,North Texas,12,63,55,87.30,46,73.02,9,14.29
97,98,Virginia Tech,13,40,35,87.50,24,60.00,11,27.50
98,98,Louisiana Tech,13,48,42,87.50,28,58.33,14,29.17
99,100,Ohio,13,41,36,87.80,24,58.54,12,29.27
100,101,Colorado State,13,42,37,88.10,21,50.00,16,38.10
101,101,Rice,12,42,37,88.10,30,71.43,7,16.67
102,103,West Virginia,13,43,38,88.37,21,48.84,17,39.53
103,103,Utah State,13,43,38,88.37,30,69.77,8,18.60
104,105,USC,14,53,47,88.68,32,60.38,15,28.30
105,106,Minnesota,13,45,40,88.89,30,66.67,10,22.22
106,107,Massachusetts,12,55,49,89.09,31,56.36,18,32.73
107,108,Wyoming,12,47,42,89.36,35,74.47,7,14.89
108,109,Arizona State,13,48,43,89.58,29,60.42,14,29.17
109,110,Buffalo,12,39,35,89.74,29,74.36,6,15.38
110,111,Miami (Florida),13,50,45,90.00,29,58.00,16,32.00
111,112,Syracuse,12,51,46,90.20,32,62.75,14,27.45
112,113,Baylor,13,42,38,90.48,30,71.43,8,19.05
113,114,UCF,12,53,48,90.57,38,71.70,10,18.87
114,115,Idaho,12,64,58,90.63,48,75.00,10,15.63
115,116,Maryland,12,54,49,90.74,39,72.22,10,18.52
116,117,Oregon,13,66,60,90.91,46,69.70,14,21.21
117,118,Georgia Southern,13,34,31,91.18,22,64.71,9,26.47
118,119,UNLV,12,46,42,91.30,35,76.09,7,15.22
119,120,Houston,14,35,32,91.43,25,71.43,7,20.00
120,120,Penn State,13,35,32,91.43,26,74.29,6,17.14
121,122,Texas,12,51,47,92.16,35,68.63,12,23.53
122,123,California,13,52,48,92.31,32,61.54,16,30.77
123,124,SMU,12,55,51,92.73,43,78.18,8,14.55
124,125,Army,12,43,40,93.02,27,62.79,13,30.23
125,126,Arizona,13,58,54,93.10,42,72.41,12,20.69
126,127,South Alabama,12,51,49,96.08,40,78.43,9,17.65
127,128,Pittsburgh,13,38,37,97.37,21,55.26,16,42.11
