,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
45,46,Toledo,12,1370,3132,888,4502,5.07,375.2
46,47,Army,12,1982,2525,742,4507,6.07,375.6
47,48,Louisiana Tech,13,1551,3335,924,4886,5.29,375.8
48,49,Ohio,13,2187,2723,861,4910,5.70,377.7
49,50,Southern Mississippi,14,2126,3187,998,5313,5.32,379.5
50,51,Texas A&M,13,2778,2162,912,4940,5.42,380.0
51,52,South Florida,13,1838,3108,944,4946,5.24,380.5
52,53,Houston,14,1524,3846,980,5370,5.48,383.6
53,54,Mississippi,13,1652,3364,1030,5016,4.87,385.8
54,55,Colorado State,13,2773,2309,877,5082,5.79,390.9
55,56,Mississippi State,13,2270,2815,955,5085,5.32,391.2
56,57,Troy,12,2295,2400,895,4695,5.25,391.3
57,58,Arkansas,13,1514,3577,839,5091,6.07,391.6
58,59,Kentucky,12,2353,2377,853,4730,5.55,394.2
59,60,Duke,13,1999,3132,956,5131,5.37,394.7
60,61,Baylor,13,2120,3035,994,5155,5.19,396.5
61,61,West Virginia,13,2063,3091,969,5154,5.32,396.5
62,63,TCU,13,2374,2805,1004,5179,5.16,398.4
63,64,Nebraska,13,1428,3777,885,5205,5.88,400.4
64,65,USC,14,2090,3521,984,5611,5.70,400.8
65,66,East Carolina,12,2094,2717,894,4811,5.38,400.9
66,67,UCLA,13,2580,2642,1044,5222,5.00,401.7
67,68,Miami (Ohio),12,2027,2828,863,4855,5.63,404.6
68,69,Miami (Florida),13,2613,2650,911,5263,5.78,404.8
69,70,Florida Atlantic,12,2021,2840,877,4861,5.54,405.1
70,71,Auburn,13,2373,2894,981,5267,5.37,405.2
71,71,Western Kentucky,14,2318,3355,997,5673,5.69,405.2
72,73,Nevada,13,2488,2782,920,5270,5.73,405.4
73,74,Georgia State,13,2354,2919,995,5273,5.30,405.6
74,74,Middle Tennessee,13,1978,3295,966,5273,5.46,405.6
75,76,Florida International,12,2221,2652,854,4873,5.71,406.1
76,77,Memphis,13,1904,3383,959,5287,5.51,406.7
77,78,Cincinnati,13,2497,2815,917,5312,5.79,408.6
78,79,Virginia,12,1880,3058,793,4938,6.23,411.5
79,80,Tulane,12,2146,2801,851,4947,5.81,412.3
80,81,Buffalo,12,2233,2728,876,4961,5.66,413.4
81,82,Western Michigan,13,2354,3024,852,5378,6.31,413.7
82,83,South Alabama,12,2652,2340,830,4992,6.01,416.0
83,84,Washington State,13,2519,2899,938,5418,5.78,416.8
84,85,Colorado,13,2583,2837,948,5420,5.72,416.9
85,86,Bowling Green,14,2553,3296,1084,5849,5.40,417.8
86,87,Northern Illinois,14,2446,3411,1130,5857,5.18,418.4
87,88,Charlotte,12,2287,2741,907,5028,5.54,419.0
88,89,Arkansas State,13,1969,3481,947,5450,5.76,419.2
89,90,Louisiana-Lafayette,12,2205,2845,848,5050,5.96,420.8
90,91,Maryland,12,1953,3101,906,5054,5.58,421.2
91,92,Wyoming,12,2702,2363,791,5065,6.40,422.1
92,93,Louisiana-Monroe,13,2704,2792,979,5496,5.61,422.8
93,94,UTEP,12,1953,3180,753,5133,6.82,427.8
94,95,South Carolina,12,2609,2549,856,5158,6.03,429.8
95,96,North Carolina,14,3463,2640,1110,6103,5.50,435.9
96,97,New Mexico,13,2505,3181,931,5686,6.11,437.4
97,98,Old Dominion,12,2447,2807,925,5254,5.68,437.8
98,99,Syracuse,12,2182,3080,847,5262,6.21,438.5
99,100,Oklahoma State,13,2430,3278,1004,5708,5.69,439.1
100,101,UTSA,12,2027,3302,893,5329,5.97,444.1
101,102,Fresno State,12,2816,2538,894,5354,5.99,446.2
102,103,Rice,12,2283,3086,753,5369,7.13,447.4
103,104,Massachusetts,12,2315,3059,947,5374,5.67,447.8
104,105,Hawai'i,13,3122,2716,1051,5838,5.55,449.1
105,106,Kansas State,13,2167,3711,942,5878,6.24,452.2
106,107,Texas,12,2630,2801,965,5431,5.63,452.6
107,108,Iowa State,12,2239,3202,883,5441,6.16,453.4
108,109,California,13,2727,3171,967,5898,6.10,453.7
109,110,UNLV,12,2610,2877,881,5487,6.23,457.3
110,111,Purdue,12,2579,2921,897,5500,6.13,458.3
111,112,Rutgers,12,2233,3311,809,5544,6.85,462.0
112,113,Arizona State,13,1637,4392,966,6029,6.24,463.8
113,114,UCF,12,2390,3179,851,5569,6.54,464.1
114,115,Arizona,13,2595,3487,1024,6082,5.94,467.8
115,116,Oregon State,12,2706,3072,897,5778,6.44,481.5
116,117,Oregon,13,2324,3985,1046,6309,6.03,485.3
117,118,Idaho,12,3279,2573,839,5852,6.97,487.7
118,119,SMU,12,3134,2892,853,6026,7.06,502.2
119,120,North Texas,12,2879,3152,904,6031,6.67,502.6
120,121,Indiana,13,2544,4079,1038,6623,6.38,509.5
121,122,Ball State,12,2706,3510,920,6216,6.76,518.0
122,123,Eastern Michigan,12,3799,2433,888,6232,7.02,519.3
123,124,Texas State,12,3096,3166,893,6262,7.01,521.8
124,125,New Mexico State,12,2907,3360,923,6267,6.79,522.3
125,126,Tulsa,13,3116,3860,1059,6976,6.59,536.6
126,127,Texas Tech,13,3646,3474,1031,7120,6.91,547.7
127,128,Kansas,12,3206,3524,967,6730,6.96,560.8
