,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
57,57,Pittsburgh,13,38,25,36,0,0,339,26.1
58,59,Virginia Tech,13,42,16,38,2,0,342,26.3
59,60,Middle Tennessee,13,44,12,42,1,1,346,26.6
60,61,Utah State,13,45,12,39,1,0,347,26.7
61,62,Louisiana Tech,13,42,18,35,3,1,349,26.8
62,62,Nevada,13,42,19,38,1,0,349,26.8
63,64,Colorado State,13,42,21,39,0,0,354,27.2
64,64,TCU,13,45,13,45,0,0,354,27.2
65,64,San Jose State,13,46,11,41,0,2,354,27.2
66,67,Memphis,13,46,12,43,0,0,355,27.3
67,68,Kentucky,12,41,14,37,2,0,329,27.4
68,68,Arkansas,13,44,16,40,2,0,356,27.4
69,70,South Carolina,12,42,12,40,1,0,330,27.5
70,70,Colorado,13,44,16,43,1,0,357,27.5
71,72,Buffalo,12,43,9,42,0,2,331,27.6
72,72,Northern Illinois,14,45,25,40,0,1,387,27.6
73,74,Washington State,13,45,15,37,4,0,360,27.7
74,75,Army,12,40,18,34,2,1,334,27.8
75,75,Nebraska,13,45,16,40,2,0,362,27.8
76,77,Miami (Florida),13,43,20,36,4,2,366,28.2
77,78,Troy,12,43,12,43,0,1,339,28.3
78,78,Georgia State,13,44,22,38,0,0,368,28.3
79,78,Western Michigan,13,49,9,43,0,2,368,28.3
80,78,Baylor,13,49,9,47,0,0,368,28.3
81,82,New Mexico,13,45,18,43,1,0,369,28.4
82,83,Florida Atlantic,12,44,12,41,0,2,345,28.8
83,84,Bowling Green,14,50,18,49,1,0,405,28.9
84,85,Florida International,12,47,10,44,0,1,358,29.8
85,86,Arkansas State,13,52,11,48,0,0,393,30.2
86,87,Texas,12,46,14,44,0,1,364,30.3
87,88,Oklahoma State,13,51,13,45,2,1,396,30.5
88,89,California,13,48,21,44,2,0,399,30.7
89,90,Syracuse,12,46,17,45,0,0,372,31.0
90,91,Cincinnati,13,51,16,47,1,1,405,31.2
91,92,Massachusetts,12,45,20,43,1,1,377,31.4
92,93,Kansas State,13,52,16,47,1,0,409,31.5
93,94,Louisiana-Lafayette,12,49,13,45,1,1,382,31.8
94,95,Miami (Ohio),12,48,17,45,0,0,384,32.0
95,96,Virginia,12,45,22,42,1,3,386,32.2
96,97,Iowa State,12,51,12,50,0,0,392,32.7
97,98,UTEP,12,51,13,48,0,1,395,32.9
98,99,Arizona State,13,55,18,49,1,0,435,33.5
99,100,UNLV,12,53,11,49,2,0,404,33.7
100,101,UTSA,12,50,18,47,1,1,405,33.8
101,102,Wyoming,12,53,13,51,0,0,408,34.0
102,103,Maryland,12,53,14,51,1,0,413,34.4
103,104,Rutgers,12,55,12,51,1,0,419,34.9
104,105,Hawai'i,13,59,17,58,0,0,463,35.6
105,106,Old Dominion,12,54,18,51,0,0,429,35.8
106,106,Ball State,12,56,14,52,0,0,430,35.8
107,106,Rice,12,59,7,55,0,0,430,35.8
108,106,Arizona,13,60,16,57,0,0,465,35.8
109,110,Charlotte,12,55,18,49,1,0,435,36.3
110,110,Tulane,12,57,10,57,0,3,435,36.3
111,112,Purdue,12,57,14,52,1,0,438,36.5
112,112,Louisiana-Monroe,13,61,16,57,1,1,475,36.5
113,114,Oregon State,12,57,15,55,1,0,444,37.0
114,115,South Alabama,12,58,14,51,2,1,447,37.3
115,116,Oregon,13,62,18,58,2,0,488,37.5
116,117,Indiana,13,65,13,54,3,0,489,37.6
117,118,UCF,12,57,17,51,2,2,452,37.7
118,119,Fresno State,12,63,6,57,1,1,457,38.1
119,120,Texas State,12,62,12,60,1,0,470,39.2
120,121,Tulsa,13,66,18,66,0,1,518,39.8
121,122,North Texas,12,66,12,63,0,0,495,41.3
122,123,Idaho,12,66,14,65,0,1,505,42.1
123,123,Eastern Michigan,12,68,8,65,3,1,505,42.1
124,125,Texas Tech,13,77,9,74,1,1,567,43.6
125,126,New Mexico State,12,71,13,67,2,2,540,45.0
126,127,SMU,12,75,8,72,1,0,548,45.7
127,128,Kansas,12,72,16,69,1,1,553,46.1
