,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
117,118,Georgia Tech,12,47,1793,38.15,3.9,149.4
118,119,Northwestern,13,86,3268,38.00,6.6,251.4
119,120,Connecticut,13,76,2866,37.71,5.8,220.5
120,121,Kansas,12,87,3280,37.70,7.3,273.3
121,122,Oregon,13,54,2035,37.69,4.2,156.5
122,123,Charlotte,12,77,2895,37.60,6.4,241.3
123,124,Middle Tennessee,13,65,2443,37.58,5.0,187.9
124,125,Maryland,12,70,2606,37.23,5.8,217.2
125,126,Northern Illinois,14,79,2939,37.20,5.6,209.9
126,127,Tulane,12,82,2974,36.27,6.8,247.8
127,128,Louisiana-Monroe,13,90,3192,35.47,6.9,245.5
