,Rank,Name,G,TFL,TFL Yards,TFL/G
83,83,Virginia Tech,13,82.0,382,6.31
84,85,UNLV,12,83.0,271,6.92
85,85,Notre Dame,13,83.0,298,6.39
86,85,South Alabama,12,83.0,321,6.92
87,85,Central Michigan,13,83.0,324,6.39
88,89,Texas,12,84.0,319,7.00
89,89,Maryland,12,84.0,325,7.00
90,89,Kentucky,12,84.0,329,7.00
91,89,Kansas,12,84.0,394,7.00
92,93,Syracuse,12,85.0,297,7.08
93,93,Eastern Michigan,12,85.0,306,7.08
94,95,Kansas State,13,86.0,330,6.62
95,95,Oklahoma State,13,86.0,338,6.62
96,97,Utah,13,87.0,304,6.69
97,97,East Carolina,12,87.0,319,7.25
98,97,Oregon,13,87.0,389,6.69
99,100,Missouri,12,88.0,303,7.33
100,100,West Virginia,13,88.0,331,6.77
101,100,Colorado,13,88.0,423,6.77
102,103,Oklahoma,13,89.0,322,6.85
103,103,Miami (Ohio),12,89.0,323,7.42
104,103,Arkansas State,13,89.0,361,6.85
105,103,Wake Forest,12,89.0,403,7.42
106,107,Louisiana-Monroe,13,90.0,325,6.92
107,107,Northwestern,13,90.0,328,6.92
108,109,Northern Illinois,14,91.0,320,6.50
109,109,UTSA,12,91.0,391,7.58
110,111,Tennessee,13,92.0,345,7.08
111,112,Boise State,13,93.0,338,7.15
112,113,Connecticut,13,94.0,316,7.23
113,113,New Mexico State,12,94.0,346,7.83
114,113,Penn State,13,94.0,367,7.23
115,113,San Jose State,13,94.0,381,7.23
116,117,Kent State,12,95.0,300,7.92
117,118,Temple,14,96.0,299,6.86
118,118,Arizona State,13,96.0,356,7.39
119,118,SMU,12,96.0,459,8.00
120,121,Louisville,13,97.0,430,7.46
121,122,North Carolina State,13,98.0,365,7.54
122,122,USC,14,98.0,406,7.00
123,122,Florida,14,98.0,410,7.00
124,125,Alabama,15,101.0,370,6.73
125,126,Charlotte,12,102.0,415,8.50
126,127,Boston College,12,103.0,391,8.58
127,128,Fresno State,12,105.0,353,8.75
