,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
33,33,Georgia State,13,65,4079,62.75,35,53.85,0,2
34,33,North Texas,12,40,2510,62.75,15,37.50,0,1
35,36,Air Force,14,86,5392,62.70,49,56.98,3,2
36,37,Boise State,13,95,5955,62.68,56,58.95,3,2
37,38,Houston,14,100,6265,62.65,30,30.00,2,0
38,39,Texas A&M,13,75,4696,62.61,34,45.33,1,0
39,40,Marshall,13,76,4757,62.59,45,59.21,4,1
40,40,Colorado State,13,75,4694,62.59,27,36.00,4,0
41,42,BYU,13,81,5069,62.58,34,41.98,3,1
42,43,TCU,13,94,5868,62.43,56,59.57,1,3
43,44,Wyoming,12,43,2683,62.40,16,37.21,3,3
44,45,Georgia,13,70,4367,62.39,23,32.86,1,1
45,46,Arkansas State,13,94,5862,62.36,38,40.43,3,1
46,47,Louisville,13,75,4676,62.35,29,38.67,0,1
47,48,Wake Forest,12,44,2740,62.27,20,45.45,2,3
48,49,Western Michigan,13,91,5661,62.21,37,40.66,0,0
49,50,Appalachian State,13,85,5279,62.11,43,50.59,1,1
50,51,UCF,12,41,2540,61.95,11,26.83,2,4
51,52,Syracuse,12,60,3716,61.93,22,36.67,1,3
52,53,Tennessee,13,89,5510,61.91,37,41.57,5,0
53,54,Washington,13,79,4890,61.90,28,35.44,0,0
54,55,Colorado,13,66,4085,61.89,18,27.27,0,1
55,56,Georgia Southern,13,89,5507,61.88,53,59.55,0,0
56,56,Troy,12,64,3960,61.88,36,56.25,0,4
57,58,Idaho,12,73,4516,61.86,41,56.16,5,2
58,59,East Carolina,12,66,4079,61.80,32,48.48,3,0
59,60,Fresno State,12,54,3336,61.78,25,46.30,1,1
60,61,Eastern Michigan,12,60,3703,61.72,31,51.67,2,2
61,62,New Mexico State,12,67,4134,61.70,33,49.25,7,1
62,63,UNLV,12,65,4008,61.66,23,35.38,2,2
63,64,West Virginia,13,84,5179,61.65,21,25.00,3,1
64,65,USC,14,87,5360,61.61,11,12.64,4,1
65,65,Notre Dame,13,84,5175,61.61,21,25.00,5,1
66,67,Charlotte,12,49,3016,61.55,13,26.53,0,0
67,68,Stanford,14,96,5900,61.46,18,18.75,6,1
68,69,Michigan,13,78,4791,61.42,34,43.59,2,0
69,70,Nevada,13,67,4114,61.40,28,41.79,2,3
70,71,Mississippi State,13,85,5216,61.36,35,41.18,2,1
71,72,Miami (Florida),13,77,4715,61.23,31,40.26,5,0
72,73,Army,12,52,3181,61.17,22,42.31,1,2
73,74,North Carolina State,13,74,4521,61.09,39,52.70,4,5
74,75,Kansas,12,43,2620,60.93,20,46.51,3,0
75,76,Penn State,13,66,4020,60.91,25,37.88,6,1
76,77,Navy,13,87,5298,60.90,20,22.99,2,1
77,78,Ohio State,13,85,5163,60.74,27,31.76,7,0
78,79,Kentucky,12,62,3763,60.69,16,25.81,0,0
79,80,Arizona,13,89,5396,60.63,33,37.08,4,2
80,81,Central Michigan,13,67,4060,60.60,23,34.33,4,2
81,82,Miami (Ohio),12,45,2726,60.58,5,11.11,2,2
82,83,Clemson,15,112,6781,60.54,38,33.93,1,1
83,84,Nebraska,13,80,4838,60.48,32,40.00,0,4
84,85,Purdue,12,54,3261,60.39,17,31.48,2,3
85,86,Middle Tennessee,13,79,4770,60.38,19,24.05,2,1
86,87,Maryland,12,57,3440,60.35,16,28.07,2,4
87,88,Iowa State,12,59,3560,60.34,10,16.95,2,2
88,89,Kent State,12,37,2231,60.30,8,21.62,1,0
89,90,Oklahoma State,13,94,5651,60.12,22,23.40,2,1
90,91,Baylor,13,106,6362,60.02,39,36.79,3,0
91,92,Massachusetts,12,55,3300,60.00,17,30.91,5,0
92,93,Temple,14,86,5152,59.91,19,22.09,3,2
93,94,Utah,13,83,4971,59.89,20,24.10,3,0
94,95,Illinois,12,60,3590,59.83,21,35.00,3,0
95,96,Bowling Green,14,104,6216,59.77,44,42.31,4,0
96,97,Florida International,12,62,3702,59.71,19,30.65,0,1
97,98,Michigan State,14,78,4654,59.67,23,29.49,3,0
98,99,Boston College,12,44,2623,59.61,9,20.45,3,1
99,100,Tulsa,13,86,5114,59.47,16,18.60,1,5
100,101,Louisiana Tech,13,90,5347,59.41,22,24.44,6,2
101,102,Buffalo,12,67,3965,59.18,25,37.31,1,0
102,103,San Jose State,13,69,4083,59.17,27,39.13,4,3
103,104,Arkansas,13,77,4549,59.08,11,14.29,2,1
104,105,Northwestern,13,59,3479,58.97,20,33.90,1,0
105,106,Duke,13,77,4535,58.90,23,29.87,1,2
106,107,Minnesota,13,59,3471,58.83,27,45.76,7,3
107,107,Connecticut,13,53,3118,58.83,17,32.08,0,3
108,109,Southern Mississippi,14,97,5702,58.78,16,16.49,3,5
109,110,Ball State,12,58,3402,58.66,14,24.14,4,1
110,111,Rutgers,12,62,3612,58.26,11,17.74,6,0
111,112,Kansas State,13,75,4365,58.20,15,20.00,1,2
112,113,LSU,12,75,4353,58.04,12,16.00,4,0
113,114,Vanderbilt,12,45,2608,57.96,10,22.22,2,1
114,115,Wisconsin,13,71,4112,57.92,13,18.31,3,0
115,116,Toledo,12,81,4642,57.31,6,7.41,4,0
116,117,Ohio,13,73,4183,57.30,9,12.33,1,0
117,118,South Alabama,12,63,3594,57.05,8,12.70,3,0
118,119,Northern Illinois,14,83,4732,57.01,16,19.28,8,2
119,120,Western Kentucky,14,108,6149,56.94,10,9.26,2,1
120,121,Louisiana-Monroe,13,57,3234,56.74,6,10.53,1,1
121,122,Louisiana-Lafayette,12,63,3573,56.71,7,11.11,1,2
122,123,Washington State,13,79,4462,56.48,21,26.58,0,0
123,124,Akron,13,66,3727,56.47,16,24.24,3,0
124,125,South Florida,13,81,4525,55.86,7,8.64,4,0
125,126,Oregon State,12,48,2677,55.77,7,14.58,1,3
126,127,California,13,92,5123,55.68,15,16.30,6,1
127,128,Old Dominion,12,53,2937,55.42,1,1.89,2,6
