,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
103,104,UTSA,12,35,10,29,0,1,271,22.6
104,105,Minnesota,13,34,17,31,3,0,292,22.5
105,105,Florida Atlantic,12,31,18,28,0,1,270,22.5
106,107,Fresno State,12,35,8,31,1,0,267,22.3
107,108,Massachusetts,12,34,10,32,0,0,266,22.2
108,109,Army,12,35,6,31,3,0,265,22.1
109,110,South Carolina,12,29,20,25,1,1,263,21.9
110,111,Louisiana-Monroe,13,35,9,34,0,1,273,21.0
111,112,UTEP,12,29,15,23,0,3,248,20.7
112,113,Tulane,12,30,9,29,0,0,236,19.7
113,114,Northwestern,13,29,18,26,0,0,254,19.5
114,115,Wyoming,12,32,2,28,1,0,228,19.0
115,115,Oregon State,12,28,11,23,2,0,228,19.0
116,117,Miami (Ohio),12,27,9,24,0,1,215,17.9
117,118,Hawai'i,13,29,8,27,1,1,229,17.6
118,119,Charlotte,12,24,14,24,0,0,210,17.5
119,120,Wake Forest,12,25,11,24,0,1,209,17.4
120,121,Connecticut,13,25,16,21,1,1,223,17.2
121,121,Boston College,12,27,6,24,1,0,206,17.2
122,123,Kansas,12,24,6,21,0,0,183,15.3
123,124,North Texas,12,22,9,21,1,0,182,15.2
124,124,Vanderbilt,12,21,12,18,1,0,182,15.2
125,126,UCF,12,18,13,18,0,1,167,13.9
126,127,Missouri,12,16,16,15,1,1,163,13.6
127,128,Kent State,12,19,7,14,2,2,157,13.1
