,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
57,58,Army,12,436,1982,4.55,26,36.33,165.17
58,59,Western Kentucky,14,525,2318,4.42,17,37.50,165.57
59,60,Connecticut,13,486,2155,4.43,13,37.38,165.77
60,61,Minnesota,13,523,2163,4.14,23,40.23,166.38
61,62,Illinois,12,468,1997,4.27,16,39.00,166.42
62,63,Kansas State,13,491,2167,4.41,25,37.77,166.69
63,64,Marshall,13,547,2185,3.99,12,42.08,168.08
64,65,Ohio,13,438,2187,4.99,21,33.69,168.23
65,66,Florida Atlantic,12,504,2021,4.01,17,42.00,168.42
66,67,Miami (Ohio),12,488,2027,4.15,27,40.67,168.92
67,67,UTSA,12,483,2027,4.20,21,40.25,168.92
68,69,East Carolina,12,518,2094,4.04,21,43.17,174.50
69,70,Mississippi State,13,531,2270,4.27,16,40.85,174.62
70,71,Northern Illinois,14,612,2446,4.00,17,43.71,174.71
71,72,Notre Dame,13,497,2286,4.60,21,38.23,175.85
72,73,Oregon,13,491,2324,4.73,24,37.77,178.77
73,74,Tulane,12,518,2146,4.14,29,43.17,178.83
74,75,Virginia Tech,13,514,2349,4.57,22,39.54,180.69
75,76,Georgia State,13,542,2354,4.34,18,41.69,181.08
76,76,Western Michigan,13,448,2354,5.25,24,34.46,181.08
77,78,Syracuse,12,459,2182,4.75,24,38.25,181.83
78,79,Bowling Green,14,592,2553,4.31,28,42.29,182.36
79,80,Auburn,13,523,2373,4.54,24,40.23,182.54
80,81,TCU,13,562,2374,4.22,27,43.23,182.62
81,82,Louisiana-Lafayette,12,487,2205,4.53,17,40.58,183.75
82,83,Florida International,12,482,2221,4.61,25,40.17,185.08
83,84,Buffalo,12,491,2233,4.55,23,40.92,186.08
84,84,Rutgers,12,442,2233,5.05,33,36.83,186.08
85,86,Iowa State,12,479,2239,4.67,21,39.92,186.58
86,87,Oklahoma State,13,571,2430,4.26,26,43.92,186.92
87,88,Rice,12,444,2283,5.14,21,37.00,190.25
88,89,Charlotte,12,500,2287,4.57,23,41.67,190.58
89,90,Troy,12,561,2295,4.09,20,46.75,191.25
90,91,Nevada,13,512,2488,4.86,20,39.38,191.38
91,92,Cincinnati,13,508,2497,4.92,21,39.08,192.08
92,93,New Mexico,13,552,2505,4.54,22,42.46,192.69
93,94,Massachusetts,12,530,2315,4.37,22,44.17,192.92
94,95,Washington State,13,511,2519,4.93,24,39.31,193.77
95,96,Indiana,13,487,2544,5.22,30,37.46,195.69
96,97,Kentucky,12,510,2353,4.61,24,42.50,196.08
97,98,UCLA,13,587,2580,4.40,17,45.15,198.46
98,99,Colorado,13,513,2583,5.04,19,39.46,198.69
99,100,UCF,12,495,2390,4.83,24,41.25,199.17
100,101,Arizona,13,581,2595,4.47,30,44.69,199.62
101,102,San Jose State,13,513,2610,5.09,29,39.46,200.77
102,103,Miami (Florida),13,497,2613,5.26,25,38.23,201.00
103,104,Old Dominion,12,522,2447,4.69,30,43.50,203.92
104,105,Louisiana-Monroe,13,638,2704,4.24,27,49.08,208.00
105,106,California,13,565,2727,4.83,24,43.46,209.77
106,107,Colorado State,13,553,2773,5.01,27,42.54,213.31
107,108,Texas A&M,13,555,2778,5.01,19,42.69,213.69
108,109,Purdue,12,504,2579,5.12,28,42.00,214.92
109,110,South Carolina,12,509,2609,5.13,26,42.42,217.42
110,111,UNLV,12,462,2610,5.65,32,38.50,217.50
111,112,Texas,12,583,2630,4.51,21,48.58,219.17
112,113,South Alabama,12,493,2652,5.38,34,41.08,221.00
113,114,Wyoming,12,512,2702,5.28,28,42.67,225.17
114,115,Oregon State,12,526,2706,5.14,28,43.83,225.50
115,115,Ball State,12,512,2706,5.29,29,42.67,225.50
116,117,Fresno State,12,563,2816,5.00,32,46.92,234.67
117,118,Tulsa,13,592,3116,5.26,37,45.54,239.69
118,119,North Texas,12,531,2879,5.42,38,44.25,239.92
119,120,Hawai'i,13,687,3122,4.54,33,52.85,240.15
120,121,New Mexico State,12,521,2907,5.58,35,43.42,242.25
121,122,North Carolina,14,675,3463,5.13,28,48.21,247.36
122,123,Texas State,12,542,3096,5.71,31,45.17,258.00
123,124,SMU,12,542,3134,5.78,40,45.17,261.17
124,125,Kansas,12,565,3206,5.67,39,47.08,267.17
125,126,Idaho,12,517,3279,6.34,39,43.08,273.25
126,127,Texas Tech,13,591,3646,6.17,49,45.46,280.46
127,128,Eastern Michigan,12,588,3799,6.46,44,49.00,316.58
