,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
84,84,Florida International,12,40,9,33,0,0,300,25.0
85,86,Temple,11,33,14,32,0,0,272,24.7
86,87,Iowa State,13,41,12,37,0,0,319,24.5
87,88,Memphis,12,39,7,36,1,0,293,24.4
88,89,Army,12,36,13,26,4,1,291,24.3
89,90,Washington,13,41,9,39,0,0,312,24.0
90,91,Arkansas,12,35,13,33,0,0,282,23.5
91,92,Miami (Ohio),12,34,15,23,4,0,280,23.3
92,93,California,12,33,16,30,0,0,276,23.0
93,94,Bowling Green,13,39,9,35,0,1,298,22.9
94,95,Virginia,12,34,11,32,0,2,273,22.8
95,96,Minnesota,13,35,14,33,0,1,287,22.1
96,97,UNLV,13,36,12,32,1,0,286,22.0
97,98,Rutgers,13,36,11,30,0,0,279,21.5
98,99,Tulane,12,28,21,26,0,0,257,21.4
99,100,Eastern Michigan,12,33,10,28,0,0,256,21.3
100,100,Buffalo,12,32,11,28,1,0,255,21.3
101,102,Colorado State,12,33,9,29,0,0,254,21.2
102,102,UTEP,12,32,10,26,3,0,254,21.2
103,102,Hawai'i,12,31,13,29,0,0,254,21.2
104,105,North Texas,12,31,11,28,1,1,251,20.9
105,106,South Florida,12,28,18,21,2,0,247,20.6
106,107,Florida Atlantic,12,32,8,28,1,0,246,20.5
107,108,Washington State,12,29,14,25,2,0,245,20.4
108,109,Maryland,12,30,11,26,0,1,241,20.1
109,110,Michigan State,13,27,23,25,1,1,260,20.0
110,111,Boston College,12,26,18,24,1,1,238,19.8
111,112,Southern Mississippi,12,29,11,27,0,1,236,19.7
112,113,Iowa,12,26,17,25,0,0,232,19.3
113,114,New Mexico State,12,31,2,30,1,0,224,18.7
114,114,Auburn,12,27,11,27,0,1,224,18.7
115,116,South Alabama,13,26,20,24,0,0,240,18.5
116,116,Wake Forest,12,30,5,27,0,0,222,18.5
117,118,Kansas,12,27,10,25,0,1,219,18.3
118,119,Kentucky,12,27,8,27,0,1,215,17.9
119,120,Colorado,12,28,6,28,0,0,214,17.8
120,120,Connecticut,12,24,15,24,0,0,213,17.8
121,122,Illinois,12,25,8,22,2,0,200,16.7
122,123,Idaho,12,19,19,19,0,0,190,15.8
123,124,Massachusetts,12,18,10,14,0,0,152,12.7
