,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
35,36,Louisiana Tech,12,78,4700,60.26,28,35.90,0,5
36,37,Houston,12,79,4761,60.27,34,43.04,1,3
37,38,Troy,12,71,4282,60.31,22,30.99,3,2
38,39,North Carolina State,13,68,4102,60.32,15,22.06,1,0
39,40,Louisville,13,55,3318,60.33,20,36.36,1,5
40,41,Akron,12,82,4949,60.35,32,39.02,4,0
41,42,Massachusetts,12,84,5072,60.38,23,27.38,5,2
42,43,Boston College,12,72,4349,60.40,22,30.56,1,0
43,44,Iowa,12,58,3509,60.50,23,39.66,1,2
44,45,Texas State,12,74,4478,60.51,16,21.62,2,1
45,45,Southern Mississippi,12,83,5022,60.51,26,31.33,2,0
46,47,Louisiana-Lafayette,13,75,4543,60.57,27,36.00,0,3
47,48,Minnesota,13,64,3877,60.58,20,31.25,2,1
48,49,Central Michigan,13,80,4849,60.61,24,30.00,2,2
49,50,Virginia,12,69,4187,60.68,12,17.39,1,1
50,51,Temple,11,64,3893,60.83,13,20.31,3,2
51,52,Boise State,13,43,2617,60.86,13,30.23,2,3
52,53,San Diego State,13,60,3652,60.87,14,23.33,3,0
53,54,North Texas,12,66,4018,60.88,25,37.88,1,1
54,55,Washington,13,66,4021,60.92,21,31.82,2,1
55,55,UCLA,14,74,4508,60.92,24,32.43,4,1
56,57,Eastern Michigan,12,84,5119,60.94,22,26.19,3,3
57,58,Rutgers,13,46,2804,60.96,20,43.48,2,1
58,59,South Florida,12,68,4146,60.97,30,44.12,2,2
59,60,Oklahoma,13,67,4086,60.99,31,46.27,0,2
60,60,Texas,13,77,4696,60.99,32,41.56,0,0
61,62,Fresno State,13,61,3722,61.02,9,14.75,2,1
62,63,Mississippi State,13,65,3969,61.06,18,27.69,1,0
63,63,Georgia Tech,14,72,4396,61.06,25,34.72,3,0
64,63,Nevada,13,78,4763,61.06,32,41.03,2,3
65,66,UTSA,10,60,3665,61.08,16,26.67,2,3
66,66,North Carolina,12,65,3970,61.08,15,23.08,1,0
67,68,Army,12,76,4645,61.12,29,38.16,1,2
68,69,Texas A&M,13,56,3424,61.14,22,39.29,1,4
69,69,Nebraska,14,77,4708,61.14,33,42.86,0,0
70,71,Mississippi,13,72,4403,61.15,27,37.50,2,1
71,72,BYU,13,42,2572,61.24,14,33.33,2,0
72,73,Arizona State,13,61,3737,61.26,25,40.98,2,1
73,73,Miami (Florida),12,74,4533,61.26,28,37.84,1,2
74,75,Connecticut,12,51,3127,61.31,20,39.22,0,2
75,76,Michigan State,13,54,3312,61.33,17,31.48,1,1
76,77,UTEP,12,70,4294,61.34,21,30.00,2,0
77,78,Notre Dame,13,43,2638,61.35,13,30.23,0,0
78,78,Colorado,12,99,6074,61.35,40,40.40,1,0
79,80,Baylor,13,83,5096,61.40,34,40.96,0,3
80,81,Miami (Ohio),12,74,4557,61.58,36,48.65,2,3
81,81,Indiana,12,78,4803,61.58,31,39.74,2,0
82,83,Duke,13,86,5298,61.60,27,31.40,2,3
83,84,Texas Tech,13,77,4744,61.61,40,51.95,0,1
84,85,Cincinnati,13,56,3451,61.63,20,35.71,2,1
85,85,Florida Atlantic,12,71,4376,61.63,28,39.44,2,0
86,87,Northwestern,13,63,3884,61.65,31,49.21,1,0
87,87,Rice,13,68,4192,61.65,29,42.65,1,3
88,89,Auburn,12,65,4008,61.66,27,41.54,0,0
89,90,Washington State,12,75,4625,61.67,31,41.33,1,1
90,91,Virginia Tech,13,66,4071,61.68,20,30.30,0,0
91,92,Syracuse,13,71,4381,61.70,29,40.85,3,0
92,93,Penn State,12,48,2963,61.73,18,37.50,0,2
93,94,Missouri,12,62,3828,61.74,25,40.32,2,0
94,95,TCU,13,58,3582,61.76,23,39.66,0,3
95,96,Colorado State,12,69,4263,61.78,25,36.23,2,1
96,97,Ohio State,12,55,3400,61.82,24,43.64,2,4
97,98,South Alabama,13,76,4705,61.91,34,44.74,1,0
98,99,Alabama,14,38,2357,62.03,15,39.47,0,1
99,100,Kansas,12,83,5149,62.04,39,46.99,1,0
100,101,Arkansas State,13,64,3971,62.05,26,40.63,1,2
101,102,Louisiana-Monroe,13,66,4098,62.09,22,33.33,1,2
102,103,UAB,12,82,5093,62.11,43,52.44,2,1
103,104,Pittsburgh,13,57,3543,62.16,16,28.07,1,1
104,105,Navy,13,67,4168,62.21,22,32.84,1,2
105,106,Utah State,13,49,3051,62.27,11,22.45,1,2
106,107,Idaho,12,88,5487,62.35,40,45.45,1,1
107,108,Stanford,14,53,3306,62.38,20,37.74,2,1
108,109,New Mexico,13,70,4368,62.40,28,40.00,1,2
109,110,Wyoming,12,73,4560,62.47,41,56.16,2,0
110,111,Vanderbilt,13,57,3564,62.53,16,28.07,1,2
111,112,Kentucky,12,71,4441,62.55,20,28.17,3,0
112,113,Tulsa,14,67,4192,62.57,28,41.79,2,0
113,113,Air Force,13,72,4505,62.57,31,43.06,2,1
114,115,Clemson,13,69,4320,62.61,34,49.28,0,1
115,116,Tulane,12,85,5324,62.64,37,43.53,3,1
116,117,Marshall,12,85,5334,62.75,32,37.65,1,3
117,118,Wake Forest,12,75,4712,62.83,34,45.33,1,0
118,119,Arkansas,12,70,4409,62.99,38,54.29,1,0
119,120,New Mexico State,12,88,5544,63.00,43,48.86,1,0
120,121,Arizona,13,83,5233,63.05,51,61.45,1,1
121,122,SMU,13,66,4179,63.32,35,53.03,1,1
122,123,Wisconsin,14,53,3366,63.51,31,58.49,0,3
123,124,South Carolina,13,55,3502,63.67,29,52.73,0,2
