,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
50,51,Missouri,12,91,137,17,245,20.4
51,52,Arkansas State,13,112,135,19,266,20.5
52,52,Rice,13,124,124,18,266,20.5
53,54,Cincinnati,13,98,153,17,268,20.6
54,54,Texas,13,139,111,18,268,20.6
55,56,SMU,13,82,173,14,269,20.7
56,57,North Texas,12,102,123,24,249,20.8
57,57,Western Michigan,12,98,133,19,250,20.8
58,57,North Carolina,12,99,131,20,250,20.8
59,57,Kansas State,13,104,153,14,271,20.8
60,57,Air Force,13,132,131,8,271,20.8
61,62,Army,12,141,99,11,251,20.9
62,62,UCF,14,133,140,19,292,20.9
63,64,Texas A&M,13,105,145,23,273,21.0
64,65,San Diego State,13,109,140,25,274,21.1
65,65,Purdue,13,127,125,22,274,21.1
66,67,Northwestern,13,97,158,20,275,21.2
67,67,Oregon,13,111,135,30,276,21.2
68,67,Duke,13,139,123,14,276,21.2
69,70,Ohio,13,111,144,22,277,21.3
70,71,Arkansas,12,86,155,16,257,21.4
71,71,Wake Forest,12,99,146,12,257,21.4
72,71,Troy,12,110,126,21,257,21.4
73,71,Mississippi State,13,134,128,16,278,21.4
74,75,Temple,11,110,108,19,237,21.5
75,75,Louisiana-Monroe,13,116,144,19,279,21.5
76,75,UCLA,14,117,140,44,301,21.5
77,78,UAB,12,112,128,19,259,21.6
78,78,Kent State,14,103,182,18,303,21.6
79,80,New Mexico,13,110,158,16,284,21.8
80,81,Auburn,12,120,121,22,263,21.9
81,82,South Florida,12,102,142,20,264,22.0
82,82,Central Michigan,13,131,141,14,286,22.0
83,84,Louisiana-Lafayette,13,111,151,25,287,22.1
84,85,Memphis,12,99,132,35,266,22.2
85,85,Southern Mississippi,12,132,116,18,266,22.2
86,87,Tennessee,12,101,149,18,268,22.3
87,87,UTEP,12,127,125,16,268,22.3
88,89,Kentucky,12,122,127,20,269,22.4
89,89,East Carolina,13,118,154,19,291,22.4
90,89,Navy,13,157,124,10,291,22.4
91,89,Northern Illinois,14,140,145,28,313,22.4
92,93,USC,13,131,140,23,294,22.6
93,94,New Mexico State,12,127,128,17,272,22.7
94,94,Iowa State,13,119,156,20,295,22.7
95,96,UTSA,10,66,136,26,228,22.8
96,96,Washington State,12,111,145,18,274,22.8
97,96,UNLV,13,148,121,27,296,22.8
98,99,Colorado State,12,130,120,25,275,22.9
99,100,Eastern Michigan,12,146,111,20,277,23.1
100,101,Kansas,12,121,149,9,279,23.3
101,101,Idaho,12,108,146,26,280,23.3
102,101,Middle Tennessee,12,129,140,11,280,23.3
103,101,Boston College,12,143,129,8,280,23.3
104,101,West Virginia,13,123,163,17,303,23.3
105,106,Massachusetts,12,130,135,17,282,23.5
106,106,Oklahoma State,13,116,164,25,305,23.5
107,108,Toledo,13,108,169,31,308,23.7
108,109,Indiana,12,140,128,20,288,24.0
109,110,Ball State,13,138,153,23,314,24.2
110,111,Colorado,12,127,147,17,291,24.3
111,112,Nevada,13,142,147,30,319,24.5
112,113,Akron,12,137,131,27,295,24.6
113,114,Wyoming,12,139,138,19,296,24.7
114,114,Miami (Ohio),12,142,139,15,296,24.7
115,116,California,12,114,147,37,298,24.8
116,117,Tulane,12,144,131,24,299,24.9
117,118,Marshall,12,123,153,30,306,25.5
118,119,Texas State,12,145,141,23,309,25.8
119,120,Louisiana Tech,12,109,172,30,311,25.9
120,121,Arizona,13,146,169,24,339,26.1
121,122,Miami (Florida),12,142,141,31,314,26.2
122,123,Houston,12,132,160,23,315,26.3
123,124,Baylor,13,132,191,21,344,26.5
