,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
101,102,Florida Atlantic,12,46,40,86.96,29,63.04,11,23.91
102,103,Texas Tech,13,54,47,87.04,34,62.96,13,24.07
103,104,Florida State,14,31,27,87.10,16,51.61,11,35.48
104,105,Army,12,48,42,87.50,32,66.67,10,20.83
105,106,Nevada,13,49,43,87.76,32,65.31,11,22.45
106,107,Massachusetts,12,59,52,88.14,45,76.27,7,11.86
107,108,Louisiana Tech,12,51,45,88.24,37,72.55,8,15.69
108,109,Purdue,13,52,46,88.46,33,63.46,13,25.00
109,109,Florida International,12,52,46,88.46,38,73.08,8,15.38
110,111,Connecticut,12,27,24,88.89,16,59.26,8,29.63
111,111,Marshall,12,54,48,88.89,38,70.37,10,18.52
112,113,Southern Mississippi,12,55,49,89.09,38,69.09,11,20.00
113,114,Louisiana-Lafayette,13,46,41,89.13,28,60.87,13,28.26
114,115,Ohio,13,38,34,89.47,27,71.05,7,18.42
115,116,UCLA,14,48,43,89.58,33,68.75,10,20.83
116,117,UAB,12,58,52,89.66,40,68.97,12,20.69
117,118,Troy,12,43,39,90.70,25,58.14,14,32.56
118,118,Hawai'i,12,43,39,90.70,36,83.72,3,6.98
119,120,Duke,13,46,42,91.30,29,63.04,13,28.26
120,121,Texas,13,58,53,91.38,34,58.62,19,32.76
121,122,Tennessee,12,47,43,91.49,27,57.45,16,34.04
122,123,Colorado,12,60,56,93.33,46,76.67,10,16.67
123,124,Wisconsin,14,34,32,94.12,22,64.71,10,29.41
