,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
65,66,UTSA,10,30,1228,40.93,3.0,122.8
66,67,Arkansas,12,62,2538,40.94,5.2,211.5
67,68,Michigan State,13,86,3522,40.95,6.6,270.9
68,69,Oregon,13,76,3130,41.18,5.8,240.8
69,70,Louisiana Tech,12,54,2224,41.19,4.5,185.3
70,70,Indiana,12,68,2801,41.19,5.7,233.4
71,72,Tulane,12,46,1895,41.20,3.8,157.9
72,73,Wyoming,12,47,1942,41.32,3.9,161.8
73,74,Northwestern,13,64,2647,41.36,4.9,203.6
74,75,LSU,13,82,3392,41.37,6.3,260.9
75,76,Marshall,12,51,2111,41.39,4.3,175.9
76,77,Oklahoma State,13,75,3106,41.41,5.8,238.9
77,78,Florida State,14,105,4350,41.43,7.5,310.7
78,79,Western Kentucky,13,53,2197,41.45,4.1,169.0
79,80,Rice,13,69,2862,41.48,5.3,220.2
80,81,Central Michigan,13,49,2039,41.61,3.8,156.8
81,82,Arizona State,13,86,3582,41.65,6.6,275.5
82,83,Florida,13,76,3170,41.71,5.8,243.8
83,84,New Mexico State,12,47,1963,41.77,3.9,163.6
84,85,West Virginia,13,52,2173,41.79,4.0,167.2
85,86,Utah,12,64,2676,41.81,5.3,223.0
86,87,Utah State,13,94,3939,41.90,7.2,303.0
87,88,UCLA,14,83,3480,41.93,5.9,248.6
88,89,Akron,12,60,2520,42.00,5.0,210.0
89,89,BYU,13,87,3654,42.00,6.7,281.1
90,91,Nevada,13,57,2399,42.09,4.4,184.5
91,92,Arkansas State,13,58,2443,42.12,4.5,187.9
92,93,Troy,12,61,2572,42.16,5.1,214.3
93,94,Houston,12,66,2784,42.18,5.5,232.0
94,95,Georgia Tech,14,58,2451,42.26,4.1,175.1
95,96,Cincinnati,13,69,2921,42.33,5.3,224.7
96,96,Virginia,12,72,3048,42.33,6.0,254.0
97,98,Michigan,13,58,2457,42.36,4.5,189.0
98,99,Tulsa,14,101,4283,42.41,7.2,305.9
99,100,Mississippi,13,70,2970,42.43,5.4,228.5
100,101,Texas Tech,13,57,2425,42.54,4.4,186.5
101,102,Stanford,14,91,3875,42.58,6.5,276.8
102,103,Alabama,14,83,3538,42.63,5.9,252.7
103,104,Louisiana-Lafayette,13,65,2776,42.71,5.0,213.5
104,105,Massachusetts,12,45,1923,42.73,3.8,160.3
105,106,South Carolina,13,67,2866,42.78,5.2,220.5
106,107,Oregon State,13,75,3210,42.80,5.8,246.9
107,108,Baylor,13,47,2012,42.81,3.6,154.8
108,109,Notre Dame,13,68,2918,42.91,5.2,224.5
109,110,TCU,13,81,3477,42.93,6.2,267.5
110,111,Idaho,12,47,2021,43.00,3.9,168.4
111,112,San Jose State,13,75,3226,43.01,5.8,248.2
112,113,Boise State,13,60,2590,43.17,4.6,199.2
113,114,Washington State,12,55,2379,43.25,4.6,198.3
114,115,Auburn,12,55,2381,43.29,4.6,198.4
115,116,Arizona,13,61,2646,43.38,4.7,203.5
116,117,Oklahoma,13,74,3227,43.61,5.7,248.2
117,118,UNLV,13,53,2324,43.85,4.1,178.8
118,119,Air Force,13,46,2019,43.89,3.5,155.3
119,120,Tennessee,12,60,2646,44.10,5.0,220.5
120,121,Texas State,12,37,1637,44.24,3.1,136.4
121,122,Colorado State,12,46,2113,45.93,3.8,176.1
122,123,New Mexico,13,41,1892,46.15,3.2,145.5
123,124,Texas A&M,13,84,3886,46.26,6.5,298.9
