,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
47,45,Ball State,12,89,140,23,252,21.0
48,49,Virginia,13,110,149,13,272,20.9
49,50,Michigan,13,148,97,25,270,20.8
50,51,Fresno State,13,110,137,22,269,20.7
51,52,Purdue,13,127,123,17,267,20.5
52,52,Iowa,13,104,138,24,266,20.5
53,54,Georgia Tech,13,200,55,10,265,20.4
54,54,Nebraska,13,143,100,22,265,20.4
55,56,New Mexico State,13,94,154,16,264,20.3
56,56,Maryland,12,107,122,14,243,20.3
57,58,Wake Forest,13,102,146,15,263,20.2
58,58,Texas,13,146,101,15,262,20.2
59,58,UAB,12,86,136,20,242,20.2
60,61,Louisiana Tech,13,112,132,17,261,20.1
61,61,Indiana,12,107,115,19,241,20.1
62,63,Miami (Ohio),12,67,161,12,240,20.0
63,64,Pittsburgh,13,99,143,17,259,19.9
64,65,Buffalo,12,99,118,21,238,19.8
65,65,UTEP,12,96,122,20,238,19.8
66,65,Troy,12,64,157,16,237,19.8
67,65,Oregon State,12,55,160,22,237,19.8
68,69,Rutgers,13,80,148,28,256,19.7
69,69,Central Michigan,12,78,145,13,236,19.7
70,71,Kansas State,13,138,90,27,255,19.6
71,71,Cincinnati,13,117,115,23,255,19.6
72,71,Duke,12,67,144,24,235,19.6
73,74,Wyoming,13,113,123,18,254,19.5
74,74,Bowling Green,12,81,143,10,234,19.5
75,76,Michigan State,14,99,159,14,272,19.4
76,76,San Jose State,12,54,163,16,233,19.4
77,78,Illinois,13,123,109,19,251,19.3
78,79,LSU,14,146,97,26,269,19.2
79,79,North Carolina,13,94,142,14,250,19.2
80,81,South Carolina,13,146,90,12,248,19.1
81,82,Kansas,12,114,93,21,228,19.0
82,82,Syracuse,12,79,133,16,228,19.0
83,84,Florida State,13,92,134,20,246,18.9
84,84,Louisiana-Lafayette,13,82,142,22,246,18.9
85,86,Temple,13,152,76,17,245,18.8
86,86,SMU,13,62,164,19,245,18.8
87,88,UCLA,14,119,119,23,261,18.6
88,88,Florida International,13,107,114,21,242,18.6
89,90,Mississippi State,13,123,101,17,241,18.5
90,90,Colorado,13,81,135,25,241,18.5
91,92,North Carolina State,13,77,140,22,239,18.4
92,93,Penn State,13,116,107,15,238,18.3
93,93,Colorado State,12,110,89,21,220,18.3
94,93,Miami (Florida),12,85,118,17,220,18.3
95,96,Rice,12,109,94,15,218,18.2
96,96,Western Kentucky,12,108,91,19,218,18.2
97,98,Tennessee,12,73,126,18,217,18.1
98,99,North Texas,12,94,105,14,213,17.8
99,100,Eastern Michigan,12,138,60,13,211,17.6
100,101,Tulane,13,89,123,16,228,17.5
101,101,Auburn,13,129,86,12,227,17.5
102,103,Connecticut,12,80,108,20,208,17.3
103,104,Vanderbilt,13,121,82,20,223,17.2
104,105,Ohio State,13,127,76,19,222,17.1
105,105,Florida,13,95,106,21,222,17.1
106,107,Louisville,13,93,116,5,214,16.5
107,108,Utah,13,96,93,24,213,16.4
108,109,Minnesota,12,104,81,10,195,16.3
109,110,Marshall,13,82,118,11,211,16.2
110,111,Boston College,12,77,103,11,191,15.9
111,112,Akron,12,81,91,18,190,15.8
112,113,New Mexico,12,82,89,16,187,15.6
113,113,Idaho,12,64,105,18,187,15.6
114,115,Mississippi,12,97,79,10,186,15.5
115,116,Memphis,12,61,107,14,182,15.2
116,117,UNLV,12,101,65,15,181,15.1
117,118,Florida Atlantic,12,69,90,17,176,14.7
118,119,Kentucky,12,84,67,19,170,14.2
119,120,Kent State,12,62,84,17,163,13.6
