,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
83,84,Notre Dame,13,56,2196,39.21,4.3,168.9
84,85,Wake Forest,13,71,2780,39.15,5.5,213.8
85,86,East Carolina,12,52,2030,39.04,4.3,169.2
86,87,Fresno State,13,68,2654,39.03,5.2,204.2
87,88,Pittsburgh,13,73,2848,39.01,5.6,219.1
88,89,New Mexico State,13,76,2953,38.86,5.8,227.2
89,90,Syracuse,12,64,2475,38.67,5.3,206.3
90,91,Eastern Michigan,12,65,2513,38.66,5.4,209.4
91,92,Central Michigan,12,66,2551,38.65,5.5,212.6
92,93,Tulsa,13,61,2353,38.57,4.7,181.0
93,94,New Mexico,12,76,2930,38.55,6.3,244.2
94,95,Maryland,12,61,2351,38.54,5.1,195.9
95,96,West Virginia,13,56,2148,38.36,4.3,165.2
96,97,Indiana,12,71,2723,38.35,5.9,226.9
97,98,South Carolina,13,53,2025,38.21,4.1,155.8
98,99,Boston College,12,69,2633,38.16,5.8,219.4
99,100,Illinois,13,73,2778,38.05,5.6,213.7
100,101,Michigan,13,46,1750,38.04,3.5,134.6
101,102,Texas,13,65,2471,38.02,5.0,190.1
102,103,Arkansas State,13,52,1968,37.85,4.0,151.4
103,104,Akron,12,84,3178,37.83,7.0,264.8
104,105,Army,12,37,1398,37.78,3.1,116.5
105,106,Buffalo,12,71,2671,37.62,5.9,222.6
106,107,SMU,13,57,2135,37.46,4.4,164.2
107,108,Virginia,13,66,2469,37.41,5.1,189.9
108,109,Louisville,13,71,2649,37.31,5.5,203.8
109,110,Toledo,13,61,2275,37.30,4.7,175.0
110,111,Navy,12,36,1342,37.28,3.0,111.8
111,112,North Carolina State,13,69,2570,37.25,5.3,197.7
112,113,North Carolina,13,62,2289,36.92,4.8,176.1
113,114,Virginia Tech,14,61,2241,36.74,4.4,160.1
114,115,Minnesota,12,59,2158,36.58,4.9,179.8
115,116,Miami (Ohio),12,71,2593,36.52,5.9,216.1
116,117,Tennessee,12,56,2040,36.43,4.7,170.0
117,118,Louisiana-Monroe,12,68,2473,36.37,5.7,206.1
118,119,South Florida,12,63,2253,35.76,5.3,187.8
119,120,Northern Illinois,14,62,2213,35.69,4.4,158.1
