,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
63,64,Nebraska,13,515,2060,4.00,23,39.62,158.46
64,65,Idaho,12,455,1903,4.18,18,37.92,158.58
65,66,Georgia Tech,13,464,2099,4.52,19,35.69,161.46
66,67,Arizona,12,411,1939,4.72,30,34.25,161.58
67,68,Miami (Florida),12,473,1943,4.11,8,39.42,161.92
68,69,Tennessee,12,445,1952,4.39,17,37.08,162.67
69,70,North Texas,12,419,1962,4.68,18,34.92,163.50
70,71,Tulane,13,467,2144,4.59,37,35.92,164.92
71,72,Northern Illinois,14,582,2343,4.03,23,41.57,167.36
72,73,Arkansas,13,505,2179,4.31,21,38.85,167.62
73,74,Fresno State,13,452,2184,4.83,34,34.77,168.00
74,75,Miami (Ohio),12,485,2022,4.17,16,40.42,168.50
75,76,Washington,13,431,2193,5.09,32,33.15,168.69
76,77,Florida Atlantic,12,504,2027,4.02,27,42.00,168.92
77,78,San Diego State,13,533,2204,4.14,23,41.00,169.54
78,79,Wake Forest,13,481,2208,4.59,21,37.00,169.85
79,80,Houston,14,576,2402,4.17,18,41.14,171.57
80,81,East Carolina,12,460,2090,4.54,24,38.33,174.17
81,82,Purdue,13,529,2271,4.29,25,40.69,174.69
82,83,Clemson,14,569,2476,4.35,21,40.64,176.86
83,84,Northwestern,13,513,2305,4.49,27,39.46,177.31
84,85,Duke,12,441,2168,4.92,22,36.75,180.67
85,86,Buffalo,12,509,2174,4.27,21,42.42,181.17
86,87,Kentucky,12,487,2198,4.51,14,40.58,183.17
87,88,Rice,12,457,2201,4.82,18,38.08,183.42
88,89,Colorado,13,454,2391,5.27,26,34.92,183.92
89,90,Oklahoma State,13,548,2404,4.39,24,42.15,184.92
90,91,Minnesota,12,459,2237,4.87,23,38.25,186.42
91,92,Navy,12,464,2243,4.83,32,38.67,186.92
92,93,Central Michigan,12,494,2244,4.54,23,41.17,187.00
93,94,Auburn,13,531,2460,4.63,19,40.85,189.23
94,95,UCLA,14,518,2668,5.15,26,37.00,190.57
95,96,UTEP,12,436,2295,5.26,24,36.33,191.25
96,97,Memphis,12,455,2299,5.05,25,37.92,191.58
97,98,Iowa State,13,554,2515,4.54,23,42.62,193.46
98,99,UNLV,12,478,2330,4.87,30,39.83,194.17
99,100,Army,12,481,2339,4.86,24,40.08,194.92
100,101,Oregon State,12,492,2362,4.80,21,41.00,196.83
101,102,Baylor,13,497,2566,5.16,28,38.23,197.38
102,103,UAB,12,466,2440,5.24,26,38.83,203.33
103,104,Bowling Green,12,496,2441,4.92,24,41.33,203.42
104,105,Troy,12,538,2443,4.54,25,44.83,203.58
105,106,San Jose State,12,502,2452,4.88,26,41.83,204.33
106,107,New Mexico State,13,528,2844,5.39,33,40.62,218.77
107,108,Akron,12,535,2635,4.93,33,44.58,219.58
108,109,Air Force,13,576,2856,4.96,24,44.31,219.69
109,109,Western Michigan,13,529,2856,5.40,23,40.69,219.69
110,111,Maryland,12,564,2637,4.68,31,47.00,219.75
111,112,Mississippi,12,500,2699,5.40,26,41.67,224.92
112,113,Ball State,12,535,2712,5.07,22,44.58,226.00
113,114,Middle Tennessee,12,590,2755,4.67,37,49.17,229.58
114,115,Wyoming,13,592,3016,5.09,29,45.54,232.00
115,116,Colorado State,12,510,2804,5.50,28,42.50,233.67
116,117,Kansas,12,491,2862,5.83,38,40.92,238.50
117,118,Indiana,12,552,2924,5.30,25,46.00,243.67
118,119,New Mexico,12,542,2962,5.46,46,45.17,246.83
119,120,Texas Tech,12,589,3106,5.27,33,49.08,258.83
