,Rank,Name,G,Fum. Gain,Int. Gain,Total Gain,Fum. Lost,Int. Lost,Total Lost,Margin,Margin/G
37,38,Louisiana-Monroe,12,8,13,21,8,10,18,3,0.25
38,38,UNLV,12,13,7,20,7,10,17,3,0.25
39,40,Missouri,13,9,13,22,8,11,19,3,0.23
40,40,Northwestern,13,8,12,20,8,9,17,3,0.23
41,42,South Florida,12,14,12,26,13,11,24,2,0.17
42,42,Syracuse,12,11,10,21,10,9,19,2,0.17
43,44,Marshall,13,15,14,29,12,15,27,2,0.15
44,44,Arkansas State,13,10,19,29,11,16,27,2,0.15
45,44,TCU,13,13,10,23,14,7,21,2,0.15
46,44,Auburn,13,12,11,23,8,13,21,2,0.15
47,44,Georgia Tech,13,7,14,21,11,8,19,2,0.15
48,49,San Jose State,12,20,13,33,17,15,32,1,0.08
49,49,Vanderbilt,13,10,19,29,10,18,28,1,0.08
50,49,Penn State,13,12,14,26,13,12,25,1,0.08
51,49,Kentucky,12,10,15,25,12,12,24,1,0.08
52,49,Washington,13,13,10,23,9,13,22,1,0.08
53,49,West Virginia,13,9,14,23,13,9,22,1,0.08
54,49,Purdue,13,9,12,21,9,11,20,1,0.08
55,49,Arkansas,13,9,12,21,13,7,20,1,0.08
56,49,Texas Tech,12,14,5,19,8,10,18,1,0.08
57,49,Iowa,13,9,10,19,10,8,18,1,0.08
58,59,Ohio,14,12,15,27,16,11,27,0,0.00
59,59,Texas,13,14,12,26,11,15,26,0,0.00
60,59,Air Force,13,14,12,26,18,8,26,0,0.00
61,59,Nevada,13,10,15,25,13,12,25,0,0.00
62,59,Louisiana-Lafayette,13,9,14,23,13,10,23,0,0.00
63,59,Mississippi State,13,8,12,20,7,13,20,0,0.00
64,59,Tennessee,12,9,9,18,6,12,18,0,0.00
65,66,Clemson,14,9,14,23,12,12,24,-1,-0.07
66,67,California,13,11,12,23,12,12,24,-1,-0.08
67,67,Pittsburgh,13,13,8,21,8,14,22,-1,-0.08
68,67,Louisville,13,11,10,21,9,13,22,-1,-0.08
69,67,Nebraska,13,8,10,18,11,8,19,-1,-0.08
70,67,USC,12,8,9,17,11,7,18,-1,-0.08
71,67,Ball State,12,7,10,17,7,11,18,-1,-0.08
72,73,Southern Mississippi,14,9,19,28,18,12,30,-2,-0.14
73,74,Oklahoma,13,12,15,27,13,16,29,-2,-0.15
74,74,BYU,13,12,13,25,12,15,27,-2,-0.15
75,74,North Carolina,13,10,14,24,12,14,26,-2,-0.15
76,74,Hawai'i,13,10,14,24,16,10,26,-2,-0.15
77,78,Indiana,12,11,5,16,7,11,18,-2,-0.17
78,78,Buffalo,12,7,6,13,6,9,15,-2,-0.17
79,80,Western Michigan,13,19,12,31,18,16,34,-3,-0.23
80,80,New Mexico State,13,12,10,22,11,14,25,-3,-0.23
81,82,Western Kentucky,12,7,13,20,10,13,23,-3,-0.25
82,82,UCF,12,6,9,15,10,8,18,-3,-0.25
83,84,Colorado,13,8,7,15,8,11,19,-4,-0.31
84,85,Colorado State,12,14,8,22,12,14,26,-4,-0.33
85,85,Washington State,12,9,8,17,9,12,21,-4,-0.33
86,85,Miami (Ohio),12,7,10,17,10,11,21,-4,-0.33
87,85,Boston College,12,3,13,16,10,10,20,-4,-0.33
88,85,Miami (Florida),12,9,6,15,8,11,19,-4,-0.33
89,90,UCLA,14,7,14,21,17,9,26,-5,-0.36
90,91,Tulsa,13,10,18,28,16,17,33,-5,-0.38
91,92,UAB,12,12,9,21,11,15,26,-5,-0.42
92,92,Kansas,12,10,8,18,11,12,23,-5,-0.42
93,92,Arizona,12,5,11,16,6,15,21,-5,-0.42
94,92,Eastern Michigan,12,7,5,12,9,8,17,-5,-0.42
95,96,Illinois,13,12,10,22,15,13,28,-6,-0.46
96,97,Virginia,13,9,12,21,12,16,28,-7,-0.54
97,97,Tulane,13,7,12,19,11,15,26,-7,-0.54
98,99,Idaho,12,10,9,19,10,16,26,-7,-0.58
99,100,Oregon State,12,12,11,23,12,19,31,-8,-0.67
100,100,Middle Tennessee,12,16,4,20,13,15,28,-8,-0.67
101,100,UTEP,12,7,12,19,10,17,27,-8,-0.67
102,100,Mississippi,12,7,10,17,12,13,25,-8,-0.67
103,100,New Mexico,12,10,3,13,13,8,21,-8,-0.67
104,100,Minnesota,12,5,4,9,7,10,17,-8,-0.67
105,106,Utah State,13,11,4,15,18,6,24,-9,-0.69
106,106,Texas A&M,13,8,7,15,9,15,24,-9,-0.69
107,108,Florida Atlantic,12,8,10,18,11,16,27,-9,-0.75
108,108,Army,12,9,8,17,22,4,26,-9,-0.75
109,108,Akron,12,13,2,15,13,11,24,-9,-0.75
110,108,Duke,12,6,6,12,9,12,21,-9,-0.75
111,112,Iowa State,13,13,11,24,18,17,35,-11,-0.85
112,113,Florida,13,6,8,14,13,13,26,-12,-0.92
113,114,Troy,12,11,8,19,16,15,31,-12,-1.00
114,114,Central Michigan,12,3,8,11,5,18,23,-12,-1.00
115,116,Bowling Green,12,9,6,15,14,14,28,-13,-1.08
116,116,Fresno State,13,4,5,9,13,10,23,-14,-1.08
117,118,Notre Dame,13,6,8,14,12,17,29,-15,-1.15
118,119,East Carolina,12,14,7,21,15,20,35,-14,-1.17
119,120,SMU,13,10,6,16,13,19,32,-16,-1.23
