,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
35,36,Middle Tennessee,12,507,297,58.6,3058,6.0,21,15,117.00,42.3,254.8
36,37,North Carolina,13,371,249,67.1,3307,8.9,26,14,157.58,28.5,254.4
37,38,Northwestern,13,407,289,71.0,3305,8.1,26,9,155.88,31.3,254.2
38,39,Wake Forest,13,457,278,60.8,3291,7.2,22,8,133.71,35.2,253.2
39,40,Notre Dame,13,473,302,63.8,3284,6.9,21,17,129.63,36.4,252.6
40,41,Michigan State,14,451,288,63.9,3535,7.8,26,10,144.29,32.2,252.5
41,42,South Florida,12,434,253,58.3,2995,6.9,15,11,122.60,36.2,249.6
42,43,Ohio,14,427,274,64.2,3486,8.2,30,11,150.79,30.5,249.0
43,44,Tulsa,13,419,254,60.6,3216,7.7,31,17,141.40,32.2,247.4
44,45,Louisiana Tech,13,477,277,58.1,3211,6.7,21,11,124.54,36.7,247.0
45,46,California,13,440,246,55.9,3206,7.3,17,12,124.41,33.8,246.6
46,47,BYU,13,464,262,56.5,3190,6.9,28,15,127.66,35.7,245.4
47,48,Georgia,14,434,257,59.2,3423,7.9,37,14,147.15,31.0,244.5
48,49,San Diego State,13,449,238,53.0,3158,7.0,23,8,125.43,34.5,242.9
49,50,Tennessee,12,400,223,55.8,2911,7.3,18,12,125.74,33.3,242.6
50,51,Northern Illinois,14,408,253,62.0,3386,8.3,29,6,152.24,29.1,241.9
51,52,Rutgers,13,475,256,53.9,3136,6.6,21,16,117.21,36.5,241.2
52,53,Ball State,12,460,293,63.7,2892,6.3,19,11,125.36,38.3,241.0
53,54,North Carolina State,13,466,291,62.4,3120,6.7,32,12,136.20,35.8,240.0
54,55,UCF,12,346,235,67.9,2856,8.3,11,8,143.12,28.8,238.0
55,56,Virginia,13,443,255,57.6,3090,7.0,17,16,121.59,34.1,237.7
56,57,Colorado,13,450,250,55.6,3089,6.9,21,11,123.73,34.6,237.6
57,57,Louisiana-Monroe,12,473,274,57.9,2851,6.0,16,10,115.49,39.4,237.6
58,59,Iowa,13,412,240,58.3,3052,7.4,25,8,136.62,31.7,234.8
59,60,UAB,12,440,246,55.9,2815,6.4,12,15,111.83,36.7,234.6
60,61,Wisconsin,14,328,233,71.0,3280,10.0,34,5,186.20,23.4,234.3
61,62,Miami (Florida),12,339,222,65.5,2785,8.2,21,11,148.45,28.3,232.1
62,62,Missouri,13,384,244,63.5,3017,7.9,23,11,143.58,29.5,232.1
63,64,TCU,13,350,231,66.0,3011,8.6,25,7,157.84,26.9,231.6
64,65,Syracuse,12,418,261,62.4,2733,6.5,23,9,131.21,34.8,227.8
65,66,Virginia Tech,14,405,243,60.0,3166,7.8,21,10,137.83,28.9,226.1
66,67,UTEP,12,399,225,56.4,2707,6.8,14,17,116.44,33.3,225.6
67,68,Oregon,14,386,236,61.1,3130,8.1,39,7,158.97,27.6,223.6
68,69,Alabama,13,357,237,66.4,2797,7.8,16,8,142.51,27.5,215.2
69,70,Florida International,13,390,238,61.0,2794,7.2,15,5,131.34,30.0,214.9
70,71,Tulane,13,461,248,53.8,2782,6.0,13,15,107.29,35.5,214.0
71,72,Marshall,13,407,246,60.4,2773,6.8,22,15,128.14,31.3,213.3
72,73,Iowa State,13,484,249,51.4,2760,5.7,17,17,103.92,37.2,212.3
73,74,Louisville,13,381,243,63.8,2749,7.2,19,13,134.03,29.3,211.5
74,75,Maryland,12,434,233,53.7,2524,5.8,14,16,105.82,36.2,210.3
75,76,Buffalo,12,422,236,55.9,2522,6.0,12,9,111.24,35.2,210.2
76,77,Pittsburgh,13,426,263,61.7,2721,6.4,12,14,118.12,32.8,209.3
77,78,Cincinnati,13,392,223,56.9,2699,6.9,20,14,124.42,30.2,207.6
78,79,Wyoming,13,430,260,60.5,2689,6.3,21,11,124.00,33.1,206.8
79,80,Indiana,12,378,211,55.8,2393,6.3,10,11,111.91,31.5,199.4
80,81,UCLA,14,346,193,55.8,2776,8.0,18,9,135.14,24.7,198.3
81,82,Rice,12,384,222,57.8,2361,6.1,15,7,118.69,32.0,196.8
82,83,Purdue,13,391,233,59.6,2537,6.5,17,11,122.81,30.1,195.2
83,84,Connecticut,12,359,182,50.7,2336,6.5,14,9,113.22,29.9,194.7
84,85,Memphis,12,408,224,54.9,2283,5.6,10,8,106.08,34.0,190.3
85,86,Texas,13,358,207,57.8,2469,6.9,16,15,122.12,27.5,189.9
86,87,North Texas,12,347,199,57.3,2272,6.5,14,9,120.48,28.9,189.3
87,88,Idaho,12,419,221,52.7,2259,5.4,11,16,99.05,34.9,188.3
88,89,Florida,13,320,182,56.9,2414,7.5,13,13,125.53,24.6,185.7
89,90,Colorado State,12,344,208,60.5,2215,6.4,12,14,117.93,28.7,184.6
90,91,Illinois,13,362,226,62.4,2392,6.6,14,13,123.52,27.8,184.0
91,92,New Mexico,12,355,201,56.6,2196,6.2,7,8,110.58,29.6,183.0
92,93,Michigan,13,284,155,54.6,2377,8.4,22,16,139.18,21.8,182.8
93,94,Mississippi State,13,349,198,56.7,2364,6.8,19,13,124.15,26.8,181.8
94,95,South Carolina,13,317,191,60.3,2359,7.4,19,15,133.08,24.4,181.5
95,96,Penn State,13,376,181,48.1,2301,6.1,10,12,101.95,28.9,177.0
96,97,Utah State,13,290,186,64.1,2270,7.8,23,6,151.93,22.3,174.6
97,97,Vanderbilt,13,346,179,51.7,2270,6.6,15,18,110.75,26.6,174.6
98,99,Utah,13,334,188,56.3,2252,6.7,19,10,125.71,25.7,173.2
99,100,Boston College,12,324,173,53.4,2032,6.3,12,10,112.13,27.0,169.3
100,101,Kansas,12,301,191,63.5,2008,6.7,15,12,127.97,25.1,167.3
101,101,Western Kentucky,12,301,168,55.8,2008,6.7,11,13,115.27,25.1,167.3
102,103,Akron,12,376,171,45.5,1960,5.2,12,11,93.95,31.3,163.3
103,104,Nebraska,13,293,164,56.0,2115,7.2,13,8,125.78,22.5,162.7
104,105,Auburn,13,292,164,56.2,2022,6.9,17,13,124.64,22.5,155.5
105,106,LSU,14,279,173,62.0,2135,7.7,21,5,147.55,19.9,152.5
106,107,Mississippi,12,312,154,49.4,1819,5.8,9,13,99.52,26.0,151.6
107,108,Kansas State,13,290,167,57.6,1970,6.8,13,6,125.30,22.3,151.5
108,109,Minnesota,12,274,134,48.9,1804,6.6,10,10,108.97,22.8,150.3
109,110,Kent State,12,348,172,49.4,1745,5.0,11,9,96.81,29.0,145.4
110,111,Florida Atlantic,12,351,183,52.1,1717,4.9,8,16,91.63,29.3,143.1
111,112,Georgia Tech,13,167,82,49.1,1850,11.1,11,8,154.32,12.8,142.3
112,113,Air Force,13,204,123,60.3,1821,8.9,16,8,153.31,15.7,140.1
113,114,Kentucky,12,336,171,50.9,1627,4.8,12,12,96.20,28.0,135.6
114,115,Ohio State,13,245,125,51.0,1651,6.7,18,5,127.80,18.8,127.0
115,116,Temple,13,198,116,58.6,1648,8.3,11,4,142.79,15.2,126.8
116,117,Eastern Michigan,12,202,110,54.5,1520,7.5,14,8,132.62,16.8,126.7
117,118,UNLV,12,269,144,53.5,1315,4.9,10,10,99.43,22.4,109.6
118,119,Navy,12,135,65,48.1,1029,7.6,10,6,127.72,11.3,85.8
119,120,Army,12,97,37,38.1,605,6.2,5,4,99.29,8.1,50.4
