,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
65,66,North Texas,12,480,1829,3.81,19,40.00,152.42
66,67,Rice,12,467,1811,3.88,13,38.92,150.92
67,68,Houston,14,420,2086,4.97,33,30.00,149.00
68,69,Louisiana Tech,13,510,1919,3.76,21,39.23,147.62
69,70,Middle Tennessee,12,431,1755,4.07,14,35.92,146.25
70,71,Miami (Florida),12,398,1748,4.39,18,33.17,145.67
71,72,Florida International,13,477,1893,3.97,18,36.69,145.62
72,73,Florida,13,469,1859,3.96,17,36.08,143.00
73,74,Pittsburgh,13,518,1830,3.53,21,39.85,140.77
74,75,Fresno State,13,439,1810,4.12,18,33.77,139.23
75,76,North Carolina,13,442,1805,4.08,22,34.00,138.85
76,77,Ball State,12,399,1661,4.16,17,33.25,138.42
77,78,Michigan State,14,489,1931,3.95,21,34.93,137.93
78,79,Iowa,13,453,1790,3.95,18,34.85,137.69
79,79,Utah,13,472,1790,3.79,16,36.31,137.69
80,81,Arkansas,13,412,1786,4.33,25,31.69,137.38
81,82,Boston College,12,437,1571,3.59,12,36.42,130.92
82,83,UAB,12,402,1553,3.86,13,33.50,129.42
83,84,Mississippi,12,461,1550,3.36,12,38.42,129.17
84,85,Arizona State,13,423,1678,3.97,23,32.54,129.08
85,86,Tulane,13,429,1642,3.83,17,33.00,126.31
86,87,Texas Tech,12,391,1502,3.84,20,32.58,125.17
87,88,Louisiana-Lafayette,13,456,1627,3.57,19,35.08,125.15
88,89,New Mexico State,13,446,1624,3.64,16,34.31,124.92
89,90,Kentucky,12,428,1490,3.48,9,35.67,124.17
90,91,Bowling Green,12,402,1473,3.66,13,33.50,122.75
91,92,West Virginia,13,417,1595,3.82,25,32.08,122.69
92,93,Louisville,13,466,1580,3.39,13,35.85,121.54
93,94,Western Michigan,13,391,1575,4.03,17,30.08,121.15
94,95,Syracuse,12,396,1445,3.65,10,33.00,120.42
95,96,Marshall,13,446,1561,3.50,9,34.31,120.08
96,97,Connecticut,12,466,1422,3.05,13,38.83,118.50
97,98,Central Michigan,12,333,1389,4.17,7,27.75,115.75
98,99,Wake Forest,13,464,1490,3.21,18,35.69,114.62
99,100,Akron,12,413,1373,3.32,7,34.42,114.42
100,101,SMU,13,355,1479,4.17,25,27.31,113.77
101,102,Idaho,12,391,1359,3.48,12,32.58,113.25
102,103,New Mexico,12,405,1358,3.35,10,33.75,113.17
103,104,Florida State,13,437,1458,3.34,20,33.62,112.15
104,105,East Carolina,12,397,1309,3.30,15,33.08,109.08
105,106,Colorado,13,401,1413,3.52,10,30.85,108.69
106,107,Kent State,12,432,1293,2.99,11,36.00,107.75
107,108,Florida Atlantic,12,387,1268,3.28,10,32.25,105.67
108,109,North Carolina State,13,448,1363,3.04,10,34.46,104.85
109,110,Washington State,12,390,1224,3.14,13,32.50,102.00
110,111,San Jose State,12,363,1222,3.37,17,30.25,101.83
111,112,Rutgers,13,461,1271,2.76,14,35.46,97.77
112,113,Hawai'i,13,303,1240,4.09,22,23.31,95.38
113,114,Arizona,12,331,1134,3.43,17,27.58,94.50
114,115,Duke,12,365,1129,3.09,19,30.42,94.08
115,116,Tennessee,12,392,1081,2.76,11,32.67,90.08
116,117,Troy,12,336,1064,3.17,12,28.00,88.67
117,118,Oregon State,12,318,1041,3.27,12,26.50,86.75
118,119,Memphis,12,378,1008,2.67,10,31.50,84.00
119,120,Miami (Ohio),12,375,886,2.36,11,31.25,73.83
