,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
40,41,South Florida,12,48,41,85.42,27,56.25,14,29.17
41,42,Washington State,12,41,35,85.37,26,63.41,9,21.95
42,43,Mississippi State,13,40,34,85.00,22,55.00,12,30.00
43,44,Purdue,13,52,44,84.62,32,61.54,12,23.08
44,45,Michigan,13,58,49,84.48,37,63.79,12,20.69
45,46,Eastern Michigan,12,32,27,84.38,18,56.25,9,28.13
46,47,Houston,14,76,64,84.21,51,67.11,13,17.11
47,48,Michigan State,14,56,47,83.93,34,60.71,13,23.21
48,49,Central Michigan,12,31,26,83.87,16,51.61,10,32.26
49,50,Louisville,13,37,31,83.78,23,62.16,8,21.62
50,50,Auburn,13,37,31,83.78,22,59.46,9,24.32
51,52,Illinois,13,43,36,83.72,27,62.79,9,20.93
52,53,Iowa,13,49,41,83.67,31,63.27,10,20.41
53,54,Minnesota,12,36,30,83.33,22,61.11,8,22.22
54,55,Miami (Florida),12,41,34,82.93,27,65.85,7,17.07
55,56,Boise State,13,70,58,82.86,52,74.29,6,8.57
56,57,Wake Forest,13,52,43,82.69,28,53.85,15,28.85
57,58,Hawai'i,13,56,46,82.14,38,67.86,8,14.29
58,59,Louisiana-Monroe,12,39,32,82.05,27,69.23,5,12.82
59,60,Arkansas State,13,66,54,81.82,37,56.06,17,25.76
60,60,Georgia,14,55,45,81.82,34,61.82,11,20.00
61,62,Tennessee,12,38,31,81.58,24,63.16,7,18.42
62,63,San Jose State,12,43,35,81.40,19,44.19,16,37.21
63,64,North Carolina,13,48,39,81.25,34,70.83,5,10.42
64,65,Kansas,12,37,30,81.08,24,64.86,6,16.22
65,66,Southern Mississippi,14,58,47,81.03,32,55.17,15,25.86
66,67,Ohio,14,63,51,80.95,31,49.21,20,31.75
67,67,South Carolina,13,42,34,80.95,32,76.19,2,4.76
68,67,Utah,13,42,34,80.95,22,52.38,12,28.57
69,70,Arizona,12,47,38,80.85,32,68.09,6,12.77
70,71,Buffalo,12,36,29,80.56,22,61.11,7,19.44
71,72,USC,12,51,41,80.39,31,60.78,10,19.61
72,73,Clemson,14,56,45,80.36,32,57.14,13,23.21
73,74,Syracuse,12,50,40,80.00,26,52.00,14,28.00
74,74,Wyoming,13,45,36,80.00,30,66.67,6,13.33
75,74,Kentucky,12,30,24,80.00,15,50.00,9,30.00
76,77,BYU,13,54,43,79.63,33,61.11,10,18.52
77,78,Arizona State,13,58,46,79.31,34,58.62,12,20.69
78,78,Nevada,13,58,46,79.31,34,58.62,12,20.69
79,80,Cincinnati,13,52,41,78.85,32,61.54,9,17.31
80,80,Rutgers,13,52,41,78.85,28,53.85,13,25.00
81,82,Tulsa,13,56,44,78.57,33,58.93,11,19.64
82,83,San Diego State,13,51,40,78.43,35,68.63,5,9.80
83,84,Baylor,13,63,49,77.78,41,65.08,8,12.70
84,84,UCF,12,54,42,77.78,30,55.56,12,22.22
85,84,Army,12,45,35,77.78,32,71.11,3,6.67
86,84,Tulane,13,36,28,77.78,21,58.33,7,19.44
87,88,Notre Dame,13,48,37,77.08,32,66.67,5,10.42
88,88,Navy,12,48,37,77.08,30,62.50,7,14.58
89,90,Northwestern,13,61,47,77.05,43,70.49,4,6.56
90,91,Akron,12,26,20,76.92,13,50.00,7,26.92
91,92,Vanderbilt,13,43,33,76.74,25,58.14,8,18.60
92,93,Bowling Green,12,47,36,76.60,28,59.57,8,17.02
93,94,Colorado,13,38,29,76.32,23,60.53,6,15.79
94,95,Penn State,13,42,32,76.19,21,50.00,11,26.19
95,96,Virginia,13,46,35,76.09,23,50.00,12,26.09
96,97,Mississippi,12,25,19,76.00,13,52.00,6,24.00
97,98,Indiana,12,37,28,75.68,18,48.65,10,27.03
98,99,Oregon State,12,45,34,75.56,22,48.89,12,26.67
99,100,SMU,13,53,40,75.47,32,60.38,8,15.09
100,101,UCLA,14,57,43,75.44,35,61.40,8,14.04
101,102,UAB,12,43,32,74.42,20,46.51,12,27.91
102,103,Virginia Tech,14,70,52,74.29,35,50.00,17,24.29
103,104,UNLV,12,27,20,74.07,16,59.26,4,14.81
104,105,New Mexico State,13,38,28,73.68,22,57.89,6,15.79
105,106,Idaho,12,33,24,72.73,19,57.58,5,15.15
106,107,Duke,12,47,34,72.34,26,55.32,8,17.02
107,108,Boston College,12,32,23,71.88,18,56.25,5,15.63
108,109,Miami (Ohio),12,39,28,71.79,27,69.23,1,2.56
109,110,Texas,13,53,38,71.70,27,50.94,11,20.75
110,111,Florida Atlantic,12,30,21,70.00,16,53.33,5,16.67
111,112,UTEP,12,43,30,69.77,22,51.16,8,18.60
112,113,Maryland,12,46,32,69.57,21,45.65,11,23.91
113,114,North Texas,12,39,27,69.23,23,58.97,4,10.26
114,115,Western Kentucky,12,48,33,68.75,30,62.50,3,6.25
115,115,Iowa State,13,48,33,68.75,28,58.33,5,10.42
116,117,Middle Tennessee,12,41,28,68.29,21,51.22,7,17.07
117,118,Colorado State,12,40,27,67.50,19,47.50,8,20.00
118,119,Troy,12,39,26,66.67,19,48.72,7,17.95
119,120,New Mexico,12,29,18,62.07,14,48.28,4,13.79
