,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
102,103,Florida Atlantic,12,52,18,48,1,0,416,34.7
103,103,Ball State,12,54,14,50,0,0,416,34.7
104,105,Memphis,12,55,13,50,1,0,421,35.1
105,106,Fresno State,13,60,14,49,3,0,457,35.2
106,107,Arizona,12,54,16,51,0,1,425,35.4
107,108,Washington,13,58,20,53,2,1,467,35.9
108,109,Colorado,13,63,13,56,1,0,475,36.5
109,110,UAB,12,58,11,58,0,1,441,36.8
110,110,Middle Tennessee,12,59,9,56,1,1,441,36.8
111,110,New Mexico State,13,65,9,59,0,1,478,36.8
112,113,Baylor,13,64,13,55,3,0,484,37.2
113,114,Indiana,12,55,21,53,1,0,448,37.3
114,115,Tulane,13,62,19,58,0,0,487,37.5
115,116,Akron,12,59,17,55,0,1,462,38.5
116,117,Texas Tech,12,62,13,60,0,0,471,39.3
117,118,UNLV,12,64,13,56,3,0,485,40.4
118,119,New Mexico,12,70,4,68,0,0,500,41.7
119,120,Kansas,12,68,15,66,1,2,525,43.8
