,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
61,62,New Mexico,12,67,591,5.6,49.3
62,62,Purdue,13,72,641,5.5,49.3
63,64,Michigan State,14,85,688,6.1,49.1
64,65,Middle Tennessee,12,71,588,5.9,49.0
65,65,Florida Atlantic,12,70,588,5.8,49.0
66,67,Memphis,12,69,587,5.8,48.9
67,68,Virginia,13,67,635,5.2,48.8
68,69,South Florida,12,70,582,5.8,48.5
69,70,Arkansas State,13,80,625,6.2,48.1
70,70,Louisiana-Monroe,12,71,577,5.9,48.1
71,72,UTEP,12,64,576,5.3,48.0
72,73,Florida State,13,75,617,5.8,47.5
73,73,Miami (Ohio),12,64,570,5.3,47.5
74,73,Stanford,13,65,617,5.0,47.5
75,76,Central Michigan,12,64,566,5.3,47.2
76,77,Wisconsin,14,77,660,5.5,47.1
77,77,Northwestern,13,69,612,5.3,47.1
78,79,North Carolina State,13,65,609,5.0,46.8
79,80,Buffalo,12,60,555,5.0,46.3
80,81,Wake Forest,13,70,601,5.4,46.2
81,82,Ohio,14,83,641,5.9,45.8
82,83,Maryland,12,64,547,5.3,45.6
83,84,Georgia,14,94,637,6.7,45.5
84,85,Kansas,12,62,543,5.2,45.3
85,86,Missouri,13,77,583,5.9,44.8
86,86,SMU,13,65,582,5.0,44.8
87,88,BYU,13,74,580,5.7,44.6
88,89,Kent State,12,58,530,4.8,44.2
89,90,Oklahoma,13,81,569,6.2,43.8
90,90,Iowa State,13,71,569,5.5,43.8
91,92,San Jose State,12,58,519,4.8,43.3
92,93,North Texas,12,60,516,5.0,43.0
93,94,Toledo,13,72,553,5.5,42.5
94,95,Troy,12,60,506,5.0,42.2
95,95,Temple,13,60,548,4.6,42.2
96,97,Oklahoma State,13,72,546,5.5,42.0
97,98,East Carolina,12,59,502,4.9,41.8
98,99,Auburn,13,72,539,5.5,41.5
99,99,Marshall,13,68,539,5.2,41.5
100,99,Navy,12,56,498,4.7,41.5
101,102,North Carolina,13,68,524,5.2,40.3
102,102,Miami (Florida),12,62,484,5.2,40.3
103,104,Tulane,13,64,519,4.9,39.9
104,105,New Mexico State,13,58,512,4.5,39.4
105,106,Penn State,13,62,501,4.8,38.5
106,106,Boston College,12,56,462,4.7,38.5
107,106,Illinois,13,59,501,4.5,38.5
108,109,Mississippi,12,60,460,5.0,38.3
109,109,Eastern Michigan,12,56,459,4.7,38.3
110,111,Louisville,13,70,495,5.4,38.1
111,112,Army,12,58,450,4.8,37.5
112,112,Rice,12,51,450,4.3,37.5
113,114,Minnesota,12,54,445,4.5,37.1
114,115,South Carolina,13,64,467,4.9,35.9
115,116,UNLV,12,52,428,4.3,35.7
116,117,Alabama,13,59,453,4.5,34.8
117,118,UCF,12,51,412,4.3,34.3
118,119,Virginia Tech,14,55,477,3.9,34.1
119,120,Georgia Tech,13,54,364,4.2,28.0
