,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
104,105,Vanderbilt,13,59,3818,64.71,4,6.78,1,1
105,106,Tennessee,12,58,3755,64.74,14,24.14,1,0
106,107,SMU,13,62,4016,64.77,20,32.26,3,3
107,108,Rice,12,73,4732,64.82,23,31.51,1,1
108,109,South Carolina,13,54,3502,64.85,15,27.78,1,3
109,110,Oregon State,12,68,4415,64.93,9,13.24,1,0
110,111,UTEP,12,71,4616,65.01,17,23.94,4,0
111,112,Arizona,12,78,5095,65.32,19,24.36,2,1
112,113,Wyoming,13,73,4776,65.42,23,31.51,3,0
113,114,New Mexico,12,83,5431,65.43,16,19.28,4,0
114,115,Ohio State,13,56,3668,65.50,12,21.43,1,0
115,116,Virginia,13,63,4131,65.57,9,14.29,2,1
116,117,Nevada,13,62,4077,65.76,6,9.68,0,1
117,118,Colorado State,12,69,4549,65.93,15,21.74,2,0
118,119,Texas Tech,12,85,5616,66.07,24,28.24,2,2
119,120,Texas A&M,13,66,4367,66.17,20,30.30,4,3
