,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
52,53,South Alabama,12,36,16,32,2,1,302,25.2
53,54,TCU,12,33,24,33,0,0,303,25.3
54,54,Maryland,13,38,21,36,1,0,329,25.3
55,56,Syracuse,13,42,12,40,1,0,330,25.4
56,57,Texas,13,39,21,37,0,1,336,25.8
57,58,Penn State,12,38,15,37,1,1,314,26.2
58,58,Arkansas State,13,43,14,38,1,0,340,26.2
59,58,Middle Tennessee,13,43,13,38,2,1,341,26.2
60,61,Louisiana Tech,12,39,14,39,0,0,315,26.3
61,61,UTSA,12,40,12,38,1,0,316,26.3
62,63,Louisiana-Lafayette,13,43,15,39,1,0,344,26.5
63,64,Duke,14,48,12,45,2,0,373,26.6
64,64,Arizona State,14,48,14,41,0,1,373,26.6
65,66,Miami (Florida),13,43,17,39,0,0,348,26.8
66,66,Michigan,13,40,24,37,0,0,349,26.8
67,68,Kent State,12,40,15,38,0,0,323,26.9
68,69,Northwestern,12,40,16,35,1,0,325,27.1
69,70,Pittsburgh,13,43,18,41,0,0,353,27.2
70,71,Texas State,12,41,13,41,0,1,328,27.3
71,72,Ohio,13,46,12,43,0,1,357,27.5
72,73,Utah,12,41,18,32,2,0,336,28.0
73,74,South Florida,12,43,14,41,0,1,343,28.6
74,74,Central Michigan,12,43,15,38,1,0,343,28.6
75,74,Akron,12,44,12,39,1,1,343,28.6
76,74,Toledo,12,45,10,41,1,0,343,28.6
77,78,Boston College,13,48,13,47,1,0,376,28.9
78,79,Tennessee,12,46,9,45,0,0,348,29.0
79,79,Georgia,13,47,16,43,1,1,377,29.0
80,81,Temple,12,42,21,41,0,1,358,29.8
81,81,Rutgers,13,49,15,46,1,0,387,29.8
82,81,Colorado State,14,52,17,46,4,0,417,29.8
83,84,Louisiana-Monroe,12,46,14,42,1,0,362,30.2
84,84,North Carolina State,12,48,9,43,2,0,362,30.2
85,86,Connecticut,12,46,14,43,0,1,363,30.3
86,86,Fresno State,13,51,13,43,3,0,394,30.3
87,88,Texas Tech,13,51,14,49,0,0,397,30.5
88,89,Arkansas,12,49,9,48,0,0,369,30.8
89,90,Kentucky,12,49,10,46,2,0,374,31.2
90,91,Oregon State,13,51,19,43,1,0,408,31.4
91,92,Army,12,49,13,40,3,0,379,31.6
92,93,San Diego State,13,55,11,49,0,0,412,31.7
93,94,Kansas,12,48,15,45,1,1,382,31.8
94,94,UNLV,13,55,11,49,1,0,414,31.8
95,96,Texas A&M,13,55,12,51,1,0,419,32.2
96,97,Washington State,13,52,19,48,2,1,423,32.5
97,98,Massachusetts,12,50,15,49,0,1,396,33.0
98,99,Virginia,12,51,14,47,2,0,399,33.3
99,99,West Virginia,12,48,21,47,1,0,400,33.3
100,99,SMU,12,54,9,45,2,0,400,33.3
101,102,Tulsa,12,52,15,50,0,0,407,33.9
102,103,Nevada,12,54,12,47,2,1,413,34.4
103,104,San Jose State,12,55,14,45,2,0,421,35.1
104,105,Illinois,12,55,13,52,0,2,425,35.4
105,105,Western Michigan,12,55,15,46,2,0,425,35.4
106,107,Miami (Ohio),12,55,14,54,1,0,428,35.7
107,108,Troy,12,58,10,51,1,0,431,35.9
108,109,Iowa State,12,56,14,54,0,0,432,36.0
109,110,Georgia State,12,59,10,56,0,0,440,36.7
110,110,Wyoming,12,60,7,53,3,0,440,36.7
111,112,Florida International,12,57,15,51,1,2,444,37.0
112,113,Purdue,12,61,9,61,0,1,456,38.0
113,114,Colorado,12,58,16,55,2,2,459,38.3
114,115,Hawai'i,12,59,17,56,1,1,465,38.8
115,115,Indiana,12,63,9,61,0,0,466,38.8
116,117,UTEP,12,62,11,59,2,2,472,39.3
117,118,Air Force,12,67,5,55,4,0,480,40.0
118,119,Southern Mississippi,12,68,10,61,1,1,503,41.9
119,120,New Mexico,12,71,6,69,0,0,513,42.8
120,121,UAB,12,71,10,67,1,0,525,43.8
121,122,New Mexico State,12,71,13,64,3,0,535,44.6
122,123,Eastern Michigan,12,71,15,69,1,0,542,45.2
123,124,California,12,72,16,69,0,1,551,45.9
124,125,Idaho,12,76,10,73,0,1,561,46.8
