,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
65,66,Virginia,12,2048,2795,856,4843,5.66,403.6
66,67,Central Michigan,12,2415,2447,831,4862,5.85,405.2
67,68,Ohio,13,2443,2833,918,5276,5.75,405.8
68,69,Texas,13,2380,2914,966,5294,5.48,407.2
69,70,Louisiana Tech,12,2337,2562,925,4899,5.30,408.3
70,71,Kent State,12,2386,2533,813,4919,6.05,409.9
71,72,Army,12,2560,2370,753,4930,6.55,410.8
72,73,SMU,12,1689,3262,887,4951,5.58,412.6
73,74,Rutgers,13,1310,4056,944,5366,5.68,412.8
74,75,Arkansas State,13,2342,3028,929,5370,5.78,413.1
75,76,Boise State,13,2134,3240,1023,5374,5.25,413.4
76,76,Arkansas,12,2141,2820,814,4961,6.09,413.4
77,78,Ball State,13,2539,2841,965,5380,5.58,413.8
78,79,Northern Illinois,14,2120,3680,1065,5800,5.45,414.3
79,80,Houston,13,1937,3468,1034,5405,5.23,415.8
80,81,Colorado State,14,1965,3860,1011,5825,5.76,416.1
81,82,Missouri,14,2141,3709,1080,5850,5.42,417.9
82,83,Duke,14,2438,3414,1033,5852,5.67,418.0
83,84,Tennessee,12,2488,2533,827,5021,6.07,418.4
84,85,Texas Tech,13,2621,2822,1015,5443,5.36,418.7
85,86,Western Michigan,12,3000,2030,865,5030,5.82,419.2
86,87,Auburn,14,2282,3608,989,5890,5.96,420.7
87,88,Toledo,12,2045,3016,870,5061,5.82,421.8
88,89,Northwestern,12,2012,3069,930,5081,5.46,423.4
89,90,Miami (Florida),13,2295,3248,964,5543,5.75,426.4
90,91,Louisiana-Monroe,12,2271,2851,880,5122,5.82,426.8
91,92,Kentucky,12,2368,2758,819,5126,6.26,427.2
92,93,Boston College,13,2079,3488,941,5567,5.92,428.2
93,94,Florida International,12,2465,2691,784,5156,6.58,429.7
94,95,Tulsa,12,2398,2768,933,5166,5.54,430.5
95,95,Fresno State,13,1915,3682,991,5597,5.65,430.5
96,97,Kansas,12,2287,2901,891,5188,5.82,432.3
97,98,UNLV,13,2812,2820,981,5632,5.74,433.2
98,99,Massachusetts,12,2586,2613,788,5199,6.60,433.3
99,100,Southern Mississippi,12,2695,2531,890,5226,5.87,435.5
100,101,Oregon State,13,2474,3202,924,5676,6.14,436.6
101,102,West Virginia,12,2292,3160,921,5452,5.92,454.3
102,103,Washington State,13,2449,3505,1006,5954,5.92,458.0
103,104,San Jose State,12,2575,2936,898,5511,6.14,459.3
104,105,Purdue,12,2825,2694,886,5519,6.23,459.9
105,106,Iowa State,12,2688,2869,918,5557,6.05,463.1
106,107,Georgia State,12,2668,2915,888,5583,6.29,465.3
107,108,Colorado,12,2502,3114,924,5616,6.08,468.0
108,109,UTEP,12,2974,2646,756,5620,7.43,468.3
109,110,Temple,12,2108,3583,889,5691,6.40,474.3
110,111,Texas A&M,13,2890,3295,973,6185,6.36,475.8
111,112,Illinois,12,2863,2915,867,5778,6.66,481.5
112,113,Wyoming,12,2642,3142,966,5784,5.99,482.0
113,114,Troy,12,2035,3763,869,5798,6.67,483.2
114,115,Miami (Ohio),12,2680,3131,915,5811,6.35,484.3
115,116,Air Force,12,3007,2876,918,5883,6.41,490.3
116,117,Hawai'i,12,2563,3373,994,5936,5.97,494.7
117,118,UAB,12,2656,3318,829,5974,7.21,497.8
118,119,Nevada,12,3102,2962,852,6064,7.12,505.3
119,120,Eastern Michigan,12,3096,3031,805,6127,7.61,510.6
120,121,New Mexico,12,3081,3113,835,6194,7.42,516.2
121,122,Idaho,12,2541,3790,917,6331,6.90,527.6
122,123,Indiana,12,2853,3482,940,6335,6.74,527.9
123,124,California,12,2263,4092,898,6355,7.08,529.6
124,125,New Mexico State,12,3594,3000,862,6594,7.65,549.5
