,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
75,76,North Carolina,13,45,38,84.44,25,55.56,13,28.89
76,76,Texas State,12,45,38,84.44,27,60.00,11,24.44
77,76,Connecticut,12,45,38,84.44,30,66.67,8,17.78
78,79,Mississippi State,13,39,33,84.62,25,64.10,8,20.51
79,79,Temple,12,52,44,84.62,26,50.00,18,34.62
80,79,Kansas,12,52,44,84.62,31,59.62,13,25.00
81,79,Indiana,12,52,44,84.62,36,69.23,8,15.38
82,83,Michigan,13,46,39,84.78,25,54.35,14,30.43
83,84,Florida Atlantic,12,33,28,84.85,20,60.61,8,24.24
84,85,Syracuse,13,40,34,85.00,25,62.50,9,22.50
85,86,Mississippi,13,47,40,85.11,31,65.96,9,19.15
86,87,Georgia,13,48,41,85.42,29,60.42,12,25.00
87,88,Iowa,13,28,24,85.71,15,53.57,9,32.14
88,88,Oklahoma,13,35,30,85.71,20,57.14,10,28.57
89,90,Utah,12,50,43,86.00,29,58.00,14,28.00
90,91,Army,12,51,44,86.27,34,66.67,10,19.61
91,92,Northwestern,12,44,38,86.36,25,56.82,13,29.55
92,93,Texas,13,52,45,86.54,27,51.92,18,34.62
93,93,California,12,52,45,86.54,35,67.31,10,19.23
94,95,Fresno State,13,45,39,86.67,30,66.67,9,20.00
95,96,Georgia State,12,53,46,86.79,39,73.58,7,13.21
96,97,Vanderbilt,13,46,40,86.96,29,63.04,11,23.91
97,97,Arizona State,14,46,40,86.96,30,65.22,10,21.74
98,99,Eastern Michigan,12,54,47,87.04,34,62.96,13,24.07
99,100,Arizona,13,39,34,87.18,26,66.67,8,20.51
100,101,UTSA,12,40,35,87.50,26,65.00,9,22.50
101,101,Rutgers,13,48,42,87.50,32,66.67,10,20.83
102,101,Texas A&M,13,48,42,87.50,35,72.92,7,14.58
103,104,Air Force,12,57,50,87.72,48,84.21,2,3.51
104,105,South Alabama,12,41,36,87.80,25,60.98,11,26.83
105,106,SMU,12,50,44,88.00,37,74.00,7,14.00
106,107,Tulsa,12,51,45,88.24,33,64.71,12,23.53
107,108,Florida International,12,52,46,88.46,31,59.62,15,28.85
108,109,Nebraska,13,44,39,88.64,26,59.09,13,29.55
109,110,Hawai'i,12,53,47,88.68,37,69.81,10,18.87
110,110,New Mexico,12,53,47,88.68,43,81.13,4,7.55
111,112,Virginia,12,46,41,89.13,29,63.04,12,26.09
112,112,Rice,14,46,41,89.13,29,63.04,12,26.09
113,114,Nevada,12,47,42,89.36,35,74.47,7,14.89
114,115,UTEP,12,50,45,90.00,36,72.00,9,18.00
115,116,Toledo,12,51,46,90.20,38,74.51,8,15.69
116,117,Maryland,13,53,48,90.57,30,56.60,18,33.96
117,118,Kansas State,13,44,40,90.91,25,56.82,15,34.09
118,119,Oregon State,13,48,44,91.67,29,60.42,15,31.25
119,119,UAB,12,60,55,91.67,48,80.00,7,11.67
120,121,Pittsburgh,13,40,37,92.50,24,60.00,13,32.50
121,122,Purdue,12,56,52,92.86,44,78.57,8,14.29
122,123,Southern Mississippi,12,56,53,94.64,46,82.14,7,12.50
123,124,North Carolina State,12,40,38,95.00,32,80.00,6,15.00
124,125,San Diego State,13,43,41,95.35,37,86.05,4,9.30
