,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
78,79,Mississippi State,13,55,44,80.00,35,63.64,9,16.36
79,79,Miami (Florida),13,55,44,80.00,33,60.00,11,20.00
80,79,South Alabama,12,50,40,80.00,29,58.00,11,22.00
81,79,Michigan State,14,50,40,80.00,28,56.00,12,24.00
82,79,Notre Dame,13,45,36,80.00,24,53.33,12,26.67
83,79,West Virginia,12,40,32,80.00,21,52.50,11,27.50
84,79,Kentucky,12,35,28,80.00,19,54.29,9,25.71
85,86,Alabama,13,54,43,79.63,35,64.81,8,14.81
86,87,San Jose State,12,44,35,79.55,22,50.00,13,29.55
87,88,Oregon State,13,68,54,79.41,43,63.24,11,16.18
88,89,Troy,12,53,42,79.25,35,66.04,7,13.21
89,90,Illinois,12,48,38,79.17,28,58.33,10,20.83
90,91,Louisiana Tech,12,43,34,79.07,21,48.84,13,30.23
91,92,Arkansas,12,38,30,78.95,23,60.53,7,18.42
92,93,Tulsa,12,47,37,78.72,22,46.81,15,31.91
93,94,Washington State,13,51,40,78.43,32,62.75,8,15.69
94,95,Oregon,13,74,58,78.38,49,66.22,9,12.16
95,95,Temple,12,37,29,78.38,26,70.27,3,8.11
96,97,Akron,12,32,25,78.13,19,59.38,6,18.75
97,98,SMU,12,50,39,78.00,27,54.00,12,24.00
98,99,UNLV,13,54,42,77.78,36,66.67,6,11.11
99,99,Georgia State,12,27,21,77.78,16,59.26,5,18.52
100,101,Middle Tennessee,13,53,41,77.36,31,58.49,10,18.87
101,102,Tennessee,12,44,34,77.27,25,56.82,9,20.45
102,103,North Carolina State,12,39,30,76.92,17,43.59,13,33.33
103,104,Central Michigan,12,43,33,76.74,22,51.16,11,25.58
104,105,Kent State,12,34,26,76.47,19,55.88,7,20.59
105,106,Rutgers,13,55,42,76.36,30,54.55,12,21.82
106,107,Iowa,13,54,41,75.93,28,51.85,13,24.07
107,108,Idaho,12,37,28,75.68,19,51.35,9,24.32
108,109,Hawai'i,12,40,30,75.00,25,62.50,5,12.50
109,109,Eastern Michigan,12,32,24,75.00,20,62.50,4,12.50
110,111,Mississippi,13,46,34,73.91,24,52.17,10,21.74
111,112,Virginia Tech,13,42,31,73.81,23,54.76,8,19.05
112,113,Cincinnati,13,57,42,73.68,36,63.16,6,10.53
113,113,South Florida,12,19,14,73.68,7,36.84,7,36.84
114,115,Southern Mississippi,12,34,25,73.53,17,50.00,8,23.53
115,116,Purdue,12,26,19,73.08,15,57.69,4,15.38
116,117,California,12,43,31,72.09,21,48.84,10,23.26
117,118,Florida International,12,25,18,72.00,12,48.00,6,24.00
118,119,Massachusetts,12,21,15,71.43,10,47.62,5,23.81
119,120,San Diego State,13,52,37,71.15,31,59.62,6,11.54
120,121,Florida,12,43,30,69.77,19,44.19,11,25.58
121,122,Kansas,12,33,23,69.70,14,42.42,9,27.27
122,123,UTEP,12,36,25,69.44,20,55.56,5,13.89
123,124,Louisiana-Monroe,12,38,25,65.79,21,55.26,4,10.53
124,125,Miami (Ohio),12,19,12,63.16,10,52.63,2,10.53
