,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
91,92,South Carolina,13,42,943,22.45,1,3.2,72.5
92,93,Louisville,13,68,1540,22.65,0,5.2,118.5
93,94,Wake Forest,12,37,844,22.81,1,3.1,70.3
94,95,New Mexico,12,50,1145,22.90,0,4.2,95.4
95,96,Utah,12,54,1237,22.91,2,4.5,103.1
96,97,West Virginia,12,42,963,22.93,0,3.5,80.3
97,98,North Carolina,13,57,1317,23.11,1,4.4,101.3
98,99,LSU,13,40,926,23.15,1,3.1,71.2
99,100,Colorado,12,31,721,23.26,0,2.6,60.1
100,101,Oklahoma,13,36,838,23.28,0,2.8,64.5
101,101,Iowa,13,39,908,23.28,0,3.0,69.8
102,103,Michigan,13,34,792,23.29,0,2.6,60.9
103,104,Fresno State,13,60,1403,23.38,2,4.6,107.9
104,105,Massachusetts,12,29,679,23.41,0,2.4,56.6
105,106,Middle Tennessee,13,47,1111,23.64,0,3.6,85.5
106,107,Tulsa,12,22,522,23.73,1,1.8,43.5
107,108,New Mexico State,12,34,811,23.85,2,2.8,67.6
108,109,Connecticut,12,43,1035,24.07,0,3.6,86.3
109,110,Penn State,12,49,1186,24.20,2,4.1,98.8
110,111,Arkansas,12,12,291,24.25,0,1.0,24.3
111,112,Washington,13,70,1698,24.26,2,5.4,130.6
112,113,Purdue,12,31,760,24.52,1,2.6,63.3
113,114,Florida Atlantic,12,37,913,24.68,0,3.1,76.1
114,115,Illinois,12,29,719,24.79,0,2.4,59.9
115,116,Texas,13,44,1098,24.95,0,3.4,84.5
116,117,BYU,13,41,1028,25.07,2,3.2,79.1
117,118,South Florida,12,26,658,25.31,0,2.2,54.8
118,119,TCU,12,28,711,25.39,1,2.3,59.3
119,120,Tennessee,12,40,1017,25.43,1,3.3,84.8
120,121,Florida International,12,30,764,25.47,1,2.5,63.7
121,122,Notre Dame,13,40,1027,25.68,0,3.1,79.0
122,123,Auburn,14,28,722,25.79,1,2.0,51.6
123,124,North Carolina State,12,26,674,25.92,1,2.2,56.2
124,125,Idaho,12,26,788,30.31,1,2.2,65.7
