,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
32,33,Alabama,13,2673,3230,826,5903,7.15,454.1
33,34,California,12,1485,3957,1046,5442,5.20,453.5
34,35,LSU,13,2630,3263,849,5893,6.94,453.3
35,36,South Carolina,13,2580,3300,920,5880,6.39,452.3
36,37,Oklahoma State,13,2231,3603,987,5834,5.91,448.8
37,38,UCLA,13,2556,3269,958,5825,6.08,448.1
38,39,Toledo,12,2887,2481,843,5368,6.37,447.3
39,40,UCF,13,2079,3661,875,5740,6.56,441.5
40,41,SMU,12,1125,4097,945,5222,5.53,435.2
41,42,Mississippi State,13,2469,3178,956,5647,5.91,434.4
42,43,Penn State,12,2088,3110,910,5198,5.71,433.2
43,44,Georgia Tech,13,3891,1695,916,5586,6.10,429.7
44,45,Nevada,12,2183,2968,974,5151,5.29,429.3
45,46,Illinois,12,1668,3452,866,5120,5.91,426.7
46,47,Duke,14,2492,3474,1016,5966,5.87,426.1
47,48,Miami (Florida),13,2084,3452,820,5536,6.75,425.8
48,49,North Carolina,13,1928,3606,943,5534,5.87,425.7
49,50,South Alabama,12,2073,3033,882,5106,5.79,425.5
50,51,San Diego State,13,2166,3358,972,5524,5.68,424.9
51,52,Oklahoma,13,2911,2588,942,5499,5.84,423.0
52,53,New Mexico,12,3706,1365,781,5071,6.49,422.6
53,54,Washington State,13,694,4784,999,5478,5.48,421.4
54,55,Houston,13,1807,3647,953,5454,5.72,419.5
55,56,Louisiana-Lafayette,13,2672,2759,883,5431,6.15,417.8
56,56,UTSA,12,2105,2909,838,5014,5.98,417.8
57,58,Hawai'i,12,1375,3617,947,4992,5.27,416.0
58,59,Nebraska,13,2804,2557,962,5361,5.57,412.4
59,60,Utah State,14,2503,3258,1072,5761,5.37,411.5
60,61,UNLV,13,2243,3105,990,5348,5.40,411.4
61,62,Navy,13,4230,1117,921,5347,5.81,411.3
62,63,West Virginia,12,1784,3145,891,4929,5.53,410.8
63,64,North Texas,13,2349,2987,951,5336,5.61,410.5
64,65,Texas,13,2551,2762,1005,5313,5.29,408.7
65,66,Arkansas State,13,2686,2615,947,5301,5.60,407.8
66,67,Middle Tennessee,13,2576,2707,929,5283,5.69,406.4
67,68,Notre Dame,13,1962,3313,869,5275,6.07,405.8
68,69,Stanford,14,2904,2776,895,5680,6.35,405.7
69,70,Rice,14,3183,2495,1046,5678,5.43,405.6
70,71,North Carolina State,12,1952,2890,945,4842,5.12,403.5
71,72,Kansas State,13,2314,2921,828,5235,6.32,402.7
72,73,Northwestern,12,2069,2726,889,4795,5.39,399.6
73,74,USC,14,2408,3179,924,5587,6.05,399.1
74,75,Temple,12,1792,2996,840,4788,5.70,399.0
75,76,Utah,12,1929,2835,864,4764,5.51,397.0
76,77,Maryland,13,1929,3226,890,5155,5.79,396.5
77,78,Buffalo,13,2176,2955,965,5131,5.32,394.7
78,79,UAB,12,2137,2578,808,4715,5.84,392.9
79,80,Army,12,3717,931,847,4648,5.49,387.3
80,81,Michigan State,14,2433,2964,999,5397,5.40,385.5
81,82,New Mexico State,12,1716,2900,851,4616,5.42,384.7
82,83,Florida Atlantic,12,2190,2375,852,4565,5.36,380.4
83,84,Ohio,13,1742,3190,887,4932,5.56,379.4
84,85,Iowa,13,2338,2562,931,4900,5.26,376.9
85,86,Syracuse,13,2539,2360,959,4899,5.11,376.8
86,87,Michigan,13,1634,3221,893,4855,5.44,373.5
87,88,Colorado,12,1450,2989,832,4439,5.34,369.9
88,89,Kent State,12,2189,2238,797,4427,5.55,368.9
89,90,Virginia,12,1879,2542,995,4421,4.44,368.4
90,91,Idaho,12,1654,2766,924,4420,4.78,368.3
91,92,Air Force,12,3152,1259,811,4411,5.44,367.6
92,93,Boston College,13,2762,2012,791,4774,6.04,367.2
93,94,Vanderbilt,13,1807,2958,880,4765,5.41,366.5
94,95,Louisiana Tech,12,1922,2472,858,4394,5.12,366.2
95,96,Rutgers,13,1684,3063,897,4747,5.29,365.2
96,97,Iowa State,12,1726,2630,903,4356,4.82,363.0
97,98,Pittsburgh,13,1634,3074,853,4708,5.52,362.2
98,99,Louisiana-Monroe,12,1474,2850,860,4324,5.03,360.3
99,100,Arkansas,12,2504,1782,775,4286,5.53,357.2
100,101,Tulsa,12,1977,2297,912,4274,4.69,356.2
101,102,Virginia Tech,13,1557,3071,925,4628,5.00,356.0
102,103,Georgia State,12,1227,3036,794,4263,5.37,355.3
103,104,Tennessee,12,2261,1979,804,4240,5.27,353.3
104,105,UTEP,12,2213,1959,825,4172,5.06,347.7
105,106,TCU,12,1423,2715,822,4138,5.03,344.8
106,107,Minnesota,13,2538,1925,853,4463,5.23,343.3
107,108,Akron,12,1471,2633,837,4104,4.90,342.0
108,109,Kentucky,12,1775,2321,774,4096,5.29,341.3
109,110,Central Michigan,12,1593,2500,756,4093,5.41,341.1
110,111,Eastern Michigan,12,1896,2137,781,4033,5.16,336.1
111,112,Western Michigan,12,1394,2532,827,3926,4.75,327.2
112,113,Texas State,12,2058,1857,771,3915,5.08,326.3
113,114,Connecticut,12,1010,2810,826,3820,4.62,318.3
114,115,Florida,12,1749,2051,793,3800,4.79,316.7
115,116,Southern Mississippi,12,875,2911,820,3786,4.62,315.5
116,117,Memphis,12,1660,2078,799,3738,4.68,311.5
117,118,Tulane,13,1639,2399,870,4038,4.64,310.6
118,119,Kansas,12,1851,1685,825,3536,4.29,294.7
119,120,Wake Forest,12,1145,2359,801,3504,4.37,292.0
120,121,Purdue,12,805,2590,745,3395,4.56,282.9
121,122,Massachusetts,12,1502,1877,787,3379,4.29,281.6
122,123,South Florida,12,1075,2002,715,3077,4.30,256.4
123,124,Miami (Ohio),12,1219,1491,737,2710,3.68,225.8
124,125,Florida International,12,955,1713,738,2668,3.62,222.3
