,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
82,83,Marshall,14,21,195,9.29,2,1.5,13.9
83,84,Indiana,12,15,140,9.33,1,1.3,11.7
84,85,Notre Dame,13,17,161,9.47,0,1.3,12.4
85,86,Florida Atlantic,12,28,267,9.54,1,2.3,22.3
86,87,UNLV,13,23,222,9.65,1,1.8,17.1
87,88,Miami (Ohio),12,51,495,9.71,0,4.3,41.3
88,89,Colorado State,14,33,321,9.73,1,2.4,22.9
89,90,San Jose State,12,17,168,9.88,0,1.4,14.0
90,91,Tennessee,12,22,218,9.91,1,1.8,18.2
91,92,Arizona State,14,19,191,10.05,0,1.4,13.6
92,93,Virginia,12,22,222,10.09,1,1.8,18.5
93,94,Western Kentucky,12,11,112,10.18,0,0.9,9.3
94,95,Minnesota,13,26,271,10.42,0,2.0,20.8
95,96,Oklahoma State,13,19,199,10.47,1,1.5,15.3
96,97,Tulsa,12,31,331,10.68,2,2.6,27.6
97,98,Texas A&M,13,16,171,10.69,0,1.2,13.2
98,99,TCU,12,17,183,10.76,1,1.4,15.3
99,100,Central Michigan,12,24,259,10.79,2,2.0,21.6
100,101,Texas Tech,13,34,368,10.82,1,2.6,28.3
101,102,Duke,14,20,217,10.85,2,1.4,15.5
102,103,Nevada,12,24,272,11.33,1,2.0,22.7
103,104,Iowa State,12,16,182,11.38,2,1.3,15.2
104,105,Western Michigan,12,28,322,11.50,2,2.3,26.8
105,106,Middle Tennessee,13,28,323,11.54,1,2.2,24.8
106,107,Virginia Tech,13,33,384,11.64,2,2.5,29.5
107,108,New Mexico,12,18,213,11.83,1,1.5,17.8
108,109,Idaho,12,33,399,12.09,0,2.8,33.3
109,110,Miami (Florida),13,16,196,12.25,0,1.2,15.1
110,111,Texas State,12,23,286,12.43,0,1.9,23.8
111,112,Kansas State,13,10,128,12.80,0,0.8,9.8
112,113,Arkansas,12,19,250,13.16,1,1.6,20.8
113,114,Southern Mississippi,12,30,416,13.87,0,2.5,34.7
114,115,Louisiana-Lafayette,13,11,157,14.27,0,0.8,12.1
115,116,Georgia State,12,13,199,15.31,1,1.1,16.6
116,117,Cincinnati,13,17,263,15.47,1,1.3,20.2
117,118,Oklahoma,13,20,312,15.60,1,1.5,24.0
118,119,SMU,12,15,240,16.00,1,1.3,20.0
119,120,Pittsburgh,13,24,390,16.25,3,1.8,30.0
120,121,Ohio State,14,7,115,16.43,1,0.5,8.2
121,122,Baylor,13,12,202,16.83,0,0.9,15.5
122,123,Florida State,14,14,237,16.93,0,1.0,16.9
123,124,California,12,22,444,20.18,5,1.8,37.0
124,125,Eastern Michigan,12,11,241,21.91,0,0.9,20.1
