,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
61,62,Louisville,13,40,2438,60.95,11,27.50,1,1
62,63,North Texas,13,48,2926,60.96,11,22.92,1,1
63,64,Indiana,12,83,5061,60.98,32,38.55,0,2
64,65,California,12,101,6162,61.01,28,27.72,3,0
65,66,Houston,13,62,3783,61.02,14,22.58,1,2
66,66,Mississippi State,13,62,3783,61.02,32,51.61,0,0
67,68,Washington,13,64,3907,61.05,20,31.25,2,0
68,69,North Carolina State,12,69,4214,61.07,20,28.99,3,0
69,70,South Florida,12,68,4156,61.12,19,27.94,1,1
70,71,Michigan State,14,46,2813,61.15,26,56.52,1,1
71,72,Florida Atlantic,12,57,3486,61.16,31,54.39,0,0
72,72,Middle Tennessee,13,68,4159,61.16,29,42.65,1,0
73,74,Tulane,13,59,3612,61.22,26,44.07,1,1
74,75,Miami (Florida),13,72,4410,61.25,10,13.89,0,2
75,76,BYU,13,64,3923,61.30,19,29.69,0,0
76,77,Vanderbilt,13,65,3985,61.31,18,27.69,1,1
77,78,Rice,14,68,4171,61.34,33,48.53,2,2
78,79,Boise State,13,64,3927,61.36,14,21.88,2,2
79,80,Penn State,12,59,3622,61.39,22,37.29,1,1
80,81,UTEP,12,84,5162,61.45,35,41.67,1,0
81,82,Michigan,13,71,4368,61.52,20,28.17,0,0
82,83,Florida International,12,84,5179,61.65,44,52.38,4,0
83,84,Georgia State,12,80,4933,61.66,22,27.50,0,0
84,85,Auburn,14,73,4505,61.71,31,42.47,2,1
85,86,Texas A&M,13,75,4629,61.72,25,33.33,2,4
86,87,Louisiana-Monroe,12,68,4199,61.75,31,45.59,1,3
87,88,Texas,13,68,4202,61.79,24,35.29,2,1
88,88,Nevada,12,76,4696,61.79,37,48.68,2,0
89,90,Utah,12,67,4143,61.84,29,43.28,1,1
90,91,Colorado,12,84,5198,61.88,32,38.10,3,2
91,92,SMU,12,66,4087,61.92,19,28.79,1,6
92,93,Pittsburgh,13,70,4337,61.96,20,28.57,1,3
93,94,Wyoming,12,76,4712,62.00,44,57.89,0,3
94,95,Purdue,12,82,5090,62.07,33,40.24,0,0
95,96,Wake Forest,12,60,3726,62.10,38,63.33,1,0
96,97,Kentucky,12,72,4472,62.11,33,45.83,1,0
97,98,East Carolina,13,61,3792,62.16,31,50.82,2,4
98,99,Washington State,13,82,5109,62.30,30,36.59,2,0
99,100,Idaho,12,96,5982,62.31,45,46.88,2,1
100,101,South Carolina,13,52,3244,62.38,17,32.69,0,2
101,101,Arizona State,14,74,4616,62.38,27,36.49,1,2
102,103,Duke,14,74,4617,62.39,35,47.30,1,0
103,104,West Virginia,12,78,4867,62.40,23,29.49,2,0
104,105,Missouri,14,66,4119,62.41,36,54.55,0,2
105,106,Tulsa,12,77,4809,62.45,32,41.56,4,0
106,107,Colorado State,14,81,5059,62.46,37,45.68,0,0
107,108,UNLV,13,79,4937,62.49,26,32.91,2,0
108,109,Tennessee,12,65,4070,62.62,26,40.00,2,1
109,109,Syracuse,13,66,4133,62.62,27,40.91,2,0
110,111,Cincinnati,13,56,3507,62.63,20,35.71,3,1
111,111,South Alabama,12,60,3758,62.63,31,51.67,1,3
112,113,UTSA,12,64,4011,62.67,28,43.75,0,0
113,113,Texas Tech,13,75,4700,62.67,37,49.33,1,3
114,113,Georgia,13,75,4700,62.67,47,62.67,2,0
115,116,Utah State,14,55,3449,62.71,28,50.91,2,2
116,116,Georgia Tech,13,58,3637,62.71,18,31.03,0,1
117,116,Arkansas,12,69,4327,62.71,33,47.83,1,0
118,119,TCU,12,64,4020,62.81,24,37.50,2,1
119,120,New Mexico State,12,95,5975,62.89,45,47.37,3,1
120,121,Bowling Green,14,47,2958,62.94,22,46.81,0,2
121,122,Virginia Tech,13,53,3338,62.98,19,35.85,1,3
122,123,LSU,13,60,3792,63.20,23,38.33,0,3
123,124,Arizona,13,67,4252,63.46,32,47.76,2,1
124,125,Air Force,12,82,5248,64.00,54,65.85,0,1
