,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
89,90,TCU,12,79,649,6.6,54.1
90,91,Virginia,12,81,659,6.8,54.9
91,92,UTSA,12,75,666,6.3,55.5
92,93,Colorado State,14,76,779,5.4,55.6
93,93,Oklahoma,13,87,723,6.7,55.6
94,95,Utah State,14,84,782,6.0,55.9
95,96,Ohio,13,74,732,5.7,56.3
96,96,LSU,13,90,732,6.9,56.3
97,98,USC,14,95,808,6.8,57.7
98,99,Cincinnati,13,80,752,6.2,57.8
99,100,Idaho,12,80,698,6.7,58.2
100,101,San Diego State,13,88,768,6.8,59.1
101,102,Florida,12,89,711,7.4,59.3
102,103,Kansas,12,88,713,7.3,59.4
103,104,Oklahoma State,13,87,780,6.7,60.0
104,105,Arkansas State,13,94,783,7.2,60.2
105,106,Western Michigan,12,83,724,6.9,60.3
106,107,Buffalo,13,77,798,5.9,61.4
107,108,Syracuse,13,99,804,7.6,61.8
108,109,Texas State,12,87,751,7.3,62.6
109,110,Tulane,13,92,815,7.1,62.7
110,111,North Carolina,13,96,831,7.4,63.9
111,112,SMU,12,90,770,7.5,64.2
112,113,Louisville,13,92,836,7.1,64.3
113,114,BYU,13,102,863,7.8,66.4
114,115,Hawai'i,12,89,806,7.4,67.2
115,116,California,12,85,810,7.1,67.5
116,117,Houston,13,98,881,7.5,67.8
117,118,Oregon,13,106,912,8.2,70.2
118,119,Washington,13,105,932,8.1,71.7
119,120,Memphis,12,92,862,7.7,71.8
120,121,South Florida,12,102,872,8.5,72.7
121,122,UCLA,13,105,950,8.1,73.1
122,123,Troy,12,88,895,7.3,74.6
123,124,Texas Tech,13,104,978,8.0,75.2
124,125,Baylor,13,120,1074,9.2,82.6
