,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
93,93,Illinois,12,411,1668,4.06,20,34.25,139.00
94,93,Vanderbilt,13,504,1807,3.59,34,38.77,139.00
95,96,Memphis,12,438,1660,3.79,14,36.50,138.33
96,97,Idaho,12,501,1654,3.30,12,41.75,137.83
97,98,San Jose State,12,432,1648,3.81,12,36.00,137.33
98,99,Ohio,13,462,1742,3.77,16,35.54,134.00
99,100,Central Michigan,12,410,1593,3.89,16,34.17,132.75
100,101,Rutgers,13,455,1684,3.70,17,35.00,129.54
101,102,Tulane,13,461,1639,3.56,15,35.46,126.08
102,103,Pittsburgh,13,452,1634,3.62,20,34.77,125.69
103,103,Michigan,13,498,1634,3.28,27,38.31,125.69
104,105,Massachusetts,12,448,1502,3.35,5,37.33,125.17
105,106,California,12,426,1485,3.49,10,35.50,123.75
106,107,Louisiana-Monroe,12,389,1474,3.79,10,32.42,122.83
107,108,Akron,12,418,1471,3.52,12,34.83,122.58
108,109,Colorado,12,421,1450,3.44,10,35.08,120.83
109,110,Virginia Tech,13,493,1557,3.16,17,37.92,119.77
110,111,TCU,12,403,1423,3.53,20,33.58,118.58
111,112,Texas Tech,13,421,1532,3.64,19,32.38,117.85
112,113,Western Michigan,12,389,1394,3.58,10,32.42,116.17
113,114,Hawai'i,12,428,1375,3.21,12,35.67,114.58
114,115,Georgia State,12,364,1227,3.37,9,30.33,102.25
115,116,Miami (Ohio),12,451,1219,2.70,5,37.58,101.58
116,117,Wake Forest,12,387,1145,2.96,11,32.25,95.42
117,118,Oregon State,13,355,1227,3.46,15,27.31,94.38
118,119,SMU,12,326,1125,3.45,13,27.17,93.75
119,120,South Florida,12,358,1075,3.00,4,29.83,89.58
120,121,Connecticut,12,387,1010,2.61,12,32.25,84.17
121,122,Florida International,12,445,955,2.15,5,37.08,79.58
122,123,Southern Mississippi,12,335,875,2.61,5,27.92,72.92
123,124,Purdue,12,319,805,2.52,6,26.58,67.08
124,125,Washington State,13,243,694,2.86,10,18.69,53.38
