,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
75,76,Arizona,13,83,5046,60.80,37,44.58,2,0
76,77,Florida,12,51,3100,60.78,18,35.29,0,0
77,78,Connecticut,12,54,3279,60.72,11,20.37,0,0
78,79,Clemson,13,95,5759,60.62,40,42.11,4,0
79,80,Iowa State,12,55,3333,60.60,22,40.00,0,4
80,81,Central Michigan,12,58,3514,60.59,14,24.14,1,0
81,82,Florida State,14,128,7754,60.58,47,36.72,6,0
82,83,Colorado State,14,94,5678,60.40,31,32.98,4,1
83,84,Washington,13,92,5552,60.35,19,20.65,1,0
84,84,Utah,12,69,4164,60.35,15,21.74,0,2
85,86,Kansas,12,44,2655,60.34,22,50.00,0,0
86,87,Ohio State,14,107,6446,60.24,28,26.17,4,1
87,88,Wisconsin,13,85,5119,60.22,15,17.65,0,1
88,89,SMU,12,57,3429,60.16,20,35.09,0,5
89,90,San Jose State,12,75,4510,60.13,32,42.67,2,1
90,91,Georgia,13,88,5288,60.09,21,23.86,1,2
91,92,Oklahoma State,13,92,5520,60.00,21,22.83,3,0
92,93,Louisville,13,90,5398,59.98,17,18.89,4,0
93,94,Pittsburgh,13,67,4018,59.97,12,17.91,1,2
94,95,Middle Tennessee,13,71,4254,59.92,23,32.39,0,1
95,96,Kansas State,13,83,4971,59.89,26,31.33,2,0
96,97,Michigan,13,76,4545,59.80,37,48.68,4,1
97,98,Northern Illinois,14,102,6089,59.70,32,31.37,6,2
98,99,Southern Mississippi,12,47,2805,59.68,9,19.15,1,0
99,100,Kentucky,12,51,3041,59.63,8,15.69,1,2
100,101,East Carolina,13,93,5536,59.53,30,32.26,4,1
101,102,UNLV,13,73,4345,59.52,17,23.29,4,1
102,103,Louisiana Tech,12,53,3152,59.47,11,20.75,4,1
103,104,California,12,56,3324,59.36,20,35.71,5,4
104,105,Baylor,13,118,6981,59.16,43,36.44,4,1
105,106,Kent State,12,53,3125,58.96,13,24.53,0,0
106,107,Purdue,12,38,2234,58.79,6,15.79,0,4
107,108,Troy,12,76,4460,58.68,29,38.16,0,0
108,109,Colorado,12,61,3578,58.66,26,42.62,1,5
109,110,Ohio,13,74,4298,58.08,9,12.16,0,1
110,111,Temple,12,56,3243,57.91,6,10.71,2,2
111,112,Massachusetts,12,39,2243,57.51,7,17.95,2,1
112,113,Syracuse,13,62,3551,57.27,12,19.35,2,0
113,114,Army,12,56,3206,57.25,14,25.00,2,2
114,115,Ball State,13,95,5421,57.06,19,20.00,5,1
115,115,Florida International,12,35,1997,57.06,4,11.43,1,0
116,117,Akron,12,53,2989,56.40,14,26.42,0,0
117,118,Fresno State,13,97,5369,55.35,21,21.65,3,1
118,119,Buffalo,13,71,3927,55.31,14,19.72,6,3
119,120,Georgia State,12,44,2412,54.82,10,22.73,1,4
120,121,Miami (Ohio),12,30,1629,54.30,6,20.00,0,3
121,122,Western Michigan,12,48,2570,53.54,4,8.33,2,2
122,123,South Alabama,12,73,3906,53.51,5,6.85,1,0
123,124,New Mexico State,12,52,2736,52.62,13,25.00,1,2
124,125,Eastern Michigan,12,47,2454,52.21,3,6.38,4,0
