,Rank,Name,G,Rush,Pass,Penalty,Total,Total/G
86,86,Auburn,13,109,127,31,267,20.5
87,86,Arkansas,13,111,136,20,267,20.5
88,86,New Mexico State,13,126,119,22,267,20.5
89,90,Illinois,12,106,128,14,248,20.7
90,91,North Texas,12,122,109,18,249,20.8
91,91,San Diego State,12,114,116,20,250,20.8
92,91,Florida State,13,128,121,22,271,20.8
93,94,Hawai'i,13,149,116,9,274,21.1
94,95,San Jose State,12,147,96,11,254,21.2
95,96,Stanford,13,97,156,24,277,21.3
96,97,Florida Atlantic,12,124,113,23,260,21.7
97,98,Colorado State,12,112,134,16,262,21.8
98,98,Western Michigan,12,116,132,14,262,21.8
99,98,Troy,13,96,163,24,283,21.8
100,101,Iowa State,13,122,148,16,286,22.0
101,101,Texas A&M,13,123,144,19,286,22.0
102,103,Toledo,12,106,134,25,265,22.1
103,104,Wyoming,13,125,140,24,289,22.2
104,105,Baylor,12,115,135,17,267,22.3
105,105,Utah State,12,119,124,25,268,22.3
106,105,Indiana,12,123,120,25,268,22.3
107,108,UNLV,12,120,130,19,269,22.4
108,108,Idaho,13,101,171,19,291,22.4
109,110,Southern Mississippi,13,107,163,22,292,22.5
110,111,New Mexico,12,115,137,20,272,22.7
111,112,Rice,12,114,147,12,273,22.8
112,112,Tulane,12,131,128,14,273,22.8
113,112,Memphis,12,104,150,20,274,22.8
114,115,Western Kentucky,12,144,124,11,279,23.3
115,116,UTEP,12,129,137,19,285,23.8
116,116,Florida International,12,139,132,14,285,23.8
117,118,UAB,12,102,162,26,290,24.2
118,119,Houston,14,177,146,17,340,24.3
119,120,Washington State,12,145,141,18,305,25.4
