,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
82,82,Wisconsin,13,36,30,83.33,21,58.33,9,25.00
83,82,Kansas State,12,36,30,83.33,23,63.89,7,19.44
84,82,West Virginia,13,42,35,83.33,19,45.24,16,38.10
85,86,Western Kentucky,12,67,56,83.58,47,70.15,9,13.43
86,87,Missouri,13,55,46,83.64,32,58.18,14,25.45
87,88,Vanderbilt,12,38,32,84.21,23,60.53,9,23.68
88,89,Oregon State,13,45,38,84.44,33,73.33,5,11.11
89,90,Arizona,13,41,35,85.37,26,63.41,9,21.95
90,91,Clemson,14,35,30,85.71,20,57.14,10,28.57
91,92,UTEP,12,57,49,85.96,40,70.18,9,15.79
92,93,Auburn,13,50,43,86.00,31,62.00,12,24.00
93,94,Southern Mississippi,13,43,37,86.05,25,58.14,12,27.91
94,95,Idaho,13,51,44,86.27,40,78.43,4,7.84
95,96,Wake Forest,12,38,33,86.84,26,68.42,7,18.42
96,97,California,13,46,40,86.96,25,54.35,15,32.61
97,98,Syracuse,12,39,34,87.18,26,66.67,8,20.51
98,99,Louisville,12,47,41,87.23,27,57.45,14,29.79
99,99,Kansas,12,47,41,87.23,29,61.70,12,25.53
100,99,UNLV,12,47,41,87.23,31,65.96,10,21.28
101,102,Louisiana-Monroe,12,40,35,87.50,29,72.50,6,15.00
102,102,Troy,13,48,42,87.50,32,66.67,10,20.83
103,104,Utah State,12,49,43,87.76,38,77.55,5,10.20
104,105,Connecticut,13,42,37,88.10,25,59.52,12,28.57
105,105,Nevada,13,42,37,88.10,29,69.05,8,19.05
106,105,Cincinnati,13,42,37,88.10,30,71.43,7,16.67
107,108,Toledo,12,60,53,88.33,45,75.00,8,13.33
108,109,Michigan,12,43,38,88.37,24,55.81,14,32.56
109,110,Tennessee,13,44,39,88.64,20,45.45,19,43.18
110,110,Maryland,12,44,39,88.64,25,56.82,14,31.82
111,110,Stanford,13,44,39,88.64,28,63.64,11,25.00
112,113,North Texas,12,53,47,88.68,37,69.81,10,18.87
113,114,Hawai'i,13,55,49,89.09,37,67.27,12,21.82
114,115,North Carolina,13,38,34,89.47,18,47.37,16,42.11
115,115,Memphis,12,57,51,89.47,36,63.16,15,26.32
116,117,Virginia,12,48,43,89.58,26,54.17,17,35.42
117,118,Rice,12,61,55,90.16,45,73.77,10,16.39
118,119,Michigan State,13,43,39,90.70,28,65.12,11,25.58
119,120,Florida Atlantic,12,49,45,91.84,36,73.47,9,18.37
