,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
58,59,New Mexico State,13,82,3337,40.70,6.3,256.7
59,60,Texas Tech,13,46,1870,40.65,3.5,143.8
60,61,Louisiana-Lafayette,12,66,2682,40.64,5.5,223.5
61,62,Kent State,12,76,3085,40.59,6.3,257.1
62,63,Louisville,12,58,2349,40.50,4.8,195.8
63,64,Miami (Florida),13,54,2181,40.39,4.2,167.8
64,65,Stanford,13,38,1534,40.37,2.9,118.0
65,66,Iowa State,13,67,2701,40.31,5.2,207.8
66,67,Pittsburgh,13,45,1810,40.22,3.5,139.2
67,68,Colorado State,12,53,2129,40.17,4.4,177.4
68,69,Oregon State,13,51,2043,40.06,3.9,157.2
69,70,Maryland,12,64,2561,40.02,5.3,213.4
70,71,Auburn,13,68,2716,39.94,5.2,208.9
71,72,Cincinnati,13,52,2074,39.88,4.0,159.5
72,73,Oregon,13,62,2472,39.87,4.8,190.2
73,74,South Florida,13,59,2352,39.86,4.5,180.9
74,75,Illinois,12,66,2630,39.85,5.5,219.2
75,75,Washington,12,53,2112,39.85,4.4,176.0
76,77,Northern Illinois,13,56,2231,39.84,4.3,171.6
77,78,North Carolina,13,66,2621,39.71,5.1,201.6
78,79,Virginia,12,77,3044,39.53,6.4,253.7
79,80,Texas,14,64,2528,39.50,4.6,180.6
80,81,Kentucky,13,65,2557,39.34,5.0,196.7
81,82,USC,13,63,2469,39.19,4.8,189.9
82,83,Western Michigan,12,59,2302,39.02,4.9,191.8
83,84,Mississippi State,12,51,1986,38.94,4.3,165.5
84,85,Ball State,12,59,2296,38.92,4.9,191.3
85,85,LSU,13,63,2452,38.92,4.8,188.6
86,87,Wake Forest,12,54,2098,38.85,4.5,174.8
87,88,Middle Tennessee,13,82,3183,38.82,6.3,244.8
88,89,Clemson,14,58,2251,38.81,4.1,160.8
89,90,Indiana,12,62,2405,38.79,5.2,200.4
90,91,Hawai'i,13,42,1627,38.74,3.2,125.2
91,92,Eastern Michigan,12,67,2594,38.72,5.6,216.2
92,93,Army,12,73,2819,38.62,6.1,234.9
93,94,Purdue,12,56,2162,38.61,4.7,180.2
94,95,Louisiana-Monroe,12,60,2313,38.55,5.0,192.8
95,95,Kansas State,12,55,2120,38.55,4.6,176.7
96,97,Duke,12,61,2347,38.48,5.1,195.6
97,97,Southern Mississippi,13,54,2078,38.48,4.2,159.8
98,99,Marshall,13,68,2609,38.37,5.2,200.7
99,100,Tulane,12,53,2028,38.26,4.4,169.0
100,101,Ohio State,13,62,2371,38.24,4.8,182.4
101,102,Central Michigan,14,51,1942,38.08,3.6,138.7
102,103,Colorado,12,68,2585,38.01,5.7,215.4
103,104,Florida Atlantic,12,52,1969,37.87,4.3,164.1
104,105,Louisiana Tech,12,65,2457,37.80,5.4,204.8
105,106,Arkansas,13,65,2456,37.78,5.0,188.9
106,107,TCU,13,60,2248,37.47,4.6,172.9
107,108,North Texas,12,57,2129,37.35,4.8,177.4
108,109,UCF,13,65,2422,37.26,5.0,186.3
109,110,Notre Dame,12,45,1675,37.22,3.8,139.6
110,111,North Carolina State,12,47,1743,37.09,3.9,145.3
111,112,Bowling Green,13,63,2334,37.05,4.8,179.5
112,113,Akron,12,60,2202,36.70,5.0,183.5
113,114,Ohio,14,69,2521,36.54,4.9,180.1
114,115,Temple,13,55,1994,36.25,4.2,153.4
115,116,Miami (Ohio),12,68,2454,36.09,5.7,204.5
116,117,Buffalo,12,53,1888,35.62,4.4,157.3
117,118,Texas A&M,13,59,2096,35.53,4.5,161.2
118,119,Northwestern,13,63,2203,34.97,4.8,169.5
119,120,Toledo,12,56,1893,33.80,4.7,157.8
