,Rank,Name,G,Punts,Yards,Avg.,Punts/G,Yards/G
109,110,Colorado State,12,40,1707,42.68,3.3,142.3
110,111,UCLA,13,70,2994,42.77,5.4,230.3
111,112,San Diego State,12,51,2183,42.80,4.3,181.9
112,113,UAB,12,45,1932,42.93,3.8,161.0
113,114,Marshall,13,62,2665,42.98,4.8,205.0
114,115,Vanderbilt,12,68,2923,42.99,5.7,243.6
115,116,Stanford,13,57,2453,43.04,4.4,188.7
116,117,Tulsa,12,68,2931,43.10,5.7,244.3
117,118,Tennessee,13,61,2643,43.33,4.7,203.3
118,119,Air Force,13,66,2880,43.64,5.1,221.5
119,120,Utah State,12,64,2857,44.64,5.3,238.1
