,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
49,50,Louisville,12,75,662,6.3,55.2
50,50,Kent State,12,70,662,5.8,55.2
51,52,Western Michigan,12,82,660,6.8,55.0
52,52,Northwestern,13,73,715,5.6,55.0
53,54,Middle Tennessee,13,92,710,7.1,54.6
54,55,Washington,12,72,653,6.0,54.4
55,56,Rutgers,13,85,705,6.5,54.2
56,57,Oregon State,13,81,703,6.2,54.1
57,58,Oklahoma State,13,86,691,6.6,53.2
58,58,Army,12,74,638,6.2,53.2
59,60,Alabama,14,86,744,6.1,53.1
60,61,Duke,12,63,626,5.3,52.2
61,62,Tulsa,12,75,624,6.3,52.0
62,63,Syracuse,12,78,621,6.5,51.8
63,64,Cincinnati,13,82,672,6.3,51.7
64,65,Arkansas,13,89,671,6.8,51.6
65,66,Miami (Ohio),12,63,612,5.3,51.0
66,67,Oregon,13,80,662,6.2,50.9
67,68,Temple,13,79,661,6.1,50.8
68,68,Maryland,12,72,609,6.0,50.8
69,70,Arkansas State,12,75,602,6.3,50.2
70,71,Boise State,14,87,701,6.2,50.1
71,72,Akron,12,67,600,5.6,50.0
72,73,Toledo,12,64,598,5.3,49.8
73,74,Hawai'i,13,68,641,5.2,49.3
74,75,Central Michigan,14,80,689,5.7,49.2
75,75,South Florida,13,72,640,5.5,49.2
76,77,Kentucky,13,70,633,5.4,48.7
77,78,Arizona,13,74,631,5.7,48.5
78,79,Nebraska,14,84,678,6.0,48.4
79,80,Houston,14,81,675,5.8,48.2
80,80,Michigan,12,69,578,5.8,48.2
81,82,UCLA,13,78,622,6.0,47.8
82,83,Navy,14,78,668,5.6,47.7
83,84,Iowa,13,72,619,5.5,47.6
84,85,Vanderbilt,12,66,567,5.5,47.3
85,86,New Mexico State,13,62,613,4.8,47.2
86,87,Virginia Tech,13,80,611,6.2,47.0
87,87,Air Force,13,72,611,5.5,47.0
88,89,USC,13,83,609,6.4,46.8
89,90,Minnesota,13,74,606,5.7,46.6
90,91,Florida State,13,80,604,6.2,46.5
91,91,Penn State,13,72,604,5.5,46.5
92,93,Florida,14,78,647,5.6,46.2
93,94,Fresno State,13,69,598,5.3,46.0
94,95,Purdue,12,73,549,6.1,45.8
95,96,West Virginia,13,72,593,5.5,45.6
96,97,Indiana,12,64,546,5.3,45.5
97,98,Stanford,13,70,590,5.4,45.4
98,99,South Carolina,13,71,586,5.5,45.1
99,100,Miami (Florida),13,68,581,5.2,44.7
100,100,Ohio State,13,67,581,5.2,44.7
101,102,Eastern Michigan,12,63,535,5.3,44.6
102,103,Clemson,14,79,617,5.6,44.1
103,103,Utah,13,72,573,5.5,44.1
104,105,LSU,13,74,570,5.7,43.8
105,106,North Carolina,13,72,566,5.5,43.5
106,106,Tennessee,13,67,566,5.2,43.5
107,108,Mississippi,13,78,564,6.0,43.4
108,108,Louisiana Tech,12,63,521,5.3,43.4
109,110,Mississippi State,12,67,517,5.6,43.1
110,111,UCF,13,72,554,5.5,42.6
111,112,Connecticut,13,59,546,4.5,42.0
112,113,Nevada,13,66,543,5.1,41.8
113,114,Iowa State,13,66,540,5.1,41.5
114,115,Northern Illinois,13,62,525,4.8,40.4
115,116,Tulane,12,54,484,4.5,40.3
116,117,Wisconsin,13,67,519,5.2,39.9
117,118,Georgia Tech,14,68,557,4.9,39.8
118,119,Illinois,12,55,475,4.6,39.6
119,120,Auburn,13,59,466,4.5,35.8
